농장명,주사육업종,축종,소재지(지번),소재지(도로명),규모(제곱미터),사육두수,데이터기준일자
당골농장,한우,한우,충청남도 부여군 세도면 동사리 57번지 1호  ,충청남도 부여군 세도면 세도로53번길 46-19,513,5,2026-01-30
라복농장,한우,한우,충청남도 부여군 규암면 나복리 664번지 2호  ,충청남도 부여군 규암면 라복로 206-7,274,21,2026-01-30
세중농장,한우,한우,충청남도 부여군 규암면 합송리 723번지 1호  ,충청남도 부여군 규암면 합송서로 102-67,99,4,2026-01-30
응평 축산,한우,한우,충청남도 부여군 초촌면 응평리 454번지 9통  ,충청남도 부여군 초촌면 응신길 46,97.95,15,2026-01-30
복음농장,한우,한우,충청남도 부여군 옥산면 봉산리 12번지 2호  ,충청남도 부여군 옥산면 옥산북로 138,396,9,2026-01-30
구교농장,한우,한우,충청남도 부여군 임천면 구교리 709번지  ,,536.33,14,2026-01-30
내대리 농장,한우,한우,충청남도 부여군 옥산면 내대리 443번지 14통  ,충청남도 부여군 옥산면 옥산동로 60-25,330,18,2026-01-30
남송농장,한우,한우,충청남도 부여군 장암면 합곡리 398번지  ,,494,40,2026-01-30
일희농장,한우,한우,충청남도 부여군 세도면 반조원리 87번지 1호  ,,240,16,2026-01-30
염창농장,한우,한우,충청남도 부여군 부여읍 염창리 180번지 31통  ,충청남도 부여군 부여읍 염창로 101-19,45,3,2026-01-30
신성농장,한우,한우,충청남도 부여군 규암면 신성리 460번지  ,,514.5,15,2026-01-30
호암농장,한우,한우,충청남도 부여군 규암면 호암리 166번지 29통  ,충청남도 부여군 규암면 백제문로호암길 19-17,72,12,2026-01-30
나복농장,한우,한우,충청남도 부여군 규암면 나복리 493번지 2호  ,,1238,40,2026-01-30
부여육종,돼지,돼지,충청남도 부여군 임천면 점리 150번지 1호  ,충청남도 부여군 임천면 위덕로98번길 84,20142.03,6000,2026-01-30
송간농장,한우,,충청남도 부여군 부여읍 송간리 424번지  ,,535,0,2026-01-30
새터농장,한우,한우,충청남도 부여군 충화면 만지리 351번지  ,,343,40,2026-01-30
진변농장,한우,한우,충청남도 부여군 규암면 진변리 215번지 1호  ,충청남도 부여군 규암면 왕흥로 106,384,24,2026-01-30
부여농장,육계,육계,충청남도 부여군 내산면 율암리 547번지 1호  ,충청남도 부여군 내산면 홍내로 456,1808.1,39000,2026-01-30
용정농장,한우,한우,충청남도 부여군 부여읍 용정리 56번지  ,충청남도 부여군 부여읍 독정로 171,197.1,5,2026-01-30
소사농장,한우,한우,충청남도 부여군 초촌면 소사리 619번지 2호  ,,480,35,2026-01-30
구봉농장,한우,한우,충청남도 부여군 구룡면 구봉리 361번지 2호  ,,351,8,2026-01-30
현북농장,한우,한우,충청남도 부여군 부여읍 현북리 38번지  ,충청남도 부여군 부여읍 동문로371번길 63,193.59,10,2026-01-30
영화목장,한우,한우,충청남도 부여군 임천면 칠산리 63번지 2호  ,,191.1,20,2026-01-30
오성농장,한우,한우,충청남도 부여군 내산면 운치리 70번지  ,,330,24,2026-01-30
가곡농장,한우,한우,충청남도 부여군 은산면 가곡리 670번지 1호  ,,396,36,2026-01-30
가곡축산,한우,한우,충청남도 부여군 은산면 가곡리 672번지 1호  ,,396,37,2026-01-30
효순축산,한우,한우,충청남도 부여군 내산면 저동리 102번지  ,,80,4,2026-01-30
조은농장,한우,한우,충청남도 부여군 임천면 점리 527번지 1호  ,충청남도 부여군 임천면 충절로 1465-8,733.3,20,2026-01-30
오산농장,육계,,"충청남도 부여군 외산면 수신리 364번지 3호 외3필지(363, 362, 365) ",,2598.06,0,2026-01-30
팔충농장,한우,한우,충청남도 부여군 충화면 천당리 359번지  ,충청남도 부여군 충화면 덕림남로 76-3,250,28,2026-01-30
석성농장,육계,육계,충청남도 부여군 석성면 석성리 1160번지 8호  ,충청남도 부여군 석성면 석성남로 81,7228.66,142000,2026-01-30
토정농장,한우,한우,충청남도 부여군 홍산면 토정리 177,충청남도 부여군 홍산면 북토로137번길 35-5,864,26,2026-01-30
구룡농장,육계,육계,"충청남도 부여군 구룡면 구봉리 684번지 6호 ,684-10 ",,5022.93,100000,2026-01-30
나복농장,한우,한우,"충청남도 부여군 규암면 나복리 565번지 2호 ,565-3, 562-3, 564-2 ",,655.16,10,2026-01-30
이레농장,육계,육계,충청남도 부여군 충화면 현미리 63번지  ,,2354.33,50000,2026-01-30
명진육계,육계,육계,충청남도 부여군 내산면 금지리 71번지 10호  ,충청남도 부여군 내산면 삽티로 606-3,1727,70000,2026-01-30
라복농장,한우,한우,충청남도 부여군 규암면 나복리 680번지 3호  ,충청남도 부여군 규암면 라복로94번길 33-2,396,20,2026-01-30
희망농장,한우,한우,충청남도 부여군 장암면 원문리 378번지 3호  ,,1991,78,2026-01-30
큰사랑농장,한우,한우,충청남도 부여군 임천면 칠산리 106번지  ,,400,190,2026-01-30
C&K축산,육계,육계,충청남도 부여군 규암면 노화리 16번지 7호  ,충청남도 부여군 규암면 합송서로 184-98,3528,75000,2026-01-30
(주)계원 농업회사법인,육계,육계,충청남도 부여군 장암면 원문리 621번지 3호  ,충청남도 부여군 장암면 충절로 1845-93,3973.4,88000,2026-01-30
한우개발농장,한우,한우,충청남도 부여군 규암면 나복리 556번지 1호  ,,216.26,20,2026-01-30
합곡농장,한우,한우,충청남도 부여군 장암면 합곡리 507번지  ,,225,20,2026-01-30
소부리농장,한우,한우,충청남도 부여군 규암면 나복리 430번지 1호  ,,526,8,2026-01-30
종북농장,한우,한우,충청남도 부여군 석성면 증산리 982번지 13호  ,충청남도 부여군 석성면 종북로 160,231,40,2026-01-30
자은농장,한우,한우,충청남도 부여군 외산면 갈산리 427번지 5호  ,,396,21,2026-01-30
청용농장,한우,한우,충청남도 부여군 장암면 정암리 282번지 (282-6) ,,1872.45,130,2026-01-30
궁말농장,한우,한우,충청남도 부여군 외산면 반교리 28번지  ,충청남도 부여군 외산면 성충로 274-42,302,5,2026-01-30
만수농장,한우,한우,충청남도 부여군 외산면 전장리 249번지 2호  ,충청남도 부여군 외산면 만수로 638,182.4,7,2026-01-30
태영농장,한우,한우,충청남도 부여군 외산면 전장리 218번지  ,충청남도 부여군 외산면 만수로 604-15,181,10,2026-01-30
장암농장,한우,한우,충청남도 부여군 장암면 장하리 809번지 2호 809-3 ,,1197,38,2026-01-30
영재농장,한우,한우,충청남도 부여군 은산면 홍산리 108번지 7호  ,충청남도 부여군 은산면 충절로홍산4길 8-33,1205.1,90,2026-01-30
아침농장,육계,육계,충청남도 부여군 충화면 오덕리 318번지  ,충청남도 부여군 충화면 오덕로86번길 34-98,3753,64000,2026-01-30
증산성 농장,한우,한우,충청남도 부여군 규암면 신성리 519 외1(519-1) ,,450,21,2026-01-30
금강농장,한우,한우,충청남도 부여군 은산면 금공리 432번지  ,,1548,74,2026-01-30
죽절농장,한우,한우,충청남도 부여군 구룡면 죽절리 109번지 7호  ,,842.83,40,2026-01-30
정호농장,한우,한우,충청남도 부여군 은산면 신대리 171번지 2호  ,,607,14,2026-01-30
회동목장,한우,한우,충청남도 부여군 남면 회동리 13번지 1호  ,충청남도 부여군 남면 남성로464번길 39,128.8,11,2026-01-30
합송토종농장,육계,육계,충청남도 부여군 규암면 합송리 1015번지  ,,138,300,2026-01-30
범성농장,한우,한우,충청남도 부여군 은산면 신대리 211번지 3호  ,,265,7,2026-01-30
안한농장,한우,한우,충청남도 부여군 은산면 회곡리 243번지 2호  ,충청남도 부여군 은산면 회곡저실로17번길 23,192,22,2026-01-30
종철농장,한우,한우,충청남도 부여군 은산면 용두리 50번지 2호  ,,372,10,2026-01-30
홍산농장,한우,한우,충청남도 부여군 은산면 홍산리 296번지 2호 외1필지(296-3) ,,750.42,75,2026-01-30
친환경부여농장,한우,한우,충청남도 부여군 초촌면 추양리 521번지 1호  ,,2950,16,2026-01-30
합수농장,한우,한우,충청남도 부여군 은산면 합수리 543번지 18호  ,,400,12,2026-01-30
이장농장,한우,한우,충청남도 부여군 내산면 저동리 137번지  ,,608,25,2026-01-30
부원목장,한우,한우,충청남도 부여군 초촌면 진호리 474번지 3호  ,,704,23,2026-01-30
오번리 농장,한우,한우,충청남도 부여군 은산면 오번리 909번지 1호  ,,350,6,2026-01-30
이수인농장,한우,,충청남도 부여군 은산면 용두리 195번지  ,,74.7,0,2026-01-30
재유농장,한우,한우,충청남도 부여군 내산면 마전리 428번지 5호 외1(449-1) ,,570,20,2026-01-30
희자농장,한우,한우,충청남도 부여군 은산면 경둔리 444번지  ,충청남도 부여군 은산면 은남로194번길 5-11,96,10,2026-01-30
지티농장,한우,한우,충청남도 부여군 내산면 지티리 82번지  ,,288.48,8,2026-01-30
거전농장,한우,한우,충청남도 부여군 은산면 거전리 274번지 1호  ,,283.2,25,2026-01-30
상금농장,한우,한우,충청남도 부여군 부여읍 상금리 2번지 1호  ,,297,17,2026-01-30
세진농장,한우,한우,충청남도 부여군 은산면 회곡리 산 39번지 1호  ,,240.3,20,2026-01-30
건영농장,한우,한우,충청남도 부여군 은산면 홍산리 12번지 7호  ,,224,20,2026-01-30
재우농장,한우,한우,충청남도 부여군 임천면 구교리 433번지 7호  ,충청남도 부여군 임천면 구교로 20,350,45,2026-01-30
신원축산,한우,한우,충청남도 부여군 임천면 구교리 56번지 5호  ,충청남도 부여군 임천면 구교로88번길 88,72,7,2026-01-30
김부환농장,한우,한우,충청남도 부여군 은산면 신대리 246번지 5호  ,,200,13,2026-01-30
효자농장,한우,한우,충청남도 부여군 은산면 대양리 281번지 4호  ,충청남도 부여군 은산면 충절로대양7길 74,467,16,2026-01-30
제강농장,한우,한우,충청남도 부여군 장암면 북고리 323번지 1호  ,,396.9,32,2026-01-30
은혜농장,산양,"산양, 사슴",충청남도 부여군 옥산면 대덕리 542번지  ,충청남도 부여군 옥산면 대덕로 5-17,619,102,2026-01-30
태조농장,한우,한우,충청남도 부여군 석성면 현내리 308번지 1호  ,,724.5,25,2026-01-30
부은농장,한우,한우,충청남도 부여군 은산면 은산리 31번지  ,,78,12,2026-01-30
버들농장,한우,한우,충청남도 부여군 은산면 신대리 507번지  ,충청남도 부여군 은산면 은동로 22,120,2,2026-01-30
솔모농장,한우,한우,충청남도 부여군 은산면 금공리 295번지 1호  ,충청남도 부여군 은산면 금공서로 52-5,796,70,2026-01-30
남은농장,한우,한우,충청남도 부여군 은산면 거전리 163번지  ,충청남도 부여군 은산면 거전로 16,370.8,12,2026-01-30
대림농장,한우,한우,충청남도 부여군 은산면 나령리 98번지  ,,140,11,2026-01-30
윤석농장,한우,한우,충청남도 부여군 은산면 은산리 37번지  ,충청남도 부여군 은산면 충의로 599-22,121,6,2026-01-30
진수농장,한우,한우,충청남도 부여군 은산면 가중리 321번지  ,충청남도 부여군 은산면 은남로130번길 53,256,60,2026-01-30
현도농장,한우,한우,충청남도 부여군 은산면 가곡리 93번지  ,,375,20,2026-01-30
신대축산,한우,한우,충청남도 부여군 은산면 신대리 570번지  ,,621,30,2026-01-30
노화농장,한우,한우,충청남도 부여군 규암면 노화리 295번지 3호  ,충청남도 부여군 규암면 흥수로456번길 47-4,50,8,2026-01-30
유재우농장,한우,한우,충청남도 부여군 임천면 구교리 463번지 10호  ,,330,45,2026-01-30
산수농장,한우,한우,충청남도 부여군 충화면 만지리 882번지 4호  ,충청남도 부여군 충화면 만지서로 187,875.74,46,2026-01-30
철만농장,한우,한우,충청남도 부여군 은산면 대양리 369번지 2호  ,,475,22,2026-01-30
꼭지내농장,한우,한우,충청남도 부여군 은산면 홍산리 353번지  ,,381,60,2026-01-30
가중농장,한우,한우,충청남도 부여군 은산면 가중리 124번지 2호  ,충청남도 부여군 은산면 충의로 566,73.86,16,2026-01-30
문식농장,한우,한우,충청남도 부여군 은산면 홍산리 490번지 1호  ,,216,3,2026-01-30
문식농장,한우,한우,충청남도 부여군 은산면 홍산리 4901번지  ,,216,3,2026-01-30
돼지골농장,한우,한우,충청남도 부여군 은산면 거전리 116번지 1호  ,충청남도 부여군 은산면 지천로 487-63,108,2,2026-01-30
황산농장,한우,한우,충청남도 부여군 은산면 홍산리 18번지 12호  ,충청남도 부여군 은산면 충절로홍산1길 6-9,58.5,8,2026-01-30
정훈농장,한우,한우,충청남도 부여군 은산면 대양리 324번지 2호  ,,300,20,2026-01-30
샛별농장,한우,한우,충청남도 부여군 은산면 오번리 산 87번지  ,,72.5,16,2026-01-30
연일축산,한우,한우,충청남도 부여군 구룡면 용당리 1231번지 1호  ,,331,23,2026-01-30
기영농장,한우,한우,충청남도 부여군 은산면 대양리 286번지 3호  ,충청남도 부여군 은산면 충절로대양7길 34,150,6,2026-01-30
선화네농장,한우,한우,충청남도 부여군 은산면 가곡리 283번지 1호  ,,410,24,2026-01-30
귀골농장,한우,한우,충청남도 부여군 은산면 금공리 456번지  ,,516,38,2026-01-30
석기농장,한우,한우,충청남도 부여군 은산면 각대리 107번지 1호  ,충청남도 부여군 은산면 은남로 437-52,225,17,2026-01-30
재호농장,한우,한우,충청남도 부여군 은산면 신대리 237번지  ,,100,3,2026-01-30
상호축산,한우,한우,충청남도 부여군 은산면 오번리 84번지  ,충청남도 부여군 은산면 은북로56번길 17-6,91,7,2026-01-30
대환농장,한우,한우,충청남도 부여군 은산면 가곡리 365번지 3호  ,충청남도 부여군 은산면 매화로7번길 101-8,50,2,2026-01-30
일은축산,한우,한우,충청남도 부여군 임천면 만사리 111번지 3호  ,충청남도 부여군 임천면 만가로 23-7,128,12,2026-01-30
기륜축산,한우,한우,충청남도 부여군 은산면 신대리 305번지 34호  ,,132,5,2026-01-30
하섭농장,한우,한우,충청남도 부여군 은산면 내지리 169번지 1호  ,충청남도 부여군 은산면 내대로130번길 13,50,3,2026-01-30
홍수농장,한우,,충청남도 부여군 은산면 가중리 435번지 1호  ,,256.84,0,2026-01-30
석규농장,한우,한우,충청남도 부여군 은산면 경둔리 산 5번지 22호  ,,229,10,2026-01-30
영한농장,한우,"한우, 사슴",충청남도 부여군 은산면 합수리 201번지 1호  ,,156,4,2026-01-30
옥가실농장,한우,한우,충청남도 부여군 은산면 가곡리 439번지  ,,283.5,30,2026-01-30
석목농장,한우,한우,충청남도 부여군 부여읍 석목리 산 21번지  ,충청남도 부여군 부여읍 석목로 43,66,7,2026-01-30
연지네농장,한우,한우,충청남도 부여군 양화면 암수리 26번지 15호 외1필지(500-4) ,,382.5,12,2026-01-30
갑식농장,한우,한우,충청남도 부여군 은산면 홍산리 525번지 1호  ,충청남도 부여군 은산면 충절로 3167-39,40,2,2026-01-30
정일농장,한우,한우,충청남도 부여군 은산면 가중리 129번지 2호  ,충청남도 부여군 은산면 가중로 2,67.6,10,2026-01-30
성일농장,한우,한우,충청남도 부여군 은산면 신대리 325번지 1호  ,충청남도 부여군 은산면 충의로749번길 18,402,14,2026-01-30
아름다운농장,한우,한우,충청남도 부여군 은산면 금공리 288번지 1호  ,,326.48,7,2026-01-30
장티농장,한우,한우,충청남도 부여군 은산면 신대리 10번지 6호  ,,140,4,2026-01-30
학군농장,한우,한우,충청남도 부여군 은산면 거전리 259번지  ,충청남도 부여군 은산면 거전로 46,84.74,5,2026-01-30
금강축산,한우,한우,충청남도 부여군 은산면 금공리 137번지  ,충청남도 부여군 은산면 금공동로41번길 3,354,12,2026-01-30
형제농장,한우,한우,충청남도 부여군 은산면 용두리 47번지  ,,48,4,2026-01-30
기성이농장,한우,한우,충청남도 부여군 은산면 합수리 370번지  ,,250,17,2026-01-30
남욱농장,한우,한우,충청남도 부여군 은산면 합수리 383번지  ,충청남도 부여군 은산면 합수로 149-10,84,2,2026-01-30
청국밀밭농장,한우,한우,충청남도 부여군 초촌면 신암리 375번지  ,충청남도 부여군 초촌면 신암로177번길 45-29,165,2,2026-01-30
이레목장,한우,한우,충청남도 부여군 임천면 가신리 438번지  ,충청남도 부여군 임천면 팔충로 1200-28,337.5,20,2026-01-30
유진농장,한우,한우,충청남도 부여군 은산면 장벌리 342번지 3호  ,,621.49,8,2026-01-30
청용농장,한우,한우,충청남도 부여군 세도면 청송리 791번지 1호  ,충청남도 부여군 세도면 세도로89번길 34-9,150,3,2026-01-30
철수네행복농장,한우,한우,충청남도 부여군 은산면 오번리 747번지  ,,399.9,23,2026-01-30
광덕농장,염소,염소,충청남도 부여군 초촌면 응평리 381번지 2호  ,충청남도 부여군 초촌면 선사로29번길 24,30,5,2026-01-30
용골농원,육계,육계,충청남도 부여군 부여읍 가증리 511번지 3호  ,,156,500,2026-01-30
구석농장,한우,한우,충청남도 부여군 은산면 회곡리 294번지  ,충청남도 부여군 은산면 회곡저실로 99-36,330,12,2026-01-30
산수농장,한우,한우,"충청남도 부여군 충화면 만지리 317번지 , 880-3 ",,1725,170,2026-01-30
학섭농장,한우,한우,충청남도 부여군 규암면 합송리 1013번지 6호  ,,219.3,21,2026-01-30
도락농장,한우,한우,충청남도 부여군 임천면 군사리 540번지  ,,199.5,39,2026-01-30
성토목장,한우,한우,충청남도 부여군 부여읍 용정리 산 35번지 13호  ,충청남도 부여군 부여읍 독정로 310,622,25,2026-01-30
아름농장,한우,한우,충청남도 부여군 은산면 합수리 191번지 1호  ,,160,2,2026-01-30
논골농장,한우,한우,충청남도 부여군 은산면 용두리 174번지  ,,432,30,2026-01-30
대양농장2,한우,한우,충청남도 부여군 은산면 대양리 341번지 2호  ,충청남도 부여군 은산면 충절로대양7길 37-11,1090.69,130,2026-01-30
하은농장,한우,한우,충청남도 부여군 은산면 장벌리 486번지 1호  ,충청남도 부여군 은산면 은북로 467,243,22,2026-01-30
소박골 한우농장,한우,한우,"충청남도 부여군 은산면 장벌리 86번지 2호 외2필지(86-3, 73-5) ",,160,8,2026-01-30
순열농장,한우,한우,충청남도 부여군 은산면 내지리 188번지  ,충청남도 부여군 은산면 내지로14번길 22,168,3,2026-01-30
영순농장,한우,한우,충청남도 부여군 은산면 합수리 427번지 2호  ,충청남도 부여군 은산면 합수로 160,60,2,2026-01-30
매화농장,한우,한우,충청남도 부여군 은산면 가곡리 621번지 4호  ,,440,21,2026-01-30
점3리농장,한우,한우,충청남도 부여군 임천면 점리 232번지  ,충청남도 부여군 임천면 위덕로47번길 103-7,180,19,2026-01-30
상명농장,한우,한우,충청남도 부여군 은산면 합수리 362번지  ,충청남도 부여군 은산면 합수로 97-74,1035,60,2026-01-30
은혜농장,한우,한우,충청남도 부여군 은산면 합수리 산 48번지 3호  ,,245,18,2026-01-30
은비네농장,한우,한우,충청남도 부여군 부여읍 능산리 15번지 2호  ,충청남도 부여군 부여읍 왕릉로324번길 37-3,330,5,2026-01-30
솔농장,한우,한우,충청남도 부여군 은산면 가중리 225번지 2호  ,,450,3,2026-01-30
발티농장,한우,한우,충청남도 부여군 장암면 점상리 114번지  ,충청남도 부여군 장암면 남성로967번길 26-6,150,10,2026-01-30
영기농장,한우,한우,충청남도 부여군 구룡면 죽절리 28번지 5호  ,,360,15,2026-01-30
두영농장,한우,"한우, 염소",충청남도 부여군 부여읍 염창리 409번지 4호  ,,554.4,7,2026-01-30
주원목장,한우,한우,충청남도 부여군 세도면 청송리 71번지 13호  ,,574,27,2026-01-30
부부농장,한우,한우,충청남도 부여군 부여읍 신정리 213번지 3호  ,충청남도 부여군 부여읍 대울로154번길 28,40,4,2026-01-30
호택농장,한우,한우,충청남도 부여군 내산면 금지리 96번지  ,,290,10,2026-01-30
경회농장,한우,한우,충청남도 부여군 내산면 금지리 182번지 2호  ,충청남도 부여군 내산면 금지로 207-3,408,16,2026-01-30
영민농장,한우,한우,충청남도 부여군 장암면 북고리 567번지  ,충청남도 부여군 장암면 북고로 171,945,7,2026-01-30
중앙2사슴,사슴,사슴,충청남도 부여군 은산면 경둔리 70번지  ,,460.8,50,2026-01-30
중앙사슴,사슴,사슴,충청남도 부여군 은산면 경둔리 71번지  ,,350,60,2026-01-30
증산한우농장,한우,한우,충청남도 부여군 석성면 증산리 1320번지 131호  ,충청남도 부여군 석성면 증산천길 114,386,20,2026-01-30
수목리농장,한우,한우,충청남도 부여군 규암면 수목리 192번지 5호  ,,331,27,2026-01-30
해성농장,육계,육계,충청남도 부여군 장암면 원문리 625번지 1호  ,,7978.1,160000,2026-01-30
오복농장,산양,산양,충청남도 부여군 양화면 상촌리 661번지 1호  ,,487.86,450,2026-01-30
회곡농장,한우,한우,충청남도 부여군 은산면 회곡리 290번지  ,,837.52,30,2026-01-30
은산축산,한우,한우,충청남도 부여군 은산면 대양리 13번지 8호  ,,1196,100,2026-01-30
이든농장,한우,한우,충청남도 부여군 장암면 점상리 871번지 3호  ,,1885.9,53,2026-01-30
아랫말 흑염소농장,산양,산양,충청남도 부여군 양화면 벽용리 868번지 3호  ,,325,100,2026-01-30
청남농장,육계,육계,"충청남도 부여군 충화면 청남리 208번지 1호 외 2필지(208-2, 209) ",충청남도 부여군 충화면 충신로 193-7,2737.5,56000,2026-01-30
대양농장,한우,한우,충청남도 부여군 은산면 대양리 340번지  ,,750,23,2026-01-30
문상골농장,사슴,"산양, 사슴",충청남도 부여군 외산면 문신리 395번지  ,,720,8,2026-01-30
이재준 축사,한우,한우,충청남도 부여군 홍산면 조현리 375번지 1호  ,충청남도 부여군 홍산면 조현로 29,65,4,2026-01-30
정곡농장,한우,한우,충청남도 부여군 남면 마정리 858번지  ,충청남도 부여군 남면 남성로 754-11,399,32,2026-01-30
세동축산,한우,한우,충청남도 부여군 임천면 구교리 118번지  ,,92,4,2026-01-30
풍년농장,한우,한우,충청남도 부여군 장암면 지토리 651번지  ,충청남도 부여군 장암면 지토로58번길 10-17,86.32,7,2026-01-30
백봉농장,육계,육계,충청남도 부여군 규암면 합송리 86번지 3호  ,충청남도 부여군 규암면 합송서로115번길 80-49,3892.6,40000,2026-01-30
사비농장,한우,한우,충청남도 부여군 부여읍 자왕리 400번지 2호  ,,84,10,2026-01-30
합곡농장,한우,한우,충청남도 부여군 장암면 합곡리 84,충청남도 부여군 장암면 합하로2번길 18,80,10,2026-01-30
합하농장,한우,한우,충청남도 부여군 장암면 합곡리 267번지  ,,182,7,2026-01-30
부부농장,한우,한우,충청남도 부여군 양화면 입포리  ,충청남도 부여군 양화면 입포로48번길 13-14,30,3,2026-01-30
대양축사,한우,한우,충청남도 부여군 은산면 대양리 15번지 1호  ,,210,6,2026-01-30
왕림,한우,한우,충청남도 부여군 장암면 상황리 121번지 19통  ,충청남도 부여군 장암면 위덕로575번길 56,28,4,2026-01-30
용성축사,한우,한우,충청남도 부여군 남면 삼용리 378번지 1호  ,충청남도 부여군 남면 삼용로 33,81.42,9,2026-01-30
강우농장,한우,한우,충청남도 부여군 남면 대선리 116번지 39호  ,충청남도 부여군 남면 대선로 53-16,675,40,2026-01-30
병현농장,한우,한우,충청남도 부여군 남면 신홍리 173,충청남도 부여군 남면 금천로210번길 38,100,6,2026-01-30
제완농장,한우,한우,충청남도 부여군 남면 내곡리 373번지 3호  ,충청남도 부여군 남면 금천로394번길 20,168,15,2026-01-30
윤가농장,한우,한우,충청남도 부여군 석성면 정각리 350번지 2호  ,충청남도 부여군 석성면 대백제로 2965-64,898.5,11,2026-01-30
청등골한우,한우,한우,충청남도 부여군 충화면 청남리 413번지 10호  ,,1025,20,2026-01-30
철호농장,한우,한우,충청남도 부여군 옥산면 대덕리 630번지 4호  ,충청남도 부여군 옥산면 대백제로일유길 75-15,442.5,19,2026-01-30
부림농장,한우,한우,충청남도 부여군 부여읍 중정리 1번지 1호  ,,184.5,1,2026-01-30
복농장,한우,한우,충청남도 부여군 세도면 동사리 456번지 1호  ,,168,25,2026-01-30
진원농장,한우,한우,충청남도 부여군 세도면 청포리 190번지  ,충청남도 부여군 세도면 세도로431번길 5,66,5,2026-01-30
오현농장,한우,한우,충청남도 부여군 세도면 반조원리 211번지 1호  ,충청남도 부여군 세도면 세도로 453,40,3,2026-01-30
행운농장,한우,한우,충청남도 부여군 초촌면 신암리 39번지 2호  ,,343.43,15,2026-01-30
비암축산,한우,한우,충청남도 부여군 외산면 비암리 118번지 2호  ,충청남도 부여군 외산면 만수로주암길 46,210,19,2026-01-30
이천농장,한우,한우,충청남도 부여군 홍산면 정동리 297번지 10호  ,,112.37,1,2026-01-30
부부농장,산양,산양,충청남도 부여군 규암면 수목리 356번지 4호  ,충청남도 부여군 규암면 충의로 220-14,400,10,2026-01-30
영희농장,한우,한우,충청남도 부여군 옥산면 안서리 46번지 14호  ,충청남도 부여군 옥산면 옥산동로 22-16,82.5,1,2026-01-30
서궁농장,한우,한우,충청남도 부여군 규암면 신성리 472번지 7호  ,,891,42,2026-01-30
부윤목장,한우,한우,충청남도 부여군 장암면 원문리 384번지  ,,158.4,9,2026-01-30
영직농장,한우,한우,충청남도 부여군 홍산면 교원리 101번지 1호  ,충청남도 부여군 홍산면 대백제로817번길 62,254.5,21,2026-01-30
준호농장,한우,한우,충청남도 부여군 규암면 나복리 329번지 1호  ,충청남도 부여군 규암면 라복로94번길 33-8,364.5,19,2026-01-30
학산농장,한우,한우,충청남도 부여군 옥산면 학산리 28번지  ,,200,5,2026-01-30
대성농장2,돼지,돼지,"충청남도 부여군 세도면 동사리 322번지 외3필지(322-4, 322-5, 323-2) ",,1386.33,1500,2026-01-30
오세분농장,한우,한우,충청남도 부여군 홍산면 조현리 418번지 1호  ,,225,14,2026-01-30
제이제이농장,육계,육계,충청남도 부여군 세도면 청송리 44번지 5호  ,충청남도 부여군 세도면 청송로 151-33,3336.75,70000,2026-01-30
청은농장,육계,육계,충청남도 부여군 세도면 청송리 44번지 8호  ,충청남도 부여군 세도면 청송로 151-19,4372,99000,2026-01-30
우창목장,한우,한우,충청남도 부여군 홍산면 홍양리 354번지 2호  ,충청남도 부여군 홍산면 비홍로42번길 71-3,694.08,60,2026-01-30
종훈농장,한우,한우,충청남도 부여군 은산면 회곡리 279번지  ,충청남도 부여군 은산면 회곡저실로 99-36,432,34,2026-01-30
농업회사법인주식회사더블유제이,육계,육계,충청남도 부여군 임천면 점리 729-5,충청남도 부여군 임천면 남성로1050번길 104-3,11517.44,300000,2026-01-30
이창선 농장,오리,오리,충청남도 부여군 부여읍 중정리 210번지 10호  ,,2282,6300,2026-01-30
소집농장,한우,한우,충청남도 부여군 충화면 복금리 산112-14,충청남도 부여군 충화면 가림로 318-7,96,5,2026-01-30
대성농장,돼지,돼지,충청남도 부여군 초촌면 응평리 443번지 3호  ,,923,1000,2026-01-30
오수리농장,염소,염소,충청남도 부여군 규암면 오수리 381번지 2호  ,,168,23,2026-01-30
온팜(주),종계/산란계,,충청남도 부여군 세도면 반조원리 480번지 5호  ,충청남도 부여군 세도면 세도로409번길 99,4574.26,0,2026-01-30
덕영농장,한우,한우,충청남도 부여군 규암면 수목리 274번지 3호  ,,389,8,2026-01-30
남면축산,한우,한우,충청남도 부여군 남면 금천리 275번지 3호  ,,165.54,8,2026-01-30
춘석농장,한우,한우,충청남도 부여군 부여읍 송곡리 485번지 42호  ,충청남도 부여군 부여읍 삼충로216번길 46-2,390,6,2026-01-30
선민농장,한우,한우,충청남도 부여군 세도면 수고리 898-5,충청남도 부여군 세도면 동수로 95-12,120,7,2026-01-30
흥부축산,한우,한우,충청남도 부여군 세도면 수고리 961번지  ,충청남도 부여군 세도면 동수로117번길 63-36,240,18,2026-01-30
더존한우,한우,,"충청남도 부여군 장암면 점상리 582번지 2호 외 4필지(556-1,2,3,6) ",,5745.19,0,2026-01-30
현암사슴목장,사슴,사슴,충청남도 부여군 구룡면 현암리 43번지  ,,480,20,2026-01-30
신성축산,한우,한우,충청남도 부여군 규암면 신성리 59번지 1호  ,충청남도 부여군 규암면 서궁로169번길 111-46,940.5,40,2026-01-30
반교축산,한우,한우,충청남도 부여군 외산면 반교리 531번지 4호  ,,1794,179,2026-01-30
유림목장,젖소,젖소,충청남도 부여군 홍산면 북촌리 273번지 2호  ,,1481.3,70,2026-01-30
