사업장명칭,주사육업종,사업장소재지,면적,기준일자
정0농장,한우,경상북도 예천군 은풍면 탑리,99.19,2026-01-14
명0농장,한우,경상북도 예천군 은풍면 송월리,160,2026-01-14
용0농장,한우,경상북도 예천군 은풍면 송월리,165,2026-01-14
인0농장,한우,경상북도 예천군 은풍면 송월리,50,2026-01-14
종0농장,한우,경상북도 예천군 은풍면 오류리,264,2026-01-14
대0농장,한우,경상북도 예천군 예천읍 지내리,224,2026-01-14
재0농장,한우,경상북도 예천군 예천읍 상동리,330,2026-01-14
영0농장,한우,경상북도 예천군 예천읍 왕신리,99,2026-01-14
승0농장,한우,경상북도 예천군 예천읍 청복리,680,2026-01-14
철0농장,한우,경상북도 예천군 예천읍 통명리,263,2026-01-14
병0농장,한우,경상북도 예천군 예천읍 대심리,60,2026-01-14
득0농장,한우,경상북도 예천군 예천읍 동본리,704,2026-01-14
이0옥1농장,한우,경상북도 예천군 예천읍 왕신리,192,2026-01-14
경0농장,한우,경상북도 예천군 예천읍 용산리,15,2026-01-14
재0농장,한우,경상북도 예천군 예천읍 대심리,30,2026-01-14
덕0농장,한우,경상북도 예천군 예천읍 통명리,12,2026-01-14
금0농장,한우,경상북도 예천군 예천읍 용산리,50,2026-01-14
노0농장,한우,경상북도 예천군 예천읍 갈구리,120,2026-01-14
규0농장,한우,경상북도 예천군 감천면 천향리,198,2026-01-14
도0농장,한우,경상북도 예천군 감천면 증거리,132,2026-01-14
점0농장,한우,경상북도 예천군 감천면 현내리,165,2026-01-14
부0농장,한우,경상북도 예천군 감천면 대맥리,99,2026-01-14
종0농장,한우,경상북도 예천군 감천면 포리,99,2026-01-14
숙0농장,한우,경상북도 예천군 감천면 덕율리,64,2026-01-14
기0농장,한우,경상북도 예천군 감천면 미석리,264,2026-01-14
욱0농장,한우,경상북도 예천군 감천면 대맥리,82,2026-01-14
영0농장,한우,경상북도 예천군 감천면 대맥리,49,2026-01-14
종0농장,한우,경상북도 예천군 감천면 유리,66,2026-01-14
인0농장,한우,경상북도 예천군 감천면 증거리,264,2026-01-14
성0농장,한우,경상북도 예천군 감천면 포리,264,2026-01-14
영0농장,한우,경상북도 예천군 감천면 포리,283,2026-01-14
기0농장,한우,경상북도 예천군 감천면 포리,198,2026-01-14
세0농장,한우,경상북도 예천군 감천면 포리,198,2026-01-14
동0농장,한우,경상북도 예천군 감천면 유리,320,2026-01-14
필0농장,한우,경상북도 예천군 감천면 진평리,99,2026-01-14
복0농장,한우,경상북도 예천군 감천면 포리,132,2026-01-14
성0농장,한우,경상북도 예천군 감천면 천향리,436,2026-01-14
홍0농장,한우,경상북도 예천군 감천면 미석리,332,2026-01-14
승0농장,한우,경상북도 예천군 감천면 수한리,66,2026-01-14
성0농장,한우,경상북도 예천군 용문면 두천리,33,2026-01-14
우0농장,한우,경상북도 예천군 용문면 구계리,47,2026-01-14
우0농장,한우,경상북도 예천군 용문면 구계리,99.5,2026-01-14
현0농장,한우,경상북도 예천군 용문면 덕신리,33,2026-01-14
병0농장,한우,경상북도 예천군 용문면 두천리,245,2026-01-14
창0농장,한우,경상북도 예천군 용문면 두천리,83,2026-01-14
오0농장,한우,경상북도 예천군 용문면 구계리,576,2026-01-14
성0농장,한우,경상북도 예천군 용문면 능천리,90,2026-01-14
원0농장,한우,경상북도 예천군 용문면 하학리,130,2026-01-14
종0농장,한우,경상북도 예천군 용문면 상금곡,33,2026-01-14
강0농장,한우,경상북도 예천군 용문면 사부리,66,2026-01-14
군0농장,한우,경상북도 예천군 용문면 하금곡,33,2026-01-14
규0농장,한우,경상북도 예천군 용문면 덕신리,59,2026-01-14
재0농장,한우,경상북도 예천군 용문면 하금곡,66,2026-01-14
춘0농장,한우,경상북도 예천군 용문면 하금곡,66,2026-01-14
홍0농장,한우,경상북도 예천군 용문면 능천리,33,2026-01-14
보0농장,한우,경상북도 예천군 용문면 두천리,810,2026-01-14
익0농장,한우,경상북도 예천군 용문면 선리,66,2026-01-14
성0농장,한우,경상북도 예천군 용문면 하금곡,33,2026-01-14
연0농장,한우,경상북도 예천군 용문면 성현리,33,2026-01-14
인0농장,한우,경상북도 예천군 용문면 방송리,66,2026-01-14
창0농장,한우,경상북도 예천군 용문면 방송리,33,2026-01-14
덕0농장,한우,경상북도 예천군 용문면 하금곡,33,2026-01-14
귀0농장,한우,경상북도 예천군 용문면 선리,11,2026-01-14
수0농장,한우,경상북도 예천군 용문면 상금곡,49,2026-01-14
장0농장,한우,경상북도 예천군 용문면 방송리,33,2026-01-14
영0농장,한우,경상북도 예천군 용문면 상금곡,33,2026-01-14
철0농장,한우,경상북도 예천군 용문면 능천리,66,2026-01-14
상0농장,한우,경상북도 예천군 용문면 능천리,33,2026-01-14
윤0농장,한우,경상북도 예천군 용문면 능천리,49,2026-01-14
종0농장,한우,경상북도 예천군 용문면 선리,198,2026-01-14
용0농장,한우,경상북도 예천군 용문면 제곡리,16,2026-01-14
대0농장,한우,경상북도 예천군 용문면 노사리,33,2026-01-14
병0농장,한우,경상북도 예천군 용문면 노사리,33,2026-01-14
병0농장,한우,경상북도 예천군 용문면 노사리,157,2026-01-14
영0농장,한우,경상북도 예천군 용문면 노사리,66,2026-01-14
유0농장,한우,경상북도 예천군 용문면 노사리,33,2026-01-14
강0농장,한우,경상북도 예천군 효자면 백석리,40,2026-01-14
상0농장,한우,경상북도 예천군 은풍면 오류리,60,2026-01-14
도0농장,한우,경상북도 예천군 은풍면 율곡리,132,2026-01-14
학0농장,한우,경상북도 예천군 은풍면 율곡리,90,2026-01-14
경0농장,한우,경상북도 예천군 은풍면 율곡리,132,2026-01-14
태0농장,한우,경상북도 예천군 은풍면 율곡리,165,2026-01-14
부0농장,한우,경상북도 예천군 지보면 상월리,50,2026-01-14
한0농장,한우,경상북도 예천군 지보면 상월리,50,2026-01-14
순0농장,한우,경상북도 예천군 지보면 마전리,264,2026-01-14
종0농장,한우,경상북도 예천군 지보면 마전리,70,2026-01-14
동0농장,한우,경상북도 예천군 지보면 신풍리,66,2026-01-14
을0농장,한우,경상북도 예천군 지보면 신풍리,99,2026-01-14
지0농장,한우,경상북도 예천군 예천읍 고평리,1382,2026-01-14
광0농장,한우,경상북도 예천군 예천읍 청복리,30,2026-01-14
위0농장,한우,경상북도 예천군 예천읍 청복리,96,2026-01-14
병0농장,한우,경상북도 예천군 예천읍 청복리,23,2026-01-14
해0농장,한우,경상북도 예천군 예천읍 청복리,380,2026-01-14
재0농장,한우,경상북도 예천군 감천면 현내리,84,2026-01-14
지0농장,한우,경상북도 예천군 감천면 포리,129,2026-01-14
규0농장,한우,경상북도 예천군 감천면 천향리,486,2026-01-14
산0루농장,한우,경상북도 예천군 용궁면 월오리,2027.5,2026-01-14
태0농장,염소,경상북도 예천군 감천면 진평리,583,2026-01-14
상0농장,한우,경상북도 예천군 호명읍 백송리,20,2026-01-14
금0농장,한우,경상북도 예천군 호명읍 직산리,33,2026-01-14
재0농장,한우,경상북도 예천군 호명읍 직산리,23,2026-01-14
영0농장,한우,경상북도 예천군 호명읍 담암리,33,2026-01-14
행0농장,한우,경상북도 예천군 호명읍 담암리,77,2026-01-14
경0농장,한우,경상북도 예천군 지보면 매창리,165,2026-01-14
춘0농장,한우,경상북도 예천군 지보면 매창리,60,2026-01-14
태0농장,한우,경상북도 예천군 지보면 매창리,17,2026-01-14
현0농장,한우,경상북도 예천군 지보면 매창리,33,2026-01-14
성0농장,한우,경상북도 예천군 지보면 도화리,33,2026-01-14
재0농장,한우,경상북도 예천군 지보면 도화리,33,2026-01-14
중0농장,한우,경상북도 예천군 지보면 도화리,228,2026-01-14
병0농장,한우,경상북도 예천군 예천읍 청복리,66,2026-01-14
화0농장,한우,경상북도 예천군 지보면 소화리,60,2026-01-14
정0농장,한우,경상북도 예천군 지보면 소화리,27,2026-01-14
재0농장,한우,경상북도 예천군 지보면 소화리,27,2026-01-14
병0농장,한우,경상북도 예천군 지보면 도화리,132,2026-01-14
택0농장,한우,경상북도 예천군 풍양면 흔효리,160,2026-01-14
장0농장,한우,경상북도 예천군 감천면 대맥리,224,2026-01-14
대0농장,염소,경상북도 예천군 용궁면 송암리,1093.5,2026-01-14
대0농장,한우,경상북도 예천군 풍양면 와룡리,2660,2026-01-14
상0농장,한우,경상북도 예천군 유천면 율현리,1838,2026-01-14
인0농장,한우,경상북도 예천군 감천면 현내리,230,2026-01-14
장0농장,한우,경상북도 예천군 감천면 포리,132,2026-01-14
기0농장,한우,경상북도 예천군 감천면 대맥리,66,2026-01-14
찬0농장,한우,경상북도 예천군 감천면 포리,264,2026-01-14
삼0농장,한우,경상북도 예천군 감천면 대맥리,99,2026-01-14
순0농장,한우,경상북도 예천군 감천면 유리,270.48,2026-01-14
맹0농장,한우,경상북도 예천군 감천면 유리,216,2026-01-14
복0농장,한우,경상북도 예천군 감천면 포리,33,2026-01-14
청0농장,한우,경상북도 예천군 풍양면 우망리,590,2026-01-14
산0농장,한우,경상북도 예천군 호명읍 산합리,576,2026-01-14
재0농장,한우,경상북도 예천군 용궁면 대은리,50,2026-01-14
용0농장,한우,경상북도 예천군 용문면 사부리,320,2026-01-14
청0목장,한우,경상북도 예천군 예천읍 우계리,933.6,2026-01-14
정0농장,한우,경상북도 예천군 감천면 포리,655,2026-01-14
샘0농장,한우,경상북도 예천군 풍양면 오지리,91.9,2026-01-14
흑0농장,한우,경상북도 예천군 예천읍 대심리,376,2026-01-14
천0농장,한우,경상북도 예천군 보문면 옥천리,793.38,2026-01-14
중0농장,한우,경상북도 예천군 유천면 송전리,286,2026-01-14
서0농장,한우,경상북도 예천군 풍양면 와룡리,386,2026-01-14
효0축산,한우,경상북도 예천군 풍양면 흔효리,631.46,2026-01-14
싸0골농장,한우,경상북도 예천군 은풍면 송월리,81,2026-01-14
싸0골농장,한우,경상북도 예천군 은풍면 송월리,226.44,2026-01-14
순0네농장,돼지,경상북도 예천군 예천읍 동본리,1207.97,2026-01-14
종0농장,한우,경상북도 예천군 감천면 포리,250,2026-01-14
오0골농장,한우,경상북도 예천군 감천면 천향리,750,2026-01-14
예0농장,종계/산란계,경상북도 예천군 지보면 소화리,350,2026-01-14
태0농장,한우,경상북도 예천군 호명읍 직산리,2301,2026-01-14
에0농장,한우,경상북도 예천군 감천면 현내리,324,2026-01-14
우0농원,한우,경상북도 예천군 개포면 우감리,480,2026-01-14
원0농장,염소,경상북도 예천군 감천면 미석리,30,2026-01-14
조0농장,한우,경상북도 예천군 감천면 유리,390,2026-01-14
국0골양봉농원,염소,경상북도 예천군 유천면 화전리,126,2026-01-14
예0팜,염소,경상북도 예천군 개포면 이사리,189,2026-01-14
농0회사법인 (주)에버그린 예천지점,메추리,경상북도 예천군 감천면 미석리,7227.04,2026-01-14
청0농장3,한우,경상북도 예천군 예천읍 고평리,968,2026-01-14
종0농장,한우,경상북도 예천군 보문면 간방리,640,2026-01-14
영0농장,한우,경상북도 예천군 효자면 도촌리,640,2026-01-14
종0농장,한우,경상북도 예천군 은풍면 동사리,324,2026-01-14
내0농장,한우,경상북도 예천군 호명읍 내신리,502.4,2026-01-14
학0농장,한우,경상북도 예천군 보문면 신월리,264,2026-01-14
현0농장,한우,경상북도 예천군 예천읍 용산리,192,2026-01-14
삼0농장,한우,경상북도 예천군 예천읍 용산리,634,2026-01-14
수0농장,한우,경상북도 예천군 은풍면 금곡리,267.12,2026-01-14
명0농장,한우,경상북도 예천군 용문면 노사리,650,2026-01-14
석0농장,한우,경상북도 예천군 용문면 성현리,617.27,2026-01-14
두0농장,한우,경상북도 예천군 예천읍 용산리,315,2026-01-14
일0목업,염소,경상북도 예천군 풍양면 고산리,656,2026-01-14
동0농장,한우,경상북도 예천군 보문면 산성리,155,2026-01-14
신0농장,한우,경상북도 예천군 개포면 신음리,288,2026-01-14
호0농장,한우,경상북도 예천군 예천읍 서본리,1024,2026-01-14
용0농장,한우,경상북도 예천군 용궁면 가야리,192,2026-01-14
원0농장,염소,경상북도 예천군 지보면 도화리,33,2026-01-14
현0농장,한우,경상북도 예천군 감천면 마촌리,960,2026-01-14
진0농장,한우,경상북도 예천군 감천면 덕율리,800,2026-01-14
인0농장,한우,경상북도 예천군 예천읍 청복리,1268,2026-01-14
상0농장,한우,경상북도 예천군 예천읍 상동리,759,2026-01-14
성0농장,한우,경상북도 예천군 호명읍 황지리,352,2026-01-14
광0농장,염소,경상북도 예천군 예천읍 왕신리,66,2026-01-14
와0농장,한우,경상북도 예천군 풍양면 와룡리,1230,2026-01-14
원0농장,한우,경상북도 예천군 용궁면 무이리,873,2026-01-14
덕0농장,한우,경상북도 예천군 예천읍 청복리,680,2026-01-14
그0농장,종계/산란계,경상북도 예천군 지보면 만화리,900,2026-01-14
검0우농장,한우,경상북도 예천군 개포면 경진리,256,2026-01-14
농0회사법인주식회사풍년축산,돼지,경상북도 예천군 예천읍 용산리,2895.55,2026-01-14
준0축산,한우,경상북도 예천군 풍양면 청곡리,1024,2026-01-14
석0농장,한우,경상북도 예천군 예천읍 용산리,128,2026-01-14
백0농장,한우,경상북도 예천군 풍양면 우망리,1646,2026-01-14
용0농장,한우,경상북도 예천군 예천읍 용산리,48,2026-01-14
용0생축장,한우,경상북도 예천군 용문면 능천리,1784,2026-01-14
만0생축장,한우,경상북도 예천군 지보면 만화리,994.2,2026-01-14
상0농장,한우,경상북도 예천군 호명읍 직산리,192,2026-01-14
정0농장,한우,경상북도 예천군 호명읍 본리,480,2026-01-14
단0농장,한우,경상북도 예천군 감천면 유리,389,2026-01-14
덕0농장,한우,경상북도 예천군 예천읍 생천리,42,2026-01-14
심0택 농장,한우,경상북도 예천군 용궁면 산택리,352,2026-01-14
대0민국농장,한우,경상북도 예천군 지보면 신풍리,200,2026-01-14
기0농장,한우,경상북도 예천군 개포면 예지로,70,2026-01-14
재0농장,한우,경상북도 예천군 효자면 고항리,258,2026-01-14
철0농장,한우,경상북도 예천군 예천읍 고평리,768,2026-01-14
송0농장,한우,경상북도 예천군 용문면 제곡리,688,2026-01-14
상0농장,한우,경상북도 예천군 용궁면 무지리,320,2026-01-14
수0농장,종계/산란계,경상북도 예천군 감천면 덕율리,231.4,2026-01-14
두0농장,한우,경상북도 예천군 감천면 미석리,71,2026-01-14
찬0네 농장,염소,경상북도 예천군 예천읍 구남골길,204.42,2026-01-14
홍0농장,한우,경상북도 예천군 개포면 황산리,946.56,2026-01-14
석0농장,한우,경상북도 예천군 은풍면 동사리,1008.75,2026-01-14
지0농장,한우,경상북도 예천군 예천읍 석정리,867,2026-01-14
학0농장,한우,경상북도 예천군 개포면 황산리,320,2026-01-14
목0태산,한우,경상북도 예천군 용궁면 금남리,324,2026-01-14
원0농장,한우,경상북도 예천군 용문면 제곡리,130.2,2026-01-14
덕02농장,한우,경상북도 예천군 용문면 방송리,1288,2026-01-14
덕0농장,한우,경상북도 예천군 용문면 구계리,1140.11,2026-01-14
수0농장,한우,경상북도 예천군 용문면 성현리,448,2026-01-14
만0농장,한우,경상북도 예천군 효자면 은풍로,90.26,2026-01-14
자0농원,종계/산란계,경상북도 예천군 풍양면 삼강리,49,2026-01-14
재0농장,한우,경상북도 예천군 용궁면 강당길,45,2026-01-14
종0농장,한우,경상북도 예천군 호명읍 담암리,880,2026-01-14
재0농장,한우,경상북도 예천군 용문면 사부리,15,2026-01-14
김0환농장,한우,경상북도 예천군 용문면 방송리,1186,2026-01-14
택0농장,한우,경상북도 예천군 용문면 덕신리,40,2026-01-14
동0농장,한우,경상북도 예천군 용문면 선리,45,2026-01-14
장0농장,한우,경상북도 예천군 용문면 하금곡,50,2026-01-14
범0농장,한우,경상북도 예천군 용궁면 무동길,43.68,2026-01-14
용0농장,한우,경상북도 예천군 용궁면 읍부2길,32,2026-01-14
택0농장,한우,경상북도 예천군 예천읍 석정리,768,2026-01-14
정0농장,한우,경상북도 예천군 개포면 황산리,300,2026-01-14
진0농장,한우,경상북도 예천군 예천읍 지내리,24,2026-01-14
미0농장,한우,경상북도 예천군 용문면 하학리,15,2026-01-14
재0농장,한우,경상북도 예천군 용문면 상금곡,50,2026-01-14
대0연 축산,한우,경상북도 예천군 감천면 미석리,1300,2026-01-14
두0농장,한우,경상북도 예천군 효자면 백석리,35,2026-01-14
철0농장,한우,경상북도 예천군 예천읍 지내길,28,2026-01-14
재0농장,한우,경상북도 예천군 효자면 도촌길,44.4,2026-01-14
택0농장,한우,경상북도 예천군 용문면 덕신길,20,2026-01-14
진0농장2,종계/산란계,경상북도 예천군 예천읍 상동리,25,2026-01-14
김0균의 정석돼지,돼지,경상북도 예천군 용문면 성현리,938,2026-01-14
영0장,한우,경상북도 예천군 지보면 매창리,917.28,2026-01-14
모0농장,한우,경상북도 예천군 보문면 신월리,99,2026-01-14
찬0농장,한우,경상북도 예천군 유천면 매산리,320,2026-01-14
순0농장,한우,경상북도 예천군 감천면 유리,396,2026-01-14
대0농장,한우,경상북도 예천군 은풍면 은풍로,384,2026-01-14
태0농장,한우,경상북도 예천군 효자면 도촌리,199.45,2026-01-14
재0농장,한우,경상북도 예천군 용문면 제곡리,240,2026-01-14
희0농장,한우,경상북도 예천군 용문면 원류리,100,2026-01-14
부0농장,한우,경상북도 예천군 용문면 능천리,230,2026-01-14
진0농장,한우,경상북도 예천군 예천읍 상동리,167,2026-01-14
금0농장,한우,경상북도 예천군 예천읍 생천리,384,2026-01-14
중0농장,한우,경상북도 예천군 용궁면 덕계2길,40,2026-01-14
하0목장,한우,경상북도 예천군 감천면 수한리,677,2026-01-14
자0목장,젖소,경상북도 예천군 풍양면 공덕리,2710.64,2026-01-14
웰0농장,돼지,경상북도 예천군 유천면 가리,1073.66,2026-01-14
SM0장,한우,경상북도 예천군 감천면 대맥리,1100,2026-01-14
원0농장,오리,경상북도 예천군 예천읍 대심리,90,2026-01-14
수0농장,한우,경상북도 예천군 예천읍 우계리,224,2026-01-14
정0농장,한우,경상북도 예천군 예천읍 고평리,512,2026-01-14
반0불농장,한우,경상북도 예천군 용문면 노사리,320,2026-01-14
일0농장,한우,경상북도 예천군 지보면 만화리,1400,2026-01-14
영0농장,한우,경상북도 예천군 유천면 광전리,16,2026-01-14
다0농장,염소,경상북도 예천군 지보면 어신리,136.97,2026-01-14
오0골 농장,종계/산란계,경상북도 예천군 감천면 천향리,40,2026-01-14
우0골 사슴농장,사슴,경상북도 예천군 감천면 미석리,130,2026-01-14
현0농장,한우,경상북도 예천군 예천읍 청복리,49,2026-01-14
금0농장,염소,경상북도 예천군 예천읍 갈구리,50,2026-01-14
명0농장,종계/산란계,경상북도 예천군 예천읍 백전리,98,2026-01-14
도0농장,한우,경상북도 예천군 지보면 도장리,280,2026-01-14
창0농장,한우,경상북도 예천군 예천읍 고평리,1100,2026-01-14
소0농장,육계,경상북도 예천군 예천읍 갈구리,5504.18,2026-01-14
안0농장,한우,경상북도 예천군 유천면 가리,512,2026-01-14
광0농장,한우,경상북도 예천군 예천읍 통명리,344.79,2026-01-14
옥0농장,한우,경상북도 예천군 호명읍 종산리,390,2026-01-14
삼0농장,한우,경상북도 예천군 호명읍 직산리,160,2026-01-14
부0농장,한우,경상북도 예천군 지보면 도화리,902,2026-01-14
승0농장,한우,경상북도 예천군 보문면 승본리,300,2026-01-14
재0농장,한우,경상북도 예천군 용궁면 대은리,128,2026-01-14
원0농장,한우,경상북도 예천군 호명읍 원곡리,160,2026-01-14
종0농장,한우,경상북도 예천군 예천읍 고평리,1000,2026-01-14
성0농장,한우,경상북도 예천군 보문면 간방리,729,2026-01-14
고0농장,한우,경상북도 예천군 풍양면 고산리,165.12,2026-01-14
윤0훈농장,한우,경상북도 예천군 개포면 황산리,448,2026-01-14
창0농장,한우,경상북도 예천군 호명읍 한어리,75,2026-01-14
홍0농장,한우,경상북도 예천군 예천읍 왕신리,165,2026-01-14
홍0농장,염소,경상북도 예천군 예천읍 왕신리,100,2026-01-14
두0농장,종계/산란계,경상북도 예천군 호명읍 본리,48,2026-01-14
덕0농장,한우,경상북도 예천군 호명읍 한어리,105,2026-01-14
명0농장,한우,경상북도 예천군 호명읍 본포리,49,2026-01-14
재0농장,한우,경상북도 예천군 예천읍 생천리,45,2026-01-14
준0농장,한우,경상북도 예천군 유천면 화지리,21,2026-01-14
응0농장,한우,경상북도 예천군 지보면 신풍리,33,2026-01-14
행0농장,종계/산란계,경상북도 예천군 예천읍 왕신리,30,2026-01-14
주0농장,한우,경상북도 예천군 호명읍 한어리,40,2026-01-14
도0농장,염소,경상북도 예천군 호명읍 송곡리,18,2026-01-14
해0농장,한우,경상북도 예천군 호명읍 본포리,36,2026-01-14
윤0농장,한우,경상북도 예천군 호명읍 송곡리,35,2026-01-14
택0농장,한우,경상북도 예천군 지보면 소화리,40,2026-01-14
청0농장,기러기,경상북도 예천군 보문면 옥천리,59,2026-01-14
찬0농장,한우,경상북도 예천군 예천읍 생천리,44,2026-01-14
옥0농장,한우,경상북도 예천군 호명읍 직산리,48,2026-01-14
종0농장,한우,경상북도 예천군 호명읍 직산리,44,2026-01-14
원0농장,한우,경상북도 예천군 호명읍 직산리,16,2026-01-14
동0농장,한우,경상북도 예천군 호명읍 백송리,25,2026-01-14
매0축사,한우,경상북도 예천군 지보면 매창리,486.25,2026-01-14
홍0농장,한우,경상북도 예천군 감천면 포리,66,2026-01-14
조0대 농장,한우,경상북도 예천군 용궁면 대은리,60,2026-01-14
황0농장,한우,경상북도 예천군 용궁면 무지리,369,2026-01-14
이0무농장,한우,경상북도 예천군 용궁면 무이리,256,2026-01-14
상0농장,한우,경상북도 예천군 유천면 수심리,193.2,2026-01-14
유0남농장,한우,경상북도 예천군 용궁면 무이리,324,2026-01-14
정0길농장,한우,경상북도 예천군 용궁면 향석리,72.5,2026-01-14
광0토농장,돼지,경상북도 예천군 예천읍 고평리,1808.8,2026-01-14
만0농장,한우,경상북도 예천군 유천면 성평리,20,2026-01-14
도0농장,한우,경상북도 예천군 유천면 송지리,38,2026-01-14
진0농장,한우,경상북도 예천군 유천면 성평리,25,2026-01-14
영0농장,한우,경상북도 예천군 유천면 송지리,15,2026-01-14
위0농장,한우,경상북도 예천군 유천면 성평리,30,2026-01-14
경0농장,한우,경상북도 예천군 유천면 성평리,25,2026-01-14
동0농장,한우,경상북도 예천군 유천면 성평리,48,2026-01-14
삼0농장,한우,경상북도 예천군 유천면 송지리,38,2026-01-14
태0농장,한우,경상북도 예천군 유천면 송지리,45,2026-01-14
기0농장,한우,경상북도 예천군 유천면 성평리,45,2026-01-14
덕0농장,한우,경상북도 예천군 유천면 성평리,43,2026-01-14
민0네농장,한우,경상북도 예천군 용궁면 월오리,192,2026-01-14
승0농장,한우,경상북도 예천군 유천면 율현리,243,2026-01-14
광0농장,한우,경상북도 예천군 유천면 매산리,616.92,2026-01-14
나0농장,한우,경상북도 예천군 용궁면 월오리,320,2026-01-14
이0선농장,한우,경상북도 예천군 용궁면 월오리,192,2026-01-14
박0순농장,한우,경상북도 예천군 용궁면 산택리,100,2026-01-14
원0농장,한우,경상북도 예천군 용궁면 산택리,128,2026-01-14
종0농장,한우,경상북도 예천군 용궁면 향석리,224,2026-01-14
규0농장,한우,경상북도 예천군 용궁면 가야리,152,2026-01-14
명0농장,한우,경상북도 예천군 감천면 유리,640,2026-01-14
오0네 농장,한우,경상북도 예천군 감천면 덕율리,768,2026-01-14
경0농장,한우,경상북도 예천군 예천읍 왕신리,128,2026-01-14
안0식 농장,한우,경상북도 예천군 용궁면 월오리,576,2026-01-14
김0현농장,한우,경상북도 예천군 감천면 천향리,320,2026-01-14
희0농장,한우,경상북도 예천군 풍양면 고산리,768,2026-01-14
수0골농장,한우,경상북도 예천군 감천면 덕율리,114.95,2026-01-14
김0진농장,한우,경상북도 예천군 용궁면 대은리,30,2026-01-14
고0월 농장,한우,경상북도 예천군 유천면 화지리,68,2026-01-14
샛0농장,염소,경상북도 예천군 유천면 화지리,26,2026-01-14
영0농장,한우,경상북도 예천군 유천면 성평리,45,2026-01-14
정0농장,한우,경상북도 예천군 감천면 포리,15,2026-01-14
이0규농장,한우,경상북도 예천군 용궁면 월오리,49,2026-01-14
이0복농장,한우,경상북도 예천군 용궁면 무지리,32,2026-01-14
박0복농장,한우,경상북도 예천군 용궁면 대은리,42,2026-01-14
박0우농장,한우,경상북도 예천군 용궁면 무이리,45.44,2026-01-14
최0수농장,한우,경상북도 예천군 풍양면 고산리,1600,2026-01-14
대0농장,한우,경상북도 예천군 감천면 대맥리,192,2026-01-14
성0농장,한우,경상북도 예천군 감천면 유리,259.37,2026-01-14
영0농장,한우,경상북도 예천군 유천면 가리,589.74,2026-01-14
용0농장,한우,경상북도 예천군 유천면 광전리,685,2026-01-14
부0농장,한우,경상북도 예천군 풍양면 청곡리,128,2026-01-14
승0농장,한우,경상북도 예천군 감천면 덕율리,92.94,2026-01-14
정0농장,염소,경상북도 예천군 개포면 가곡리,200,2026-01-14
희0농장,한우,경상북도 예천군 예천읍 지내리,940.5,2026-01-14
사0농장,한우,경상북도 예천군 효자면 사곡리,256,2026-01-14
기0농장,한우,경상북도 예천군 예천읍 통명리,960,2026-01-14
희0농장,한우,경상북도 예천군 유천면 고산리,352,2026-01-14
종0농장,한우,경상북도 예천군 보문면 승본리,390.6,2026-01-14
미0농장,한우,경상북도 예천군 예천읍 고평리,972,2026-01-14
고0농장,한우,경상북도 예천군 유천면 고산리,95.11,2026-01-14
무0농장,한우,경상북도 예천군 지보면 어신리,198,2026-01-14
솔0농장,한우,경상북도 예천군 지보면 어신리,320,2026-01-14
병0농장,종계/산란계,경상북도 예천군 예천읍 석정리,44,2026-01-14
윤0수농장,한우,경상북도 예천군 용궁면 대은리,48,2026-01-14
성0농장,한우,경상북도 예천군 용궁면 무지리,36,2026-01-14
윤0한농장,한우,경상북도 예천군 용궁면 대은리,44,2026-01-14
남0순농장,한우,경상북도 예천군 용궁면 대은리,48,2026-01-14
괴0농장,한우,경상북도 예천군 풍양면 괴당리,391.2,2026-01-14
윤0희농장,한우,경상북도 예천군 용궁면 가야리,352,2026-01-14
전0석농장,한우,경상북도 예천군 용궁면 가야리,350,2026-01-14
단0농장,한우,경상북도 예천군 감천면 현내리,256,2026-01-14
순0농장,한우,경상북도 예천군 유천면 송전리,30,2026-01-14
한0수농장,한우,경상북도 예천군 용궁면 송암리,24,2026-01-14
김0인농장,한우,경상북도 예천군 용궁면 송암리,21,2026-01-14
김0욱농장,한우,경상북도 예천군 용궁면 송암리,35,2026-01-14
김0진농장,한우,경상북도 예천군 용궁면 대은리,50,2026-01-14
가0축산,한우,경상북도 예천군 용궁면 가야리,972,2026-01-14
이0현 농장,한우,경상북도 예천군 용궁면 향석리,192,2026-01-14
소0농장,한우,경상북도 예천군 풍양면 고산리,880,2026-01-14
제0축사,한우,경상북도 예천군 풍양면 오지리,194,2026-01-14
칠0농장,한우,경상북도 예천군 풍양면 낙상리,432,2026-01-14
대0농장,한우,경상북도 예천군 예천읍 왕신리,271.08,2026-01-14
봉0농장,한우,경상북도 예천군 용궁면 무이리,80,2026-01-14
봉0농장,한우,경상북도 예천군 풍양면 공덕리,704,2026-01-14
영0농장,한우,경상북도 예천군 풍양면 흔효리,672,2026-01-14
우0농장,한우,경상북도 예천군 풍양면 청곡리,198,2026-01-14
진0이네 농장,한우,경상북도 예천군 풍양면 오지리,672,2026-01-14
성0농장,한우,경상북도 예천군 풍양면 공덕리,46,2026-01-14
오0농장,한우,경상북도 예천군 풍양면 오지리,46,2026-01-14
성0농장,한우,경상북도 예천군 풍양면 공덕리,49,2026-01-14
현0농장,한우,경상북도 예천군 감천면 진평리,33,2026-01-14
대0농장,한우,경상북도 예천군 풍양면 와룡리,40,2026-01-14
철0네 농장,한우,경상북도 예천군 감천면 장산리,98,2026-01-14
정0농장,한우,경상북도 예천군 감천면 현내리,800,2026-01-14
