업종,소재지(도로명),축종-품종,사육두수,위도,경도,담당부서,전화번호,기준일
가축사육업,강원도 횡성군 갑천면 하대리 590(갑천로690번길 156),소-한우,2,37.527355,128.150055,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 갑천면 추동리 98(어답산로 73-12),소-한우,9,37.571286,128.039297,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 송전리 117(송전로80번길 22-8),소-한우,4,37.530925,128.023475,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 생운리 175-1(생운안길 53),소-한우,1,37.480222,128.017577,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 초원리 566-2(경강로초원3길 42),소-한우,18,37.530344,127.905888,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 안흥면 소사리 215-4,소-한우,17,37.470041,128.173327,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 유현리 792( 374-5),소-한우,23,37.527455,127.838588,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 신촌리 670-18(영서로 130-29),소-한우,90,37.523941,127.959061,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 옥계리 1003-7(신평석화로 442),소-한우,57,37.439433,127.852247,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 둔내면 둔방내리 511-1(둔방남길 209),소-한우,6,37.502119,128.192563,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 오산리 338-1(학오로307번길 15),소-한우,5,37.519263,127.98913,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 상대리 292(대미원로123번길 55),소-한우,45,37.454944,128.086752,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 도곡리 328-7(도곡로 164),소-한우,94,37.550933,127.944919,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 옥동리 437(옥동길 129),소-한우,46,37.523536,128.032005,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 마산리 487-1(태기로 ),소-한우,23,37.49645,128.001116,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 하대리 337-2(하대길 166),소-한우,70,37.460555,128.084069,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 갑천면 전촌리 80(외갑천로 413-7),소-한우,21,37.565502,128.051797,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 학담리 419(영서로학담3길 8-7),소-한우,3,37.528433,127.957483,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 법주리 351,소-한우,3,37.446419,128.043516,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 개전리 576(태기로 15),소-한우,25,37.509177,128.019391,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 공근리 754-7(봉화마을2길 100-20),소-한우,141,37.570266,127.963097,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 정금리 산 113(정금서1길 67-57),소-한우,197,37.508705,128.074588,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 도곡리 260(도곡로96번길 33),소-한우,85,37.554622,127.948847,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 생운리 155-1(생운안길 35),소-한우,5,37.481533,128.015747,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 도곡리 199(도곡로 131-26),소-한우,29,37.550402,127.951333,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 옥동리 283(태기로옥동2길 46),소-한우,15,37.513913,128.03403,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 압곡리 248,소-한우,24,37.488894,127.885372,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 부창리 299(금계로부창5길 16-35),소-한우,36,37.591205,127.994638,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 학담리 483-5,소-한우,76,37.525372,127.955563,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 유현리 1298-3,소-젖소,69,37.523305,127.87238,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 정금리 796-1(경강로정금2길 25),소-한우,7,37.498791,128.100027,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 갑천리 946(봉덕로248번길 238-39),소-한우,131,37.557491,128.166883,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 하궁리 657-1(하궁로165번길 58),소-젖소,2,37.503172,128.1219,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 둔내면 현천리 496-2(현천북길 134-2),소-젖소,65,37.499836,128.181155,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 춘당리 1300-1(춘당로141번길 20),소-한우,32,37.611683,128.150755,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 가곡리 275(가곡로 10),소-한우,89,37.568666,127.984261,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 강림면 강림리 1716-1,소-한우,256,37.35763,128.116713,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 안흥면 안흥리 260-3(실미송한길 46),소-한우,12,37.41648,128.155033,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 학담리 104-1(학담서로2번길 16-26),소-한우,31,37.532277,127.961461,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 추동리 412-3(한우로 756-6),소-한우,25,37.491816,128.033288,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 안흥면 안흥리 49-7,소-한우,29,37.410583,128.162469,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 창봉리 634-3(창봉2길 26),소-한우,32,37.573505,127.939272,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 강림면 강림리 822-5,소-한우,47,37.358316,128.127594,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 공근리 788(봉화마을2길 6),소-한우,51,37.56653,127.9689,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 창봉리 688(창봉남길 20),소-한우,39,37.573441,127.929447,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 가곡리 173(금계로가곡2길 8),소-한우,9,37.571788,127.986422,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 갑천면 율동리 308-1(외갑천로 953),소-한우,3,37.567816,128.108902,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 갈풍리 239(갈풍길 159),소-한우,12,37.486136,127.943991,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 용둔리 576-10,소-한우,50,37.496105,128.058363,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 강림면 강림리 1498,소-젖소,16,37.364644,128.119791,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 옥동리 186-2(성동로 258),소-한우,90,37.509986,128.030927,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 정암리 827(정암길 216),소-한우,34,37.46165,128.01473,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 강림면 월현리 447-5(주천강로 270),소-한우,59,37.347605,128.174272,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 마옥리 164-10(섬강로553번길 72),소-한우,12,37.527194,128.005727,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 수백리 409-2(공근북로3번길 53-10),소-한우,7,37.538905,128.005541,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 수백리 506-1(공근북로 225),소-한우,84,37.551766,128.005419,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 둔내면 삽교리 1581(삽교로 343-77),소-한우,474,37.547186,128.254955,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 수백리 339-2(공근남로419번길 6),소-한우,19,37.534055,128.004741,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 옥동리 559-1(옥동안길 97),소-한우,726,37.529111,128.030602,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 신대리 89,소-한우,4,37.592655,128.239963,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 법주리 472,소-한우,71,37.449688,128.053497,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 산전리 431,소-한우,158,37.487388,128.074469,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 갑천면 포동리 168(청정로포동2길 25-32),소-육우,19,37.553086,128.102413,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 창봉리 275-1(항재로창봉2길 56),소-한우,13,37.578877,127.946575,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 갑천면 율동리 331-3(외갑천로 942),소-한우,7,37.567477,128.106755,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 부창리 584-2(부창어둔길 7),소-한우,11,37.581811,127.988708,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 하대리 94-1,소-한우,54,37.464466,128.088369,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 둔내면 삽교리 1701-1,소-한우,68,37.530341,128.241825,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 둔내면 우용리 139(우용로 69-10),소-한우,18,37.489891,128.230408,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 둔내면 두원리 715-2(고원로341번길 33-35),소-한우,37,37.507197,128.234633,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 둔내면 석문리 625-4(경강로석문1길 59-20),소-한우,6,37.522938,128.210444,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 안흥면 소사리 1457(봉화로소사5길 33-28),소-한우,95,37.466925,128.132775,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 마산리 399-1(마산로71번길 32),소-한우,6,37.494688,128.001805,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 안흥면 송한리 103(실미송한길 ),소-한우,40,37.437927,128.142191,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 옥동리 691-1(옥동길 2),소-한우,27,37.515966,128.029102,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 삼배리 408-3(금계동로 139),소-한우,109,37.565836,127.998369,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 정금리 1381-2,소-한우,22,37.499061,128.100805,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 안흥면 지구리 753-1(강변로지구1길 132),소-젖소,62,37.433194,128.158938,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 갑천면 구방리 148(태기로구방6길 274),소-한우,8,37.524391,128.07665,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 갑천면 병지방리 310-6,소-한우,14,37.609847,128.081997,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 강림면 월현리 433-1(월현속담길 49),소-한우,51,37.350816,128.170925,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 조곡리 424(우시장1길 82),소-한우,9,37.496027,128.011925,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 강림면 월현리 449-2(주천강로 ),소-한우,4,37.348591,128.173752,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 공근리 772,소-한우,143,37.568536,127.967455,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 갈풍리 344-1(갈풍길 92),소-한우,95,37.483855,127.951805,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 갑천면 추동리 44,소-한우,10,37.56833,128.0372,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 안흥면 지구리 59-3(상터로 72-21),소-한우,1,37.431333,128.185902,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 갑천면 하대리 1147,소-한우,43,37.540241,128.143252,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 갑천리 41-2(봉덕로 ),소-한우,30,37.562677,128.200463,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 조곡리 203-1(한우로조곡8길 32),소-한우,53,37.489377,128.026505,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 하대리 52-4,소-육우,5,37.457866,128.093005,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 용둔리 154-1,소-한우,55,37.494958,128.065205,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 금대리 199-8(금대2길 53-14),소-한우,39,37.501877,127.908855,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 양적리 401,소-한우,53,37.468869,128.05508,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 송전리 62-1(송전로80번길 52-5),소-한우,11,37.533452,128.026036,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 어둔리 110-1(금계서로 263),소-한우,16,37.588441,127.974916,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 갈풍리 190-8(갈풍서길 92),소-한우,100,37.476591,127.94435,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 창촌리 654(서원로111번길 145),소-젖소,29,37.496566,127.841847,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 오산리 261-3(공근남로162번길 56-11),소-한우,72,37.523497,127.981166,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 유평리 384-1(유평1길 64),소-한우,99,37.564672,128.139719,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 정금리 774-1(경강로정금2길 33),소-한우,16,37.497463,128.100708,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 갑천면 상대리 316-2(갑천로 804-19),소-한우,93,37.525075,128.17298,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 마산리 64-3(한우로마산4길 17),소-한우,2,37.486266,128.006844,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 창촌리 622-2(서원로111번길 132),소-한우,72,37.495333,127.843061,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 옥동리 445-2(옥동안길 11),소-한우,447,37.523727,128.0309,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 갑천면 삼거리 80-1(외갑천로 561),소-한우,19,37.567388,128.06455,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 갑천면 중금리 560-1(태기로중금1길 16),소-한우,14,37.528647,128.044913,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 갑천면 전촌리 439-3(외갑천로341번길 66-27),소-한우,122,37.569863,128.044216,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 초원리 404-3( 1089-14),소-한우,25,37.528294,127.91618,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 옥계리 818(옥계11길 25-16),소-한우,35,37.457402,127.842002,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 반곡리 117-1(반곡3길 9),소-한우,29,37.46648,127.961891,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 백달리 212-2,소-한우,45,37.43758,128.066905,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 춘당리 354-1(춘당로 118),소-한우,47,37.60918,128.152788,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 문암리 412-14,소-한우,48,37.459369,128.050727,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 갑천면 대관대리 215-7(외갑천로107번길 21-6),소-한우,11,37.554213,128.025497,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 용둔리 132( 2809-17),소-한우,43,37.493291,128.066863,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 마산리 64-3(한우로마산4길 17),소-한우,13,37.486266,128.006844,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 가곡리 22-3(금계로가곡4길 15),소-한우,6,37.575397,127.991227,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 어둔리 274-2(금계서로 457),소-한우,61,37.602666,127.96595,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 묵계리 311(횡성로 170),소-한우,85,37.469305,127.977633,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 안흥면 소사리 1249(봉화로 ),소-한우,8,37.462491,128.147413,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 갈풍리 344-1(갈풍길 92),소-한우,73,37.483855,127.951805,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 반곡리 113(반곡3길 17),소-한우,36,37.465633,127.962586,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 갑천면 상대리 540-1(갑천로760번길 80-27),소-한우,168,37.52288,128.163933,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 옥계리 722-11,소-한우,55,37.459841,127.84565,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 둔내면 둔방내리 369(둔방남길 97),소-한우,15,37.504338,128.197969,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 둔내면 궁종리 산 15,소-한우,5,37.512991,128.143038,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 갑천면 구방리 755(태기로구방2길 51-25),소-한우,30,37.527847,128.059561,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 남산리 47(남산5길 16),소-한우,31,37.47808,128.002544,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 갑천면 추동리 183-2(외갑천로257번길 5-40),소-한우,28,37.5654,128.032577,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 수백리 340-2(공근남로 437),소-한우,20,37.534008,128.005813,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 옥동리 568-4(옥동안길 59),소-한우,126,37.526966,128.028691,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 문암리 411-3,소-한우,8,37.462236,128.050119,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 금대리 165-2,소-한우,39,37.497405,127.907738,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 용둔리 358-1(내용둔길 170-17),소-한우,47,37.510294,128.064783,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 창촌리 281,소-한우,6,37.494419,127.862136,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 정암리 155-3(덕고로222번길 10),소-한우,22,37.45855,128.034161,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 반곡리 543-12(광학로 250-50),소-한우,62,37.462383,127.945333,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 상동리 607-10(금계로상동7길 47),소-한우,45,37.609825,127.988141,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 영영포리 386(성동로 165),소-한우,21,37.502536,128.032783,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 조곡리 169-1(한우로조곡8길 37),소-한우,308,37.48895,128.029733,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 용둔리 157-1,소-한우,111,37.494269,128.06643,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 정암리 939-1(정암길 215-9),소-한우,150,37.460483,128.015158,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 석화리 9-3,소-한우,99,37.481077,127.838191,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 갑천면 하대리 473-6(갑천로 490),소-한우,38,37.543227,128.153275,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 갈풍리 331-2(갈풍길 56-14),소-한우,29,37.481855,127.95373,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 학곡리 210(학오로90번길 53),소-한우,35,37.507233,127.978541,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 갈풍리 277-3(갈풍길 131),소-한우,40,37.484311,127.946797,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 석화리 618-1,소-한우,62,37.483644,127.806094,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 학담리 591-3(학담서로 171),소-한우,26,37.530319,127.944538,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 유평리 133-1(청일로271번길 47-8),소-한우,114,37.574897,128.162625,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 마산리 264-1(한우로마산3길 40),소-한우,45,37.488322,127.999833,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 창봉리 213-1(항재로 423),소-한우,72,37.573733,127.94635,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 양적리 347-1,소-한우,37,37.45648,128.055305,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 압곡리 67-4(서원로 534-32),소-한우,136,37.487341,127.89223,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 청곡리 32-2(금계로청곡2길 32),소-한우,105,37.555411,127.980622,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 공근리 33(금계서로 28),소-한우,27,37.569916,127.969705,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 학곡리 201-1(학오로90번길 65-1),소-한우,12,37.50643,127.978861,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 청곡리 84-1(금계로청곡4길 23),소-한우,37,37.558083,127.981719,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 갑천면 중금리 508-4(태기로중금3길 97),소-한우,271,37.53528,128.045891,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 창촌리 89-1(창촌로 89),소-한우,29,37.493538,127.866963,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 가담리 445(수류암로196번길 17),소-한우,5,37.475872,127.966127,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 금대리 243-3(금대1길 21),소-한우,89,37.507625,127.905966,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 안흥면 소사리 1638-4,소-한우,8,37.461988,128.130555,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 백달리 363(서동로 115-61),소-한우,10,37.44573,128.06415,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 조곡리 313-3(한우로 556-1),소-한우,9,37.490647,128.012919,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 정암리 584(덕고로 320),소-한우,36,37.466541,128.029238,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 문암리 339-1(수남로60번길 17),소-한우,11,37.470166,128.043805,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 가담리 346-1(수류암로 237),소-한우,4,37.479363,127.96533,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 덕촌리 212-5(공근남로399번길 111),소-한우,23,37.535916,127.992788,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 금대리 199-1(금대2길 53-15),소-한우,74,37.502233,127.908516,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 안흥면 안흥리 269-6(실미송한길 ),소-한우,2,37.414502,128.153138,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 금대리 473(금대2길 92-6),소-한우,58,37.497991,127.908105,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 상대리 산 7(대미원로123번길 33-9),소-한우,4,37.454163,128.085377,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 오산리 328-1(학오로 282),소-한우,114,37.516308,127.988611,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 유현리 1003-3( 240),소-젖소,112,37.525788,127.823936,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 모평리 104-12(모평길 166),소-한우,77,37.45445,127.963655,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 금대리 348(서원로 706),소-한우,16,37.494933,127.90463,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 조곡리 3-7(한우로 681-45),소-한우,27,37.493738,128.030133,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 내지리 154(섬강로125번길 86),소-한우,33,37.505469,127.996705,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 둔내면 둔방내리 366-5(둔방남길 55-15),소-한우,134,37.503147,128.198888,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 수백리 506-1(공근북로 225),소-한우,58,37.551741,128.005352,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 하궁리 783,소-한우,17,37.504255,128.115655,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 갑천면 상대리 81(갑천로 865-51),소-한우,5,37.527691,128.177777,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 갑천리 1193(봉덕로438번길 88-13),소-한우,14,37.555883,128.192933,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 내지리 225(섬강로325번길 48),소-한우,18,37.510502,127.997683,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 초원리 377-1( 1090),소-한우,34,37.526425,127.916586,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 유현리 1222-4,소-한우,2,37.512191,127.791272,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 고시리 83,소-한우,47,37.575741,128.203469,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 법주리 319-2(법주로 91),소-한우,61,37.446433,128.05148,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 옥계리 944,소-한우,18,37.463083,127.844322,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 공근면 가곡리 266-5(금계로 463),소-한우,40,37.569061,127.984497,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 문암리 320-7(정문로 ),소-한우,97,37.468166,128.043791,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 청일면 춘당리 818(청정로 1343-15),소-한우,11,37.619302,128.141152,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 문암리 124-13,소-한우,40,37.460708,128.049727,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 마옥리 164-10(섬강로553번길 72),소-한우,4,37.527194,128.005727,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 우천면 백달리 251-1(서동로백달4길 43),소-한우,17,37.438877,128.067166,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 유현리 1300(경강로유현10길 32-16),소-한우,51,37.523336,127.87408,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 서원면 창촌리 655-3(서원로111번길 131),소-젖소,97,37.49588,127.842066,축산과,033-340-2397,2021-10-12
가축사육업,강원도 횡성군 횡성읍 조곡리 3-7(한우로 681-45),소-한우,23,37.493722,128.030083,축산과,033-340-2397,2021-10-12
