순번,사업장명칭,주사육업종,사육두수,사업장소재지(지번)
687,성재농장,한우,107,전북특별자치도 임실군 청웅면 두복리 473번지  
688,세흥농장,한우,13,전북특별자치도 임실군 삼계면 세심리 16번지 1호  
689,부부축산,한우,18,전북특별자치도 임실군 덕치면 회문리 347번지 2호  
690,금성 양지농장,한우,25,전북특별자치도 임실군 임실읍 금성리 938번지 14호  
691,청택농장,한우,5,전북특별자치도 임실군 임실읍 갈마리 174번지  
692,건호농장,한우,5,전북특별자치도 임실군 임실읍 감성리 59번지 1호  
693,용언농장,한우,6,전북특별자치도 임실군 임실읍 금성리 356번지  
694,성숙농장,한우,6,전북특별자치도 임실군 관촌면 용산리 303번지 42호  
695,동막축사,한우,15,전북특별자치도 임실군 임실읍 성가리 119번지  
696,종기농장,한우,5,전북특별자치도 임실군 임실읍 두만리 155번지  
697,홍연농장,한우,12,전북특별자치도 임실군 임실읍 두만리 181번지  
698,대판농장,한우,71,전북특별자치도 임실군 삼계면 죽계리 751번지 2호 (751-1) 
699,재만농장,한우,13,전북특별자치도 임실군 삼계면 삼계리 396번지 2호  
700,갈마농원,한우,15,전북특별자치도 임실군 임실읍 갈마리 427번지 3호  
701,창곤농장,한우,4,전북특별자치도 임실군 임실읍 신정리 171번지  
702,우현농장,한우,1,전북특별자치도 임실군 임실읍 신정리 41번지  
703,인배농장,한우,14,전북특별자치도 임실군 임실읍 오정리 168번지  
704,해규농장,한우,45,전북특별자치도 임실군 임실읍 금성리 457번지 2호  
705,경수농장(임차),한우,7,전북특별자치도 임실군 신평면 대리 384번지 4호  
706,만수농장,한우,18,전북특별자치도 임실군 신덕면 조월리 336번지  
707,백열농장,한우,5,전북특별자치도 임실군 청웅면 석두리 92번지  
708,중권농장,한우,5,전북특별자치도 임실군 신덕면 조월리 411번지 1호  
709,의철농장,한우,15,전북특별자치도 임실군 신덕면 조월리 404번지 2호  
710,학공농장,한우,7,전북특별자치도 임실군 신덕면 삼길리 235번지 2호  
711,의백농장,한우,25,전북특별자치도 임실군 오수면 오암리 674번지 1호  
712,남혁농장,한우,4,전북특별자치도 임실군 강진면 학석리 449번지 1호  
713,경호농장,한우,7,전북특별자치도 임실군 지사면 원산리 160번지  
714,재권농장,한우,5,전북특별자치도 임실군 성수면 도인리 717번지  
715,웃데움농장,한우,2,전북특별자치도 임실군 신평면 가덕리 91번지 5호  
716,용덕농장,한우,8,전북특별자치도 임실군 청웅면 옥석리 1015번지  
717,호성농장,한우,7,전북특별자치도 임실군 청웅면 향교리 71번지  
718,강민농장,한우,6,전북특별자치도 임실군 성수면 봉강리 355번지 1호  
719,영환목장,육우,3,전북특별자치도 임실군 성수면 삼봉리 475번지 4호  
720,종인농장,한우,3,전북특별자치도 임실군 임실읍 두만리 175번지 23호  
721,효훈농장,한우,19,전북특별자치도 임실군 청웅면 옥석리 782번지  
722,윤종농장,한우,2,전북특별자치도 임실군 청웅면 옥석리 242번지  
723,계환농장,한우,5,전북특별자치도 임실군 임실읍 금성리 353번지 1호  
724,금호농장,돼지,20,전북특별자치도 임실군 오수면 오산리 309번지 2호  
725,대성농장,돼지,500,전북특별자치도 임실군 오수면 대정리 656번지 7호  
726,희망농장,한우,5,전북특별자치도 임실군 신덕면 오궁리 557번지 1호  
727,미래농장,한우,6,전북특별자치도 임실군 신덕면 수천리 538번지 1호  
728,두메산골,오리,7370,전북특별자치도 임실군 덕치면 물우리 402번지  
729,봉선농장,한우,3,전북특별자치도 임실군 관촌면 신전리 430번지 3호  
730,입석농장,한우,4,전북특별자치도 임실군 청웅면 옥석리 238번지  
731,두복농장,한우,10,전북특별자치도 임실군 청웅면 두복리 263번지  
732,브레인가든,종계/산란계,500,전북특별자치도 임실군 관촌면 방수리 113번지 14호  
733,학암농장,한우,14,전북특별자치도 임실군 운암면 학암리 661번지  
734,양택농장,한우,3,전북특별자치도 임실군 운암면 운암리 698번지 1호  
735,영환농장,한우,34,전북특별자치도 임실군 삼계면 삼은리 산 97번지  
736,원농장,한우,30,전북특별자치도 임실군 지사면 금평리 464번지 1호  
737,현재농장,한우,40,전북특별자치도 임실군 관촌면 신전리 190번지 6호  
738,상민농장,한우,3,전북특별자치도 임실군 신평면 가덕리 719번지 4호  
739,진봉농장,한우,24,전북특별자치도 임실군 신평면 덕암리 1004번지 2호  
740,종권농장,한우,20,전북특별자치도 임실군 오수면 오암리 519번지  
741,야남농장,한우,2,전북특별자치도 임실군 오수면 금암리 176번지 1호  
742,수빈농장,한우,3,전북특별자치도 임실군 강진면 문방리 78번지  
743,상근농장,한우,6,전북특별자치도 임실군 지사면 방계리 454번지  
744,양택농장,한우,8,전북특별자치도 임실군 지사면 계산리 150번지  
745,인석농장,한우,15,전북특별자치도 임실군 지사면 계산리 218번지  
746,흙내음,한우,80,전북특별자치도 임실군 삼계면 봉현리 487번지 1호  
747,양례농장,한우,7,전북특별자치도 임실군 덕치면 회문리 925번지 4호  
748,운재농장,한우,10,전북특별자치도 임실군 오수면 신기리 309번지 1호  
749,순동농장,한우,2,전북특별자치도 임실군 덕치면 두지리 349번지 1호  
750,진용농장,한우,3,전북특별자치도 임실군 덕치면 두지리 335번지  
751,종진농장,한우,2,전북특별자치도 임실군 덕치면 두지리 106번지  
752,형두농장,한우,6,전북특별자치도 임실군 덕치면 두지리 307번지 1호  
753,형모농장,한우,3,전북특별자치도 임실군 덕치면 두지리 299번지 3호  
754,가곡농장,한우,3,전북특별자치도 임실군 덕치면 가곡리 360번지  
755,동식농장,한우,16,전북특별자치도 임실군 강진면 학석리 379번지 103.104.104-1 
756,일록농장,한우,1,전북특별자치도 임실군 덕치면 일중리 35번지  
757,판기농장,한우,2,전북특별자치도 임실군 덕치면 장암리 990번지  
758,일봉농장,한우,3,전북특별자치도 임실군 덕치면 장암리 1039번지  
759,동식농장,한우,6,전북특별자치도 임실군 덕치면 장암리 1056번지  
760,판식농장,한우,2,전북특별자치도 임실군 덕치면 장암리 948번지  
761,창규농장,한우,14,전북특별자치도 임실군 관촌면 병암리 202번지  
762,임실치즈골 은주네농장,한우,15,전북특별자치도 임실군 임실읍 장재리 37번지  
763,파랑새농장,한우,40,전북특별자치도 임실군 관촌면 신전리 188번지 15호  
764,꿈에농장,한우,4,전북특별자치도 임실군 삼계면 죽계리 444번지  
765,대신농장,한우,5,전북특별자치도 임실군 삼계면 학정리 552번지 1호  
766,법촌농장,한우,9,전북특별자치도 임실군 삼계면 세심리 854번지 1호  
767,산막농장,한우,8,전북특별자치도 임실군 삼계면 죽계리 454번지 1호  
768,영무농장,한우,5,전북특별자치도 임실군 오수면 오수리 426번지 2호  
769,갑진농장,한우,15,전북특별자치도 임실군 오수면 용두리 101번지  
770,아쟁농장,한우,17,전북특별자치도 임실군 오수면 대명리 1044번지 11호  
771,재육농장,한우,4,전북특별자치도 임실군 삼계면 홍곡리 471번지 1호  
772,상칠농장,한우,8,전북특별자치도 임실군 삼계면 덕계리 776번지 2호  
773,재석농장,한우,5,전북특별자치도 임실군 성수면 삼봉리 441번지  
774,규선농장,한우,7,전북특별자치도 임실군 임실읍 갈마리 111번지  
775,강옥농장,한우,3,전북특별자치도 임실군 지사면 방계리 251번지  
776,민규농장,한우,14,전북특별자치도 임실군 지사면 금평리 502번지  
777,상수농장,한우,5,전북특별자치도 임실군 관촌면 상월리 200번지 5호  
778,금옥농장,한우,11,전북특별자치도 임실군 신평면 용암리 406번지  
779,정동농장,한우,3,전북특별자치도 임실군 신평면 가덕리 626번지  
780,지우농장,한우,12,전북특별자치도 임실군 청웅면 옥전리 512번지  
781,은정농장,한우,4,전북특별자치도 임실군 덕치면 두지리 572번지 2호  
782,김씨농장,한우,2,전북특별자치도 임실군 덕치면 두지리 513번지  
783,희선농장,한우,8,전북특별자치도 임실군 강진면 용수리 951번지  
784,형만농장,한우,5,전북특별자치도 임실군 신평면 원천리 193번지 1호  
785,두지농장,한우,4,전북특별자치도 임실군 덕치면 두지리 575번지  
786,종오농장,한우,4,전북특별자치도 임실군 오수면 대명리 792번지 1호  
787,행운농장,한우,9,전북특별자치도 임실군 임실읍 정월리 226번지 2호  
788,평기농장,한우,8,전북특별자치도 임실군 신덕면 금정리 231번지 1호  
789,덕기농장,한우,1,전북특별자치도 임실군 신덕면 금정리 171번지 8호  
790,학엽농장,한우,6,전북특별자치도 임실군 신덕면 금정리 230번지 1호  
791,동백농장,한우,5,전북특별자치도 임실군 신덕면 수천리 630번지 1호  
792,우리농장,한우,60,전북특별자치도 임실군 신덕면 오궁리 190번지 1호  
793,용학농장,한우,9,전북특별자치도 임실군 신덕면 월성리 489번지 1호  
794,신성필농장,한우,10,전북특별자치도 임실군 신덕면 금정리 191번지 2호  
795,정기농장,한우,3,전북특별자치도 임실군 신덕면 금정리 213번지 1호  
796,학제농장,한우,8,전북특별자치도 임실군 신덕면 금정리 166번지  
797,선이농장,한우,4,전북특별자치도 임실군 신덕면 삼길리 674번지 1호  
798,태관농장,한우,65,전북특별자치도 임실군 신덕면 삼길리 941번지  
799,석규농장,한우,4,전북특별자치도 임실군 신덕면 월성리 402번지  
800,복동농장,한우,2,전북특별자치도 임실군 신덕면 월성리 436번지  
801,명호농장,한우,2,전북특별자치도 임실군 신덕면 월성리 419번지  
802,재호농장,한우,2,전북특별자치도 임실군 신덕면 신흥리 24번지 1호  
803,동실농장,한우,35,전북특별자치도 임실군 신덕면 지장리 614번지 2호  
804,철수농장,한우,49,전북특별자치도 임실군 신덕면 지장리 789번지 7호  
805,동산농장,한우,7,전북특별자치도 임실군 신덕면 지장리 209번지  
806,우리농장,한우,1,전북특별자치도 임실군 신덕면 지장리 205번지 1호  
807,지장농장,한우,4,전북특별자치도 임실군 신덕면 지장리 278번지 2호  
808,옥동농장,한우,10,전북특별자치도 임실군 신덕면 오궁리 822번지 17호  
809,학중농장,한우,17,전북특별자치도 임실군 신덕면 오궁리 149번지  
810,용기농장,한우,11,전북특별자치도 임실군 신덕면 오궁리 197번지  
811,중촌농장,한우,4,전북특별자치도 임실군 신덕면 오궁리 516번지  
812,정삼농장,한우,60,전북특별자치도 임실군 신덕면 월성리 479번지 1호  
813,용만농장,한우,4,전북특별자치도 임실군 신덕면 오궁리 167번지  
814,광엽농장,한우,41,전북특별자치도 임실군 신덕면 수천리 866번지 1호  
815,행복농장,한우,5,전북특별자치도 임실군 신덕면 수천리 605번지  
816,인우농장,한우,11,전북특별자치도 임실군 신덕면 삼길리 69번지 1호  
817,재영축산,한우,7,전북특별자치도 임실군 오수면 금암리 742번지 3호  
818,인종농장,한우,5,전북특별자치도 임실군 임실읍 감성리 81번지  
819,정길농장,한우,15,전북특별자치도 임실군 관촌면 병암리 272번지  
820,형이농장,한우,11,전북특별자치도 임실군 신평면 덕암리 213번지  
821,경태농장,한우,4,전북특별자치도 임실군 신덕면 월성리 415번지 1호  
822,길호농장,한우,1,전북특별자치도 임실군 신덕면 월성리 422번지 1호  
823,상길농장,한우,1,전북특별자치도 임실군 신덕면 월성리 428번지  
824,자미농장,한우,11,전북특별자치도 임실군 관촌면 운수리 347번지  
825,동진농장,한우,2,전북특별자치도 임실군 관촌면 운수리 23번지  
826,가함농장,한우,10,전북특별자치도 임실군 신덕면 월성리 524번지 1호  
827,진규농장,한우,19,전북특별자치도 임실군 임실읍 두만리 826번지 1호  
828,용운농장,한우,1,전북특별자치도 임실군 운암면 용운리 343번지  
829,해진농장,한우,13,전북특별자치도 임실군 운암면 쌍암리 614번지 1호  
830,병수농장,한우,5,전북특별자치도 임실군 운암면 쌍암리 552번지  
831,정수농장,한우,2,전북특별자치도 임실군 임실읍 두만리 155번지  
832,남석농장,한우,40,전북특별자치도 임실군 운암면 쌍암리 134번지 (135) 
833,재두농장,한우,4,전북특별자치도 임실군 임실읍 장재리 81번지  
834,병호농장,한우,8,전북특별자치도 임실군 임실읍 이도리 577번지 4호  
835,성안농장,한우,8,전북특별자치도 임실군 신덕면 삼길리 108번지  
836,준석농장,한우,6,전북특별자치도 임실군 성수면 월평리 산 42번지 2호  
837,재건농장,한우,2,전북특별자치도 임실군 덕치면 회문리 272번지 11호  
838,종남농장,한우,6,전북특별자치도 임실군 운암면 월면리 112번지  
839,인수농장,한우,4,전북특별자치도 임실군 운암면 용운리 348번지 1호  
840,학환농장,한우,9,전북특별자치도 임실군 운암면 학암리 262번지  
841,상철농장,한우,4,전북특별자치도 임실군 운암면 쌍암리 646번지 7호  
842,성호농장,한우,12,전북특별자치도 임실군 관촌면 슬치리 296번지 5호  
843,배은희농장,한우,8,전북특별자치도 임실군 관촌면 덕천리 412번지  
844,원목장,젖소,70,전북특별자치도 임실군 지사면 금평리 668번지  
845,영관농장,한우,3,전북특별자치도 임실군 신덕면 지장리 121번지  
846,판용농장,한우,3,전북특별자치도 임실군 임실읍 현곡리 333번지  
847,행복농장,한우,110,전북특별자치도 임실군 신덕면 삼길리 88번지 1호  
848,미란농장,한우,60,전북특별자치도 임실군 임실읍 신정리 598번지 2호  
849,영의농장,한우,10,전북특별자치도 임실군 관촌면 슬치리 산 50번지  
850,재열농장,한우,10,전북특별자치도 임실군 관촌면 슬치리 산 50번지  
851,목장의아침,젖소,20,전북특별자치도 임실군 오수면 군평리 574번지 1호 571-3   575-1 
852,옥순농장,한우,10,전북특별자치도 임실군 관촌면 회봉리 107번지 1호  
853,은희농장,한우,3,전북특별자치도 임실군 임실읍 신안리 480번지  
854,학돈농장,한우,4,전북특별자치도 임실군 삼계면 삼계리 205번지  
855,동한농장,한우,1,전북특별자치도 임실군 오수면 용정리 211번지  
856,수본농장,한우,15,전북특별자치도 임실군 오수면 대정리 524번지  
857,재주농장,한우,11,전북특별자치도 임실군 청웅면 석두리 52번지 1호  
858,정순농장,한우,3,전북특별자치도 임실군 성수면 월평리 337번지  
859,성균농장,한우,4,전북특별자치도 임실군 성수면 월평리 708번지  
860,경환농장,한우,1,전북특별자치도 임실군 성수면 월평리 401번지  
861,규덕농장,한우,2,전북특별자치도 임실군 성수면 월평리 182번지  
862,종범농장,한우,4,전북특별자치도 임실군 성수면 월평리 339번지  
863,강모농장,한우,1,전북특별자치도 임실군 성수면 월평리 341번지  
864,재관농장,한우,2,전북특별자치도 임실군 성수면 월평리 256번지  
865,덕호농장,한우,6,전북특별자치도 임실군 성수면 봉강리 375번지  
866,상완농장,한우,4,전북특별자치도 임실군 임실읍 이도리 323번지  
867,기행농장,한우,4,전북특별자치도 임실군 성수면 도인리 340번지 3호  
868,성남농장,한우,2,전북특별자치도 임실군 성수면 월평리 326번지 1호  
869,백여농장,한우,20,전북특별자치도 임실군 강진면 용수리 718번지 1호  
870,사랑애농장,염소,120,전북특별자치도 임실군 신덕면 금정리 456번지  
871,병식농장,한우,6,전북특별자치도 임실군 삼계면 세심리 699번지 1호  
872,호남농장,육계,40000,전북특별자치도 임실군 신덕면 삼길리 1번지 1호  
873,그린축산,육우,18,전북특별자치도 임실군 임실읍 정월리 945번지  
874,남악농장,한우,12,전북특별자치도 임실군 오수면 대명리 39번지 1호  
875,치섭농장,한우,0,전북특별자치도 임실군 성수면 삼청리 180번지  
876,인숙농장,한우,10,전북특별자치도 임실군 지사면 영천리 1346번지 6호  
877,태준농장,한우,2,전북특별자치도 임실군 삼계면 덕계리 377번지  
878,동옥농장,한우,3,전북특별자치도 임실군 신덕면 수천리 630번지  
879,사계절축사,한우,8,전북특별자치도 임실군 오수면 오암리 200번지 1호  
880,용래농장,한우,12,전북특별자치도 임실군 지사면 계산리 201번지 4호  
881,인호농장,한우,1,전북특별자치도 임실군 오수면 봉천리 366번지 3호  
882,임실농장,육계,75000,전북특별자치도 임실군 청웅면 옥석리 576번지 2호  
883,왕림농장,한우,52,전북특별자치도 임실군 지사면 금평리 454번지 2호  
884,재일농장,한우,9,전북특별자치도 임실군 신평면 대리 464번지  
885,회봉목장,젖소,116,전북특별자치도 임실군 관촌면 도봉리 303번지 1호  
886,임실한우,한우,50,전북특별자치도 임실군 삼계면 삼은리 248번지  
887,양례농장,육계,15000,전북특별자치도 임실군 지사면 방계리 1016번지  
888,오동리농장,한우,2,전북특별자치도 임실군 오수면 오산리 512번지  
889,재수농장,한우,11,전북특별자치도 임실군 강진면 백련리 1428번지 5호  
890,우담농장,한우,1,전북특별자치도 임실군 오수면 용정리 49번지 3호  
891,춘기농장,한우,2,전북특별자치도 임실군 운암면 선거리 189번지  
892,웰빙라이프(wellbeing life),육계,50,전북특별자치도 임실군 오수면 오암리 585번지 7호  
893,혼불농장,육계,50000,전북특별자치도 임실군 오수면 용두리 22번지  
894,치즈스쿨농장,육우,4,전북특별자치도 임실군 임실읍 이인리 92번지  
895,영희농장,한우,19,전북특별자치도 임실군 신평면 호암리 179번지 10호  
896,개금농장,한우,94,전북특별자치도 임실군 지사면 금평리 367번지  
897,승영농장,한우,5,전북특별자치도 임실군 성수면 오봉리 683번지 1호  
898,선선농장,육계,15000,전북특별자치도 임실군 덕치면 회문리 21번지  
899,이옥용농장,육우,1,전북특별자치도 임실군 성수면 양지리 635번지  
900,새롬농장,한우,4,전북특별자치도 임실군 오수면 용정리 404번지 3호  
901,수지농장,한우,70,전북특별자치도 임실군 지사면 관기리 601번지 8호  
902,기암농장,한우,12,전북특별자치도 임실군 운암면 사양리 59번지 1호 154-4 
903,종길농장,한우,6,전북특별자치도 임실군 관촌면 병암리 8번지 3호  
904,학수농장,한우,5,전북특별자치도 임실군 삼계면 봉현리 390번지  
905,새벽농장,한우,0,전북특별자치도 임실군 신평면 가덕리 1013번지 1호 1013-2 
906,희영농장,한우,3,전북특별자치도 임실군 관촌면 신전리 77번지  
907,축산,한우,17,전북특별자치도 임실군 관촌면 도봉리 323번지  
908,참살이농장,육계,3000,전북특별자치도 임실군 성수면 봉강리 산 72번지  
909,벧엘농장,육계,40000,전북특별자치도 임실군 운암면 입석리 719번지  
910,용주농장,돼지,100,전북특별자치도 임실군 청웅면 구고리 1430번지 1호  
911,우정농장,한우,1,전북특별자치도 임실군 관촌면 신전리 430번지 2호  
912,부부농장,한우,2,전북특별자치도 임실군 오수면 오산리 952번지 2호  
913,봉황농장,육계,70000,전북특별자치도 임실군 임실읍 신안리 583번지  
914,병한농장,한우,4,전북특별자치도 임실군 삼계면 덕계리 530번지  
915,평수농장,한우,5,전북특별자치도 임실군 관촌면 병암리 377번지  
916,이철 농장,한우,12,전북특별자치도 임실군 지사면 영천리 1271번지  
917,진우농장,한우,27,전북특별자치도 임실군 청웅면 옥석리 302번지  
918,도식농장,한우,1,전북특별자치도 임실군 삼계면 어은리 725번지  
919,푸른농장,한우,2,전북특별자치도 임실군 지사면 방계리 683번지  
920,옥임농장,한우,5,전북특별자치도 임실군 오수면 대명리 19번지  
921,태우농장,육계,400,전북특별자치도 임실군 관촌면 방수리 377번지 1호  
922,동진목장,돼지,1600,전북특별자치도 임실군 덕치면 회문리 713번지  
923,경섭농장,한우,8,전북특별자치도 임실군 신덕면 금정리 229번지 1호  
924,소나무목장,한우,50,전북특별자치도 임실군 관촌면 복흥리 682번지 8호  
925,소나타,한우,11,전북특별자치도 임실군 관촌면 도봉리 189번지 1호  
926,수용농장,한우,5,전북특별자치도 임실군 지사면 계산리 667 
927,우식농장,한우,3,전북특별자치도 임실군 강진면 부흥리 531번지 3호  
928,성현농장,한우,87,전북특별자치도 임실군 삼계면 두월리 11번지  
929,산장농원,육계,100,전북특별자치도 임실군 관촌면 회봉리 36번지  
930,태진농장,한우,2,전북특별자치도 임실군 오수면 용정리 399번지 1호  
931,은희농장,한우,29,전북특별자치도 임실군 성수면 월평리 949번지 1호 (949-2) 
932,현두농장,한우,7,전북특별자치도 임실군 임실읍 금성리 659번지 1호  
933,재완농장,한우,10,전북특별자치도 임실군 운암면 운암리 523번지 17호  
934,정골농장,한우,15,전북특별자치도 임실군 관촌면 신전리 13번지  
935,연농장,한우,15,전북특별자치도 임실군 강진면 갈담리 131번지 5호  
936,규수농장,한우,135,전북특별자치도 임실군 임실읍 현곡리 159번지 1호  
937,종성농장,한우,9,전북특별자치도 임실군 지사면 관기리 489번지  
938,점동농장,한우,63,전북특별자치도 임실군 성수면 성수리 347번지 (348-1) 
939,두마리목장,젖소,5,전북특별자치도 임실군 임실읍 금성리 933번지 1호  
940,임실명품한우농장,한우,30,전북특별자치도 임실군 신평면 창인리 191번지 1호  
941,제원농장,한우,10,전북특별자치도 임실군 강진면 학석리 233번지  
942,수용농장,육우,14,전북특별자치도 임실군 오수면 둔기리 420번지 4호  
943,대한목장,육우,20,전북특별자치도 임실군 지사면 영천리 867번지  
944,안허주한우농장,한우,4,전북특별자치도 임실군 삼계면 오지리 613번지  
945,성수농장,한우,1,전북특별자치도 임실군 관촌면 회봉리 76번지  
946,대호축산,한우,6,전북특별자치도 임실군 성수면 성수리 532번지 4호  
947,황소농장,한우,9,전북특별자치도 임실군 임실읍 감성리 38번지  
948,임마누엘축산,돼지,200,전북특별자치도 임실군 신평면 가덕리 342번지  
949,드림농장,한우,4,전북특별자치도 임실군 관촌면 병암리 79번지 13호  
950,성환농장,한우,14,"전북특별자치도 임실군 운암면 청운리 654번지 , 654-5, 654-13 "
951,태경농장,한우,4,전북특별자치도 임실군 지사면 금평리 464번지 1호  
952,선임농장,한우,48,전북특별자치도 임실군 운암면 쌍암리 120번지 1호  
953,석화농장,한우,12,전북특별자치도 임실군 지사면 영천리 1343번지 1호  
954,상구농장,한우,6,전북특별자치도 임실군 운암면 쌍암리 109번지  
955,정운농장,한우,84,전북특별자치도 임실군 신평면 덕암리 821번지 5호  
956,용현목장,한우,5,전북특별자치도 임실군 지사면 안하리 1018번지  
957,정민목장,한우,2,전북특별자치도 임실군 관촌면 관촌리 75번지  
958,희왕목장,한우,11,전북특별자치도 임실군 관촌면 용산리 25번지  
959,지경목장,한우,10,전북특별자치도 임실군 청웅면 옥전리 187번지 3호  
960,쌍둥이네 농장,한우,120,전북특별자치도 임실군 관촌면 신전리 835번지 7호  
961,산들농장,육계,40000,전북특별자치도 임실군 삼계면 봉현리 450번지  
962,재환농장,한우,23,전북특별자치도 임실군 지사면 계산리 397번지 2호  
963,재현농장,한우,20,전북특별자치도 임실군 강진면 백련리 1418번지 4호  
964,성진농장,한우,50,전북특별자치도 임실군 삼계면 봉현리 391번지 1호  
965,인서농장,한우,4,전북특별자치도 임실군 관촌면 덕천리 산 539번지 1호  
966,학석농장,한우,5,전북특별자치도 임실군 강진면 학석리 239번지 2호  
967,관기양계,육계,22000,전북특별자치도 임실군 지사면 관기리 47번지 4호  
968,정환농장,한우,5,전북특별자치도 임실군 강진면 학석리 79번지 4호  
969,재수드림농장,한우,16,전북특별자치도 임실군 임실읍 이인리 산 44번지  
970,부자목장,젖소,18,전북특별자치도 임실군 신덕면 신흥리 112번지  
971,용환농장,한우,3,전북특별자치도 임실군 관촌면 용산리 39번지  
972,철섭농장,한우,120,전북특별자치도 임실군 삼계면 후천리 769번지 2호  
973,푸른농장,한우,50,전북특별자치도 임실군 신덕면 금정리 594번지 3호  
974,성진농장,젖소,15,전북특별자치도 임실군 청웅면 청계리 73번지 1호 12통  
975,점용농장,한우,45,전북특별자치도 임실군 성수면 성수리 471번지 4호  
976,상천농장,한우,152,전북특별자치도 임실군 지사면 금평리 642번지 2호  
977,영근농장,한우,80,전북특별자치도 임실군 삼계면 봉현리 456번지  
978,햇님농장,한우,30,전북특별자치도 임실군 임실읍 오정리 278번지  
979,사계절축사,한우,20,전북특별자치도 임실군 오수면 오암리 200번지 1호  
980,오지농장,한우,6,전북특별자치도 임실군 삼계면 오지리 98번지  
981,완식농장,한우,14,전북특별자치도 임실군 강진면 학석리 227번지  
982,성대농장,한우,11,전북특별자치도 임실군 관촌면 도봉리 412번지 2호  
983,정훈농장,한우,3,전북특별자치도 임실군 오수면 오수리 385번지 27호  
984,은혜농원,한우,38,전북특별자치도 임실군 관촌면 덕천리 190번지 8호  
985,경수농장,육계,87,전북특별자치도 임실군 임실읍 망전리  
986,오성농장,육계,17000,전북특별자치도 임실군 신덕면 삼길리 32번지  
987,한암농장,돼지,6,전북특별자치도 임실군 오수면 오암리 527번지  
988,영석농장,한우,17,전북특별자치도 임실군 강진면 학석리 68번지  
989,현지농장,돼지,1020,전북특별자치도 임실군 운암면 쌍암리 137번지  
990,영호농장,한우,2,전북특별자치도 임실군 신덕면 오궁리 336번지 1호  
991,초록농장,한우,30,전북특별자치도 임실군 삼계면 오지리 613번지  
992,수호농장,육계,49000,전북특별자치도 임실군 신덕면 수천리 1070번지 1호 1070-2 
993,온천농장,한우,7,전북특별자치도 임실군 관촌면 슬치리 57번지 3호  
994,홍옥목장,한우,7,전북특별자치도 임실군 청웅면 옥석리 834번지 1호  
995,복만농장,한우,7,전북특별자치도 임실군 청웅면 옥석리 894번지  
996,기성목장,한우,3,전북특별자치도 임실군 청웅면 구고1길 24
997,백년산골,한우,5,전북특별자치도 임실군 강진면 백련리 1042번지  
998,다미농장,한우,5,전북특별자치도 임실군 관촌면 덕천리 191번지 86호  
999,방자농장,한우,8,전북특별자치도 임실군 오수면 금암리 641번지  
1000,한결농장,돼지,1280,전북특별자치도 임실군 관촌면 복흥리 619번지  
1001,초아농장,종계/산란계,23000,전북특별자치도 임실군 청웅면 석전로 48
1002,강월농장,한우,50,전북특별자치도 임실군 오수면 용두리 377번지  
1003,대호농장,한우,40,전북특별자치도 임실군 성수면 오봉리 419번지 1호  
1004,남산농장,한우,24,전북특별자치도 임실군 청웅면 남산리 1040번지  
1005,청송농장,한우,40,전북특별자치도 임실군 삼계면 두월리 451번지  
1006,금평농장,한우,0,전북특별자치도 임실군 지사면 금평리 640번지 외1필지 
1007,한옥농장,한우,7,전북특별자치도 임실군 삼계면 덕계리 279번지  
1008,서재현농장,한우,33,전북특별자치도 임실군 강진면 백련리 1418번지 4호  
1009,종현농장,한우,14,전북특별자치도 임실군 오수면 대명리 755번지  
1010,병화농장,한우,6,전북특별자치도 임실군 임실읍 망전리 79번지  
1011,영환농장,한우,4,전북특별자치도 임실군 임실읍 망전리 434번지  
1012,한아름농장,염소,1100,전북특별자치도 임실군 임실읍 현곡리 산 92번지  
1013,덕치흑염소농장,산양,800,전북특별자치도 임실군 덕치면 장암리 261번지 2호  
1014,상오농장,산양,300,전북특별자치도 임실군 강진면 갈담리 450번지 452 
1015,윤모농장,산양,26,전북특별자치도 임실군 강진면 회진리 7번지  
1016,즐거운목장,산양,20,전북특별자치도 임실군 청웅면 옥전리 247번지 4호  
1017,큰마을농장,산양,400,전북특별자치도 임실군 신평면 대리 340번지  
1018,이주농장,한우,20,전북특별자치도 임실군 삼계면 두월리 570번지  
1019,진영농장,한우,12,전북특별자치도 임실군 강진면 학석리 104번지 104-1.103 
1020,백련산농장,산양,170,전북특별자치도 임실군 강진면 방현리 530번지  
1021,준용농장,한우,4,전북특별자치도 임실군 강진면 학석리 409번지 8호  
1022,희망농장,한우,2,전북특별자치도 임실군 강진면 회진리 194번지 1호  
1023,큰샘목장,젖소,81,전북특별자치도 임실군 지사면 방계리 890번지 1호  
1024,경희농장,육계,50000,전북특별자치도 임실군 지사면 관기리 35번지 1호  
1025,관기농장,육계,75000,전북특별자치도 임실군 지사면 관기리 47번지 4호  
1026,산들사이,돼지,900,전북특별자치도 임실군 지사면 방계리 758번지 1호 838.839.840 
1027,목평목장,젖소,72,전북특별자치도 임실군 지사면 금평리 766번지  
1028,유연농장,육계,75000,전북특별자치도 임실군 성수면 오봉리 445번지  
1029,대성농장,육계,60000,전북특별자치도 임실군 오수면 용두리 385번지  
1030,상현농장,육계,65000,전북특별자치도 임실군 덕치면 회문리 29번지  
1031,평화농장,오리,60000,전북특별자치도 임실군 청웅면 옥전리 1481번지 9호  
1032,으뜸농장,돼지,800,전북특별자치도 임실군 임실읍 이인리 372번지  
