가축종류명,농장명,소재지도로명주소,소재지지번주소,위도,경도,전화번호,사육두수,가축분뇨폐수량,가축분뇨처리시설연계처리여부,가축분뇨연계처리세부내용,개인농장폐수처리시설처리방법,운영방법,준공일자,관리기관명,관리부서전화번호,데이터기준일자
소,서울농장,경기도 파주시 적성면 장뜰길 328,경기도 파주시 적성면 장현리 202,37.97180872,126.9740567,,230,2.96,N,,,직접운영,2024-11-11,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,서울농장,경기도 파주시 탄현면 방촌로 1104,경기도 파주시 탄현면 낙하리 604,37.82840152,126.7416938,,91,1.24,N,,,직접운영,2018-07-26,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,서울농장,경기도 파주시 탄현면 새오리로427번길 148-188,경기도 파주시 탄현면 만우리 664,37.8240135,126.698787,,189,2.429,N,,,직접운영,2023-11-24,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
돼지,서울농장,경기도 파주시 파주읍 여울길 273,경기도 파주시 파주읍 부곡리 147-2,37.8146841,126.8284316,,727,3.708,Y,정화방류,장기폭기법+MBR분리막,직접운영,2017-08-10,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,서재목장,,경기도 파주시 적성면 객현리 133-11,37.97227822,126.9564921,,357,13.44,N,,,직접운영,2018-11-08,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,석청목장,경기도 파주시 적성면 청송로661번길 106,경기도 파주시 적성면 식현리 19-5,37.94613484,126.8793544,,96,2.44,N,,,직접운영,2020-11-17,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,선국농장,,경기도 파주시 광탄면 용미리 322,37.73385406,126.879218,,51,0.7,N,,,직접운영,2018-07-10,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,선망목장,경기도 파주시 파평면 장마루1길 127-38,경기도 파주시 파평면 덕천리 633,37.93827072,126.8441442,,159,3.74,N,,,직접운영,2023-02-21,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,선망목장,,경기도 파주시 파평면 덕천리 637,37.93824061,126.8435059,,162,2.22,N,,,직접운영,2016-03-11,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
돼지,선유농장,경기도 파주시 광탄면 소라울1길 56,경기도 파주시 광탄면 창만리 419-1,37.78863317,126.8657345,,1413,7.2,N,,,직접운영,2016-06-03,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,선진농장,경기도 파주시 법원읍 웅담천길 154,경기도 파주시 법원읍 웅담리 374-2,37.91275523,126.8978561,,88,3.494,N,,,직접운영,2020-01-09,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
닭,선화농장,,경기도 파주시 문산읍 장산리 164,37.90116622,126.7793852,,18000,1.54,N,,,직접운영,2016-07-15,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,선환목장,경기도 파주시 적성면 아랫배우니길 70-19,경기도 파주시 적성면 객현리 108-18,37.96669231,126.9569237,,268,4.229,N,,,직접운영,2021-09-08,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,설순목장,경기도 파주시 탄현면 월롱산로 450-46,경기도 파주시 탄현면 금승리 229-1,37.81232808,126.7505742,,91,3.41,N,,,직접운영,2019-07-11,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,설악목장,경기도 파주시 파평면 배머리길 811-15,경기도 파주시 파평면 마산리 299,37.88428235,126.8514356,,306,6.16,N,,,직접운영,2018-02-26,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,설연주목장,경기도 파주시 적성면 장마루16길 315-100,경기도 파주시 적성면 답곡리 231-1,37.95439014,126.855986,,119,3.19,N,,,직접운영,2022-07-25,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
닭,성공농장,,경기도 파주시 적성면 장현리 314-1,37.98863188,126.97305,,14000,1.197,N,,,직접운영,2020-03-05,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
닭,성수농장,경기도 파주시 광탄면 장지산로 265,경기도 파주시 광탄면 분수리 98-17,37.75568451,126.875966,,15000,1.28,N,,,직접운영,2020-11-11,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,성우농장,경기도 파주시 탄현면 방촌로1076번길 19,경기도 파주시 탄현면 낙하리 609,37.82676487,126.7403513,,160,1.9,N,,,직접운영,2024-10-21,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,성우목장,경기도 파주시 탄현면 엘지로583번길 87,경기도 파주시 탄현면 금승리 527,37.82154756,126.737396,,236,3.22,N,,,직접운영,2018-08-07,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,성은목장,경기도 파주시 검산로 288,경기도 파주시 검산동 438-3,37.79660546,126.7421177,,143,3.35,N,,,직접운영,2021-01-06,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,성준농장,경기도 파주시 법원읍 술이홀로 1724,경기도 파주시 법원읍 웅담리 392,37.91521786,126.8969095,,138,1.891,N,,,직접운영,2023-01-27,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,성지목장,,경기도 파주시 법원읍 법원리 583-1,37.86199929,126.8764703,,83,1.738,N,,,직접운영,2018-01-09,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,성현목장,,경기도 파주시 법원읍 웅담리 154-1,37.91570502,126.8983936,,149,2.858,N,,,직접운영,2018-11-01,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,세신한목장,경기도 파주시 적성면 구읍로 62,경기도 파주시 적성면 구읍리 254-10,37.97174407,126.930008,,114,1.562,N,,,직접운영,2018-01-15,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,세일농장,경기도 파주시 조리읍 둑방길 403,경기도 파주시 조리읍 대원리 17,37.72886944,126.8320297,,60,0.82,N,,,직접운영,2022-08-31,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,세일농장,경기도 파주시 조리읍 둑방길 413,경기도 파주시 조리읍 대원리 17-2,37.72886944,126.8320297,,177,2.425,N,,,직접운영,2021-05-11,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,소라농장,,경기도 파주시 송촌동 187-1,37.75593593,126.6916073,,32,0.44,N,,,직접운영,2019-11-12,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
닭,소래용미농장,경기도 파주시 광탄면 장지산로141번길 45,경기도 파주시 광탄면 용미리 133-11,37.74712956,126.8829222,,29000,2.479,N,,,직접운영,2023-08-28,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
닭,소래축산,경기도 파주시 광탄면 장지산로141번길 22,경기도 파주시 광탄면 용미리 119,37.74782665,126.8825787,,34268,2.93,N,,,직접운영,2018-07-10,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
닭,소래축산,경기도 파주시 파평면 청송로652번길 93-150,경기도 파주시 파평면 덕천리 51,37.94057947,126.8908805,,63975,5.47,N,,,직접운영,2021-10-12,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,소령목장,경기도 파주시 광탄면 기산로 84-2,경기도 파주시 광탄면 영장리 246-3,37.77474981,126.9078683,,267,6.08,N,,,직접운영,2012-02-28,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,소화목장,경기도 파주시 광탄면 부흥로 49-18,경기도 파주시 광탄면 방축리 689,37.80847655,126.8550996,,331,6.863,N,,,직접운영,2021-07-27,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,솔빈목장,경기도 파주시 광탄면 양천말길 43-112,경기도 파주시 광탄면 용미리 428-2,37.74604528,126.8798273,,121,1.66,N,,,직접운영,2015-07-07,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,송림목장,경기도 파주시 적성면 양연로845번길 140,경기도 파주시 적성면 적암리 116,37.9830206,127.0066201,,195,5.38,N,,,직접운영,2019-07-15,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
돼지,솥배미농장,경기도 파주시 파평면 배머리길 857-129,경기도 파주시 파평면 마산리 374-1,37.88327144,126.8462057,,2300,10.879,N,,,직접운영,2023-06-02,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,수민목장,경기도 파주시 적성면 배우니안길 76,경기도 파주시 적성면 객현리 127,37.97055599,126.9590112,,138,3.4,N,,,직접운영,2001-11-08,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,수색목장,경기도 파주시 탄현면 열살미길 81-51,경기도 파주시 탄현면 축현리 809,37.80776451,126.720609,,105,2.06,N,,,직접운영,2020-03-03,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,수양목장,경기도 파주시 탄현면 방촌로 494-24,경기도 파주시 탄현면 법흥리 13-1,37.78937895,126.7211477,,86,3.24,N,,,직접운영,2018-11-22,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
닭,수영농장,경기도 파주시 법원읍 만월로 729,경기도 파주시 법원읍 직천리 850-1,37.90620989,126.9088346,,16500,1.41,N,,,직접운영,2018-11-01,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
닭,수영농장,경기도 파주시 소라지로 138-59,경기도 파주시 연다산동 407,37.73889802,126.7022633,,15000,1.28,N,,,직접운영,2018-12-11,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,수옥목장,경기도 파주시 적성면 아랫배우니길 51,경기도 파주시 적성면 객현리 110-1,37.9683022,126.9557296,,282,5.99,N,,,직접운영,2019-10-24,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,수한목장,경기도 파주시 조리읍 둑방길 140-87,경기도 파주시 조리읍 대원리 1191,37.73165357,126.8249397,,289,8.59,N,,,직접운영,2019-01-23,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,수현농장,,경기도 파주시 적성면 객현리 6,37.96724085,126.9622433,,96,3.327,N,,,직접운영,2005-05-23,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,숙정목장,경기도 파주시 적성면 장뜰길 392,경기도 파주시 적성면 장현리 192-2,37.97065259,126.9778883,,89,1.772,N,,,직접운영,2021-10-13,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
돼지,순만농장,경기도 파주시 적성면 율곡로2663번길 37,경기도 파주시 적성면 장현리 375-4,37.98462675,126.9689774,,2821,14.39,Y,정화방류,활성오니법,직접운영,2022-02-23,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,순일농장,경기도 파주시 적성면 어삼로182번길 87,경기도 파주시 적성면 어유지리 492,38.00615711,126.9764435,,24,0.329,N,,,직접운영,2019-01-08,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,순택목장,경기도 파주시 탄현면 동오리길 212-20,경기도 파주시 탄현면 낙하리 201-3,37.83972414,126.7357598,,146,3.53,N,,,직접운영,2018-04-11,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
돼지,술이홀농장,경기도 파주시 적성면 배우니안길 115,경기도 파주시 적성면 객현리 130,37.97209178,126.9578857,,1030,5.25,N,,,직접운영,2017-10-26,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,승록목장,경기도 파주시 적성면 율곡로 2533-45,경기도 파주시 적성면 율포리 188-11,37.98053515,126.9533621,,198,4.368,N,,,직접운영,2021-01-06,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,식현농장,경기도 파주시 적성면 장마루16길 417-10,경기도 파주시 적성면 답곡리 805,37.95244364,126.859608,,102,1.397,N,,,직접운영,2019-01-08,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,신곡농장,경기도 파주시 법원읍 보광로1987번길 5,경기도 파주시 법원읍 가야리 261-2,37.84767094,126.8581715,,61,2.3,N,,,직접운영,2018-05-08,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,신그린목장,경기도 파주시 광탄면 보광로 795,경기도 파주시 광탄면 마장리 30-3,37.77124072,126.8936181,,127,4.79,N,,,직접운영,2004-10-18,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,신방축농장,경기도 파주시 광탄면 검전윗길 27,경기도 파주시 광탄면 방축리 407-3,37.80992742,126.8477887,,42,0.58,N,,,직접운영,2017-04-24,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,신백설목장,경기도 파주시 법원읍 둔방이길 108-9,경기도 파주시 법원읍 삼방리 214,37.83299942,126.8771421,,248,5.245,N,,,직접운영,2021-07-26,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,신성목장,경기도 파주시 월롱면 외화산길 439-96,경기도 파주시 월롱면 도내리 100-4,37.79981165,126.833985,,96,1.315,N,,,직접운영,2018-04-13,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,신안주목장,경기도 파주시 문산읍 문현말길 314-85,경기도 파주시 문산읍 내포리 688-2,37.83567181,126.7629653,,151,3.365,N,,,직접운영,2023-01-31,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,신영진목장,경기도 파주시 광탄면 부흥로 194-20,경기도 파주시 광탄면 방축리 548,37.8026177,126.867812,,187,2.55,N,,,직접운영,2021-03-08,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
개,신우농장,경기도 파주시 파평면 배머리길 790-1,경기도 파주시 파평면 마산리 296-10,37.88438043,126.8529873,,154,0.32,N,,,직접운영,2024-01-11,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
닭,신한농장,경기도 파주시 적성면 서녘놀길 33-65,경기도 파주시 적성면 어유지리 339,37.99462624,126.9811186,,75000,9.35,N,,,직접운영,2019-12-10,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,심경목장,경기도 파주시 적성면 아랫배우니길 80-33,경기도 파주시 적성면 객현리 92-4,37.96568668,126.9571305,,182,6.86,N,,,직접운영,2019-12-10,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
닭,아람농장,경기도 파주시 문산읍 장산로76번길 14-179,경기도 파주시 문산읍 장산리 104,37.88912256,126.774282,,11600,0.991,N,,,직접운영,2021-06-18,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,아람농장,경기도 파주시 적성면 동서로 416,경기도 파주시 적성면 장현리 300-3,37.98700308,126.9774179,,67,0.91,N,,,직접운영,2019-02-19,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,아세아목장,경기도 파주시 적성면 윗배우니길 256,경기도 파주시 적성면 객현리 226-1,37.96684873,126.9527332,,212,5.95,N,,,직접운영,2021-09-29,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,안나목장,경기도 파주시 광탄면 장지산로432번길 88,경기도 파주시 광탄면 분수리 265,37.76668529,126.8626356,,144,1.973,N,,,직접운영,2018-05-30,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,안드레아목장,경기도 파주시 적성면 담안길 10-31,경기도 파주시 적성면 장현리 474,37.97798579,126.9624602,,223,4.374,N,,,직접운영,2020-02-05,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,앞동산목장,,경기도 파주시 광탄면 영장리 69-2,37.75717424,126.9045922,,277,10.44,N,,,직접운영,2018-01-29,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,애축목장,경기도 파주시 파주읍 오봉골길 172,경기도 파주시 파주읍 부곡리 266-11,37.823819,126.8250767,,115,2.392,N,,,직접운영,2019-03-18,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,애축목장,경기도 파주시 파주읍 오봉골길 72,경기도 파주시 파주읍 부곡리 248-16,37.82668099,126.822736,,63,0.863,N,,,직접운영,2019-03-18,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,야당목장,경기도 파주시 적성면 배우니안길 219-114,경기도 파주시 적성면 객현리 193,37.97061305,126.9546733,,179,3.56,N,,,직접운영,2020-02-05,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,양지목장,경기도 파주시 광탄면 양지말길 172-25,경기도 파주시 광탄면 용미리 664-1,37.75207028,126.8628722,,133,3.022,N,,,직접운영,2019-01-03,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,양천말한우,경기도 파주시 광탄면 양천말길 43-95,경기도 파주시 광탄면 용미리 426-4,37.74565936,126.8791748,,87,1.192,N,,,직접운영,2015-06-15,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
닭,양호농장,경기도 파주시 광탄면 우랑길 185,경기도 파주시 광탄면 마장리 242-2,37.78743127,126.8711255,,27475,2.35,N,,,직접운영,2012-06-25,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
돼지,에덴농장,경기도 파주시 법원읍 못말길 392-93,경기도 파주시 법원읍 동문리 383,37.87415789,126.8511014,,689,0,N,,,직접운영,2023-03-14,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
개,에코그린팜,경기도 파주시 적성면 어삼로182번길 246,경기도 파주시 적성면 어유지리 174,38.0064694,126.9855377,,1000,1.7,N,,,직접운영,2022-02-03,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,여명목장,경기도 파주시 파주읍 약수골길 5,경기도 파주시 파주읍 연풍리 336-17,37.82439887,126.837608,,30,0.41,N,,,직접운영,2017-10-24,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,여명목장,,경기도 파주시 월롱면 도내리 73,37.79654801,126.8284786,,96,1.234,N,,,직접운영,2023-06-01,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,여문목장,경기도 파주시 법원읍 가좌울길 260,경기도 파주시 법원읍 가야리 129-1,37.8593061,126.8629694,,165,6.22,N,,,직접운영,2018-06-08,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,여송목장,경기도 파주시 적성면 양연로845번길 98,경기도 파주시 적성면 적암리 115-3,37.98173998,127.007203,,306,5.24,N,,,직접운영,2019-08-29,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,여정목장,경기도 파주시 법원읍 술이홀로1584번길 88,경기도 파주시 법원읍 웅담리 255-12,37.90011498,126.8889816,,153,5.77,N,,,직접운영,2017-12-11,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,여흥목장,경기도 파주시 적성면 장뜰길 430,경기도 파주시 적성면 장현리 182-6,37.96945358,126.9796199,,250,5.441,N,,,직접운영,2019-10-30,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,여흥목장,경기도 파주시 탄현면 가시내길 126-104,경기도 파주시 탄현면 법흥리 1107-1,37.78117653,126.7220673,,36,0.493,N,,,직접운영,2018-06-14,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,연준목장,경기도 파주시 법원읍 사임당로530번길 69,경기도 파주시 법원읍 동문리 672-1,37.8548256,126.8404498,,90,1.881,N,,,직접운영,2018-08-01,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
사슴,연풍사슴목장,,경기도 파주시 파주읍 연풍리 3-4,37.8312536,126.8480483,,11,0.04,N,,,직접운영,2019-11-05,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,영민농장,경기도 파주시 파평면 자장로17번길 84,경기도 파주시 파평면 장파리 551,37.95257513,126.839959,,167,2.288,N,,,직접운영,2017-09-26,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,영민농장,,경기도 파주시 파평면 장파리 541,37.95377501,126.8400439,,193,2.644,N,,,직접운영,2017-09-27,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,영신농장,,경기도 파주시 월롱면 도내리 490-1,37.79265496,126.8096616,,81,1.11,N,,,직접운영,2019-05-07,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,영창목장,경기도 파주시 적성면 아랫배우니길 132-23,경기도 파주시 적성면 객현리 103-3,37.96519976,126.9603312,,262,7.11,N,,,직접운영,2021-08-23,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,예형목장,경기도 파주시 탄현면 방촌로 732-157,경기도 파주시 탄현면 축현리 567,37.81361695,126.7225227,,177,6.69,N,,,직접운영,2023-05-08,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,오뚜기목장,경기도 파주시 적성면 배우니안길 112-8,경기도 파주시 적성면 객현리 131-6,37.97199389,126.9585078,,166,6.26,N,,,직접운영,2024-08-19,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
닭,오서방네자연농장,,경기도 파주시 탄현면 금산리 88-1,37.79411586,126.7108446,,1350,0.23,N,,,직접운영,2023-11-21,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,오현목장,경기도 파주시 법원읍 만월로675번길 112-98,경기도 파주시 법원읍 직천리 856,37.90224615,126.9038563,,53,0.795,N,,,직접운영,2020-01-09,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,옥석목장,경기도 파주시 적성면 산덕골길 69,경기도 파주시 적성면 장현리 62-2,37.98922087,126.9858546,,112,2.28,N,,,직접운영,2020-02-05,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
개,옥자농장,경기도 파주시 광탄면 장지산로198번길 38-18,경기도 파주시 광탄면 분수리 34-3,37.75329672,126.8850726,,80,0.136,N,,,직접운영,2018-02-08,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,완호목장,,경기도 파주시 광탄면 영장리 67-3,37.7561861,126.9053051,,216,8.142,N,,,직접운영,2018-06-14,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,왕근농장,경기도 파주시 법원읍 술이홀로 1027-24,경기도 파주시 법원읍 법원리 574,37.860402,126.8796922,,74,2.21,N,,,직접운영,2018-06-08,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,왕송방울목장,경기도 파주시 파평면 장마루1길 199,경기도 파주시 파평면 덕천리 646,37.93756623,126.8454754,,319,6.867,N,,,직접운영,2018-10-24,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,왕증목장,경기도 파주시 적성면 배우니안길 45-14,경기도 파주시 적성면 객현리 115,37.96999347,126.9577893,,119,4.492,N,,,직접운영,2017-12-11,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
돼지,용남목장,경기도 파주시 적성면 아랫배우니길 33-47,경기도 파주시 적성면 객현리 111-1,37.97016926,126.9556436,,783,3.994,N,,,직접운영,2019-08-20,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,용미농장,경기도 파주시 광탄면 명봉산로352번길 111,경기도 파주시 광탄면 용미리 809-6,37.74282832,126.8634005,,16,0.22,N,,,직접운영,2020-11-20,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,용미농장,경기도 파주시 광탄면 혜음로 429-90,경기도 파주시 광탄면 용미리 286-3,37.73017589,126.8889362,,58,0.78,N,,,직접운영,2019-01-03,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,용미목장,경기도 파주시 광탄면 혜음로601번길 144,경기도 파주시 광탄면 용미리 608-2,37.74485457,126.8690953,,109,1.493,N,,,직접운영,2018-03-20,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,용미축산,,경기도 파주시 광탄면 용미리 225-1,37.73876829,126.8854796,,49,0.671,N,,,직접운영,2018-11-22,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,용소목장,,경기도 파주시 탄현면 금승리 270,37.81109864,126.7493675,,267,10.07,N,,,직접운영,2018-10-26,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
닭,우리농장,경기도 파주시 문산읍 반구정로 232-64,경기도 파주시 문산읍 사목리 692,37.87886269,126.7497271,,5000,0.42,N,,,직접운영,2020-03-02,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,우리농장,경기도 파주시 법원읍 바리골길 536-137,경기도 파주시 법원읍 동문리 711,37.85345442,126.832472,,46,0.63,N,,,직접운영,2022-03-31,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,울타리목장,경기도 파주시 파평면 장마루5길 53-62,경기도 파주시 파평면 장파리 321,37.94064575,126.8429109,,141,4.644,N,,,직접운영,2020-11-27,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,웅담농장,,경기도 파주시 법원읍 웅담리 276-4,37.90226418,126.8881215,,50,0,N,,,직접운영,2000-02-28,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
닭,웅담목장,경기도 파주시 법원읍 술이홀로1494번길 110,경기도 파주시 법원읍 웅담리 268,37.90181706,126.8875746,,1000,0.085,N,,,직접운영,2018-05-23,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,원광농장,경기도 파주시 광탄면 보광로 1237,경기도 파주시 광탄면 창만리 423,37.78974477,126.864082,,34,0.466,N,,,직접운영,2018-05-08,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
닭,원이농장,,경기도 파주시 탄현면 갈현리 1443,37.75933207,126.7211218,,11000,0.941,N,,,직접운영,2019-01-08,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,원일목장,경기도 파주시 조리읍 봉천로 125-74,경기도 파주시 조리읍 봉일천리 300-4,37.74661761,126.7954737,,216,8.143,N,,,직접운영,2016-08-01,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,원진목장,경기도 파주시 광탄면 보광로553번길 36,경기도 파주시 광탄면 영장리 71,37.75737125,126.9064689,,216,4.567,N,,,직접운영,2018-07-31,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,원해목장,경기도 파주시 광탄면 만장산로 408-56,경기도 파주시 광탄면 창만리 835,37.79880977,126.8794676,,135,5.09,N,,,직접운영,2019-09-11,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
돼지,웰빙농장,경기도 파주시 파평면 듸링거리길 87-15,경기도 파주시 파평면 덕천리 329-2,37.94479578,126.8750398,,2110,10.76,N,,,직접운영,2017-08-11,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,유기농장,경기도 파주시 월롱면 정문로394번길 212,경기도 파주시 월롱면 도내리 156,37.79117454,126.8270583,,30,0.41,N,,,직접운영,2019-08-01,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,유니나목장,경기도 파주시 광탄면 만장산로 390-40,경기도 파주시 광탄면 창만리 204-2,37.79845827,126.8782896,,216,8.14,N,,,직접운영,2021-04-22,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,유명농장,경기도 파주시 파평면 술이홀로 1993-161,경기도 파주시 파평면 덕천리 15-32,37.93155858,126.899379,,140,1.918,N,,,직접운영,2021-03-26,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
개,유미농장,경기도 파주시 적성면 달빛길 240-45,경기도 파주시 적성면 주월리 1168,37.98309411,126.9103861,,130,0.221,N,,,직접운영,2018-04-11,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,유원목장,경기도 파주시 광탄면 외화산길 439-69,경기도 파주시 광탄면 신산리 397-5,37.79791127,126.836378,,27,0.19,N,,,직접운영,2022-09-05,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
돼지,유한농장,경기도 파주시 파평면 배머리길 857-153,경기도 파주시 파평면 마산리 366,37.8822646,126.8465257,,896,4.568,N,,,직접운영,2019-07-26,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
개,율곡농장,,경기도 파주시 적성면 어유지리 29,37.99014614,126.9976857,,700,1.19,N,,,직접운영,2018-04-11,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,은잔듸목장,경기도 파주시 파평면 술이홀로 2003-238,경기도 파주시 파평면 덕천리 53-1,37.94006598,126.8891905,,211,7.95,N,,,직접운영,2017-05-18,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
소,은창목장,,경기도 파주시 파평면 눌노리 121-1,37.92520247,126.8577254,,384,7.349,N,,,직접운영,2020-10-08,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
젖소,은행목장,경기도 파주시 적성면 듸링거리길 272-17,경기도 파주시 적성면 답곡리 747,37.94985368,126.8683859,,168,6.33,N,,,직접운영,2015-11-17,경기도 파주시 농업기술센터,031-940-4822,2025-12-12
