사업장명,축산인허가번호,소재지도로명주소,소재지지번주소,위도,경도,면적,주사육업종,사육두수,허가일자,관리기관명,관리부서전화번호,데이터기준일자
용미농장,4060000-033-2007-0008,경기도 파주시 광탄면 혜음로 429-90,경기도 파주시 광탄면 용미리 286-3,37.7301758932,126.8889362229,685.32,한우,43,2007-03-14,경기도 파주시청,031-940-4914,2026-05-20
버드네농장,4060000-033-2007-0021,경기도 파주시 광탄면 양천말길 58,경기도 파주시 광탄면 용미리 369-2,37.7423630164,126.8792042566,1102.97,한우,30,2007-07-16,경기도 파주시청,031-940-4914,2026-05-20
교하축산한우단지6,4060000-033-2007-0024,,경기도 파주시 산남동 721-2,37.6900295829,126.6912192313,894,한우,82,2007-07-16,경기도 파주시청,031-940-4914,2026-05-20
교하축산한우단지(7),4060000-033-2007-0025,,경기도 파주시 산남동 720-1,37.689906873,126.6910649101,894,한우,75,2007-07-16,경기도 파주시청,031-940-4914,2026-05-20
교하축산한우단지5,4060000-033-2007-0026,,경기도 파주시 산남동 721-1,37.6901553625,126.6913682163,1244.08,한우,117,2007-07-16,경기도 파주시청,031-940-4914,2026-05-20
천호목장,4060000-033-2007-0027,,경기도 파주시 산남동 687,37.696414014,126.6951790746,2662.97,젖소,135,2007-07-16,경기도 파주시청,031-940-4914,2026-05-20
교하축산한우단지1,4060000-033-2007-0028,경기도 파주시 산남로132번길 49-188,경기도 파주시 산남동 712-1,37.6904711078,126.6903186063,894,한우,112,2007-07-16,경기도 파주시청,031-940-4914,2026-05-20
교하축산한우단지3,4060000-033-2007-0029,경기도 파주시 산남로132번길 49-180,경기도 파주시 산남동 711,37.6909967807,126.6902671006,900,한우,29,2007-07-16,경기도 파주시청,031-940-4914,2026-05-20
교하축산한우단지8,4060000-033-2007-0030,경기도 파주시 산남로132번길 49-191,경기도 파주시 산남동 720,37.6898784607,126.6907356902,894,한우,60,2007-07-16,경기도 파주시청,031-940-4914,2026-05-20
화목목장,4060000-033-2007-0032,경기도 파주시 적성면 서녘놀길 33-9,경기도 파주시 적성면 어유지리 315-1,37.9930900567,126.9834717851,49,한우,4,2007-08-29,경기도 파주시청,031-940-4914,2026-05-20
정선목장,4060000-033-2007-0038,경기도 파주시 문산읍 사임당로310번길 45,경기도 파주시 문산읍 이천리 496-4,37.865231491,126.8219056841,363.85,한우,10,2007-09-04,경기도 파주시청,031-940-4914,2026-05-20
현인농원,4060000-033-2007-0043,경기도 파주시 파평면 화석정로126번길 162-2,경기도 파주시 파평면 율곡리 491-12,37.8871415408,126.8101503148,184.5,종계/산란계,1000,2007-09-10,경기도 파주시청,031-940-4914,2026-05-20
강씨농장,4060000-033-2007-0044,경기도 파주시 법원읍 술이홀로1584번길 63-10,경기도 파주시 법원읍 웅담리 255-9,37.9004124824,126.8898568869,181.27,한우,25,2007-09-10,경기도 파주시청,031-940-4914,2026-05-20
경수농장,4060000-033-2007-0047,경기도 파주시 광탄면 혜음로454번길 18-47,경기도 파주시 광탄면 용미리 250-1,37.7346028215,126.8879962947,114.75,한우,17,2007-09-10,경기도 파주시청,031-940-4914,2026-05-20
신성농장,4060000-033-2007-0049,경기도 파주시 월롱면 외화산길 439-96,경기도 파주시 월롱면 도내리 100-4,37.7998116482,126.8339850005,1170,한우,115,2007-09-10,경기도 파주시청,031-940-4914,2026-05-20
각우농장,4060000-033-2007-0050,경기도 파주시 광탄면 혜음로 1300-281,경기도 파주시 광탄면 창만리 544-1,37.8009301277,126.8530514003,740,한우,70,2007-09-10,경기도 파주시청,031-940-4914,2026-05-20
기홍농장,4060000-033-2007-0051,경기도 파주시 광탄면 광탄천로 479,경기도 파주시 광탄면 방축리 818,37.8075260481,126.8455330433,348,한우,22,2007-09-10,경기도 파주시청,031-940-4914,2026-05-20
순일농장,4060000-033-2007-0060,경기도 파주시 적성면 어삼로182번길 87,경기도 파주시 적성면 어유지리 492,38.0061571123,126.9764435271,285.26,한우,14,2007-09-11,경기도 파주시청,031-940-4914,2026-05-20
용미축산,4060000-033-2007-0064,,경기도 파주시 광탄면 용미리 225-1,37.738768288,126.8854795577,582.45,한우,44,2007-09-12,경기도 파주시청,031-940-4914,2026-05-20
놀뫼목장,4060000-033-2007-0075,경기도 파주시 조리읍 둑방길 371,경기도 파주시 조리읍 대원리 7-9,37.7293351787,126.8324283074,2520,젖소,150,2007-10-31,경기도 파주시청,031-940-4914,2026-05-20
감천목장,4060000-033-2007-0077,경기도 파주시 적성면 배우니안길 171,경기도 파주시 적성면 객현리 136,37.9741040381,126.9569545159,4101.2,한우,120,2007-11-02,경기도 파주시청,031-940-4914,2026-05-20
플러스목장,4060000-033-2007-0079,경기도 파주시 적성면 장마루16길 255-7,경기도 파주시 적성면 답곡리 439-6,37.9506535153,126.8489445633,2679.29,젖소,97,2007-11-08,경기도 파주시청,031-940-4914,2026-05-20
청암농장,4060000-033-2007-0080,경기도 파주시 문산읍 장산로76번길 14-175,경기도 파주시 문산읍 장산리 105,37.8900318385,126.7747759349,1364.58,육계,30000,2007-11-22,경기도 파주시청,031-940-4914,2026-05-20
용소농장,4060000-033-2007-0084,경기도 파주시 탄현면 월롱산로 430,경기도 파주시 탄현면 금승리 270,37.8110986402,126.7493674812,3113.63,젖소,70,2007-12-23,경기도 파주시청,031-940-4914,2026-05-20
경운목장,4060000-033-2008-0008,경기도 파주시 탄현면 평화로574번길 132-8,경기도 파주시 탄현면 갈현리 1823,37.7781164324,126.7217684828,609.4,한우,16,2008-01-25,경기도 파주시청,031-940-4914,2026-05-20
햇살마루목장,4060000-033-2008-0013,경기도 파주시 법원읍 사임당로 730-31,경기도 파주시 법원읍 가야리 203-3,37.8485545881,126.8608095679,2859,젖소,70,2008-01-28,경기도 파주시청,031-940-4914,2026-05-20
정원농장,4060000-033-2008-0027,경기도 파주시 적성면 윗배우니길 195-12,경기도 파주시 적성면 객현리 194-1,37.9698131669,126.9534224198,6585.23,한우,200,2008-04-01,경기도 파주시청,031-940-4914,2026-05-20
세훈농장,4060000-033-2008-0031,,경기도 파주시 탄현면 축현리 561-22,37.8056062368,126.7169739095,97,한우,6,2008-04-01,경기도 파주시청,031-940-4914,2026-05-20
칸농장,4060000-033-2008-0033,경기도 파주시 운정로 113-57,경기도 파주시 상지석동 1820,37.7233159159,126.7800413669,841.93,한우,32,2008-04-02,경기도 파주시청,031-940-4914,2026-05-20
순만농장,4060000-033-2008-0034,,경기도 파주시 적성면 장현리 375-5,37.9847456894,126.9686905001,3949.5,돼지,560,2008-04-04,경기도 파주시청,031-940-4914,2026-05-20
소라지농장,4060000-033-2008-0039,경기도 파주시 소라지로 276-60,경기도 파주시 송촌동 520-1,37.7493788294,126.6921827581,925,한우,50,2008-04-29,경기도 파주시청,031-940-4914,2026-05-20
파주목장,4060000-033-2008-0042,경기도 파주시 파주읍 휴암로 333-89,경기도 파주시 파주읍 봉암리 798-1,37.8170852555,126.7880935519,2276,젖소,90,2008-05-13,경기도 파주시청,031-940-4914,2026-05-20
헤이리농장,4060000-033-2008-0043,경기도 파주시 탄현면 국원말길 200,경기도 파주시 탄현면 법흥리 399-2,37.7865138737,126.7113366861,150,육계,,2008-05-27,경기도 파주시청,031-940-4914,2026-05-20
선여울농장,4060000-033-2008-0046,,경기도 파주시 조리읍 뇌조리 533-3,37.7708484331,126.8160020591,430.7,한우,54,2008-06-10,경기도 파주시청,031-940-4914,2026-05-20
새우리농장,4060000-033-2008-0049,경기도 파주시 탄현면 새오리로 318-54,경기도 파주시 탄현면 대동리 269,37.8101822029,126.6933976035,681.85,한우,13,2008-07-03,경기도 파주시청,031-940-4914,2026-05-20
통이삼목장,4060000-033-2008-0050,경기도 파주시 군내면 제3땅굴로 138-82,경기도 파주시 군내면 백연리 1401,37.9102756023,126.7264811162,2905,젖소,200,2008-07-03,경기도 파주시청,031-940-4914,2026-05-20
조은농장,4060000-033-2008-0063,경기도 파주시 법원읍 화합로 588-152,경기도 파주시 법원읍 갈곡리 2,37.8524373711,126.9344342692,250.8,육계,2000,2008-08-26,경기도 파주시청,031-940-4914,2026-05-20
솔빈목장,4060000-033-2008-0076,,경기도 파주시 광탄면 용미리 429-1,37.7450954192,126.8800394875,1463.32,한우,68,2008-12-12,경기도 파주시청,031-940-4914,2026-05-20
부흥농장,4060000-033-2008-0077,경기도 파주시 조리읍 둑방길 360,경기도 파주시 조리읍 대원리 1290,37.73050365,126.8308535216,2793.88,돼지,2300,2008-12-29,경기도 파주시청,031-940-4914,2026-05-20
선국농장,4060000-033-2009-0006,,경기도 파주시 광탄면 용미리 322,37.7338540627,126.879218019,614.34,한우,18,2009-01-12,경기도 파주시청,031-940-4914,2026-05-20
애축목장,4060000-033-2009-0007,경기도 파주시 파주읍 오봉골길 72,경기도 파주시 파주읍 부곡리 248-16,37.8266809902,126.8227360163,756,육우,25,2009-01-14,경기도 파주시청,031-940-4914,2026-05-20
우리농장,4060000-033-2009-0020,경기도 파주시 문산읍 반구정로 232-64,경기도 파주시 문산읍 사목리 692,37.8788626856,126.7497271244,961.37,육계,2000,2009-03-04,경기도 파주시청,031-940-4914,2026-05-20
울타리목장,4060000-033-2009-0028,경기도 파주시 파평면 장마루5길 53-62,경기도 파주시 파평면 장파리 321,37.9406457539,126.8429108959,1704,젖소,44,2009-03-23,경기도 파주시청,031-940-4914,2026-05-20
양천말한우 목장,4060000-033-2009-0032,경기도 파주시 광탄면 양천말길 43-95,경기도 파주시 광탄면 용미리 426-4,37.7456593589,126.8791748452,1064,한우,40,2009-04-30,경기도 파주시청,031-940-4914,2026-05-20
경진목장,4060000-033-2009-0040,경기도 파주시 파평면 파평산로454번길 16,경기도 파주시 파평면 두포리 197-5,37.900808961,126.8382672781,544,한우,49,2009-06-02,경기도 파주시청,031-940-4914,2026-05-20
태화농장,4060000-033-2009-0041,경기도 파주시 법원읍 못말길 392-91,경기도 파주시 법원읍 동문리 387-1,37.8739793723,126.8519958087,1267.99,돼지,900,2009-06-15,경기도 파주시청,031-940-4914,2026-05-20
선화농장,4060000-033-2009-0042,,경기도 파주시 문산읍 장산리 164,37.9011662227,126.7793852419,806.7,육계,13000,2009-06-15,경기도 파주시청,031-940-4914,2026-05-20
광탄목장,4060000-033-2009-0051,경기도 파주시 광탄면 부흥로 194-24,경기도 파주시 광탄면 방축리 549,37.8022464444,126.8674361337,1681.55,한우,140,2009-07-29,경기도 파주시청,031-940-4914,2026-05-20
친환경우리농장,4060000-033-2009-0061,경기도 파주시 광탄면 보광로692번길 47,경기도 파주시 광탄면 영장리 193,37.7686656797,126.9052416131,511.2,육계,2000,2009-09-21,경기도 파주시청,031-940-4914,2026-05-20
한우목장,4060000-033-2009-0062,,경기도 파주시 광탄면 창만리 828-2,37.7994481692,126.8800204943,539.9,한우,7,2009-09-25,경기도 파주시청,031-940-4914,2026-05-20
설악목장,4060000-033-2009-0063,경기도 파주시 파평면 배머리길 811-15,경기도 파주시 파평면 마산리 299,37.8842823505,126.8514355772,3471.19,젖소,64,2009-10-19,경기도 파주시청,031-940-4914,2026-05-20
해오름 목장,4060000-033-2009-0064,경기도 파주시 법원읍 가좌울길 239-1,경기도 파주시 법원읍 가야리 115-1,37.8624798615,126.8643559193,796,한우,,2009-10-27,경기도 파주시청,031-940-4914,2026-05-20
그날농장,4060000-033-2009-0067,,경기도 파주시 파평면 마산리 306-2,37.8850925571,126.8510637151,1552.69,돼지,1507,2009-11-03,경기도 파주시청,031-940-4914,2026-05-20
경복농장,4060000-033-2010-0005,경기도 파주시 법원읍 술이홀로 1614-43,경기도 파주시 법원읍 웅담리 333-2,37.9069018037,126.8928861,350.65,한우,17,2010-01-15,경기도 파주시청,031-940-4914,2026-05-20
용미농장,4060000-033-2010-0010,경기도 파주시 광탄면 명봉산로352번길 111,경기도 파주시 광탄면 용미리 809-6,37.74282832,126.8634005053,201.3,한우,20,2010-01-25,경기도 파주시청,031-940-4914,2026-05-20
삼성목장,4060000-033-2010-0013,경기도 파주시 탄현면 엘지로583번길 83-67,경기도 파주시 탄현면 금승리 539,37.8196297276,126.7391933748,211.5,한우,18,2010-02-23,경기도 파주시청,031-940-4914,2026-05-20
대선형목장,4060000-033-2010-0017,경기도 파주시 광탄면 보광로741번길 5-40,경기도 파주시 광탄면 영장리 324,37.7693090125,126.9016662716,30,한우,2,2010-04-05,경기도 파주시청,031-940-4914,2026-05-20
통일목장,4060000-033-2010-0025,경기도 파주시 군내면 제3땅굴로 138-92,경기도 파주시 군내면 백연리 1431,37.9107630781,126.7275976999,1310.4,한우,70,2010-04-28,경기도 파주시청,031-940-4914,2026-05-20
새선영목장,4060000-033-2010-0038,경기도 파주시 파주읍 봉암길 304,경기도 파주시 파주읍 봉암리 37-1,37.8285437426,126.806771621,1295.4,젖소,60,2010-07-19,경기도 파주시청,031-940-4914,2026-05-20
재호농장,4060000-033-2011-0002,경기도 파주시 파평면 술이홀로 2003-234,경기도 파주시 파평면 덕천리 53,37.9397458698,126.8908230759,1952.85,돼지,2400,2011-02-13,경기도 파주시청,031-940-4914,2026-05-20
JC농장,4060000-033-2011-0005,경기도 파주시 법원읍 초리골길 76-42,경기도 파주시 법원읍 법원리 396-1,37.8492585151,126.888310518,34.25,사슴,9,2011-02-23,경기도 파주시청,031-940-4914,2026-05-20
가월농장,4060000-033-2011-0024,경기도 파주시 적성면 칠중7길 240,경기도 파주시 적성면 가월리 198,37.9615037398,126.9105413479,2142.72,종계/산란계,48000,2011-06-01,경기도 파주시청,031-940-4914,2026-05-20
좋은농장,4060000-033-2011-0027,경기도 파주시 능안로231번길 51-28,경기도 파주시 상지석동 1537,37.7329115747,126.7850080939,1456.79,돼지,1300,2011-06-24,경기도 파주시청,031-940-4914,2026-05-20
유기농장,4060000-033-2011-0034,경기도 파주시 월롱면 정문로394번길 212,경기도 파주시 월롱면 도내리 156,37.7911745429,126.8270583371,356,한우,35,2011-10-28,경기도 파주시청,031-940-4914,2026-05-20
설연주목장,4060000-033-2011-0036,경기도 파주시 법원읍 칡울길 128,경기도 파주시 법원읍 갈곡리 144-2,37.85292027,126.9102441,145,육우,13,2011-10-28,경기도 파주시청,031-940-4914,2026-05-20
화암농원,4060000-033-2011-0037,경기도 파주시 탄현면 월롱산로 417,경기도 파주시 탄현면 금승리 269-2,37.8097517616,126.7494140088,390,육우,10,2011-11-16,경기도 파주시청,031-940-4914,2026-05-20
현진목장,4060000-033-2011-0038,,경기도 파주시 파주읍 부곡리 81,37.8063487247,126.8327541475,768,한우,66,2011-11-16,경기도 파주시청,031-940-4914,2026-05-20
도내리농장,4060000-033-2011-0048,경기도 파주시 월롱면 도감로 225-16,경기도 파주시 월롱면 도내리 492-4,37.7912514273,126.8101664255,2373.5,한우,137,2011-12-30,경기도 파주시청,031-940-4914,2026-05-20
찬건농장,4060000-033-2012-0002,경기도 파주시 탄현면 방촌로649번길 152-24,경기도 파주시 탄현면 금산리 104,37.7998935829,126.709734283,1628.45,육우,17,2012-02-09,경기도 파주시청,031-940-4914,2026-05-20
다사랑목장,4060000-033-2012-0003,경기도 파주시 적성면 어삼로182번길 100,경기도 파주시 적성면 어유지리 460,38.0059192531,126.9787337151,6111.5,젖소,226,2012-03-06,경기도 파주시청,031-940-4914,2026-05-20
재용농장,4060000-033-2012-0005,,경기도 파주시 산남동 507,37.7006824901,126.6890383358,199.2,한우,13,2012-04-02,경기도 파주시청,031-940-4914,2026-05-20
다은목장,4060000-033-2012-0007,,경기도 파주시 탄현면 금승리 525-1,37.8214763689,126.736804854,192,한우,7,2012-07-23,경기도 파주시청,031-940-4914,2026-05-20
창원목장,4060000-033-2012-0008,경기도 파주시 조리읍 둑방길 296-29,경기도 파주시 조리읍 대원리 1248,37.7306689856,126.8279945867,2170.95,젖소,169,2012-07-26,경기도 파주시청,031-940-4914,2026-05-20
나무네농장,4060000-033-2012-0009,,경기도 파주시 하지석동 459-2,37.757557759,126.7356996787,37,한우,3,2012-08-23,경기도 파주시청,031-940-4914,2026-05-20
경찬목장,4060000-033-2012-0010,경기도 파주시 적성면 구읍로106번길 194,경기도 파주시 적성면 구읍리 91-2,37.9679897342,126.9365874582,2796,젖소,60,2012-08-23,경기도 파주시청,031-940-4914,2026-05-20
지훈농장,4060000-033-2012-0011,경기도 파주시 적성면 장뜰길 160,경기도 파주시 적성면 장현리 236-7,37.9785354617,126.9726171953,2835.34,한우,220,2012-09-13,경기도 파주시청,031-940-4914,2026-05-20
중앙농장,4060000-033-2012-0014,,경기도 파주시 적성면 장현리 248-4,37.9783665637,126.9760434584,2876.26,한우,100,2012-10-24,경기도 파주시청,031-940-4914,2026-05-20
조산목장,4060000-033-2012-0020,,경기도 파주시 조리읍 뇌조리 89-49,37.7548611433,126.821549207,641.02,육우,32,2012-11-26,경기도 파주시청,031-940-4914,2026-05-20
지은농장,4060000-033-2012-0021,경기도 파주시 적성면 어못내길 53-66,경기도 파주시 적성면 어유지리 175,38.0062183517,126.9866185094,790,돼지,700,2012-12-05,경기도 파주시청,031-940-4914,2026-05-20
장현목장,4060000-033-2012-0026,경기도 파주시 적성면 장뜰길 250,경기도 파주시 적성면 장현리 222-35,37.9746504997,126.9748195728,2375.48,한우,200,2012-12-06,경기도 파주시청,031-940-4914,2026-05-20
성훈농장,4060000-033-2013-0001,경기도 파주시 광탄면 광탄천로 419,경기도 파주시 광탄면 방축리 782-2,37.805270467,126.8376695123,1547.5,한우,170,2013-01-08,경기도 파주시청,031-940-4914,2026-05-20
선유농장,4060000-033-2013-0003,경기도 파주시 광탄면 소라울1길 56,경기도 파주시 광탄면 창만리 419-1,37.78863317,126.8657344907,1976.94,돼지,2000,2013-01-09,경기도 파주시청,031-940-4914,2026-05-20
햇빛목장,4060000-033-2013-0004,경기도 파주시 조리읍 둑방길 295-114,경기도 파주시 조리읍 대원리 7-10,37.7310431971,126.8313260195,756,육우,47,2013-01-28,경기도 파주시청,031-940-4914,2026-05-20
상훈농장,4060000-033-2013-0011,경기도 파주시 문산읍 당동1로 115-46,경기도 파주시 문산읍 당동리 159,37.8634146116,126.7674437264,80.4,한우,3,2013-02-27,경기도 파주시청,031-940-4914,2026-05-20
차돌박이농장,4060000-033-2013-0015,경기도 파주시 방화리길 126,경기도 파주시 연다산동 610,37.7414677844,126.7033451732,1846,한우,10,2013-02-27,경기도 파주시청,031-940-4914,2026-05-20
버드네농장2,4060000-033-2013-0016,경기도 파주시 광탄면 양천말길 5-76,경기도 파주시 광탄면 용미리 492,37.7438376809,126.8751873214,524.5,한우,19,2013-02-27,경기도 파주시청,031-940-4914,2026-05-20
파랑새농장,4060000-033-2013-0019,,경기도 파주시 군내면 읍내리 822,37.93599702378612,126.73178653564636,153,육계,1200,2013-03-12,경기도 파주시청,031-940-4914,2026-05-20
덕이농장,4060000-033-2013-0021,경기도 파주시 파평면 청송로266번길 39-139,경기도 파주시 파평면 금파리 78-3,37.9255010669,126.8527398345,650.79,한우,50,2013-03-15,경기도 파주시청,031-940-4914,2026-05-20
준건축산,4060000-033-2013-0024,경기도 파주시 적성면 듸링거리길 494,경기도 파주시 적성면 답곡리 643,37.955909032,126.8611698705,874.5,한우,40,2013-04-01,경기도 파주시청,031-940-4914,2026-05-20
지원농장,4060000-033-2013-0028,경기도 파주시 광탄면 말구리길 82-26,경기도 파주시 광탄면 발랑리 217-1,37.7987684705,126.8996043412,1648.91,메추리,300000,2013-06-07,경기도 파주시청,031-940-4914,2026-05-20
서재목장,4060000-033-2013-0031,,경기도 파주시 적성면 객현리 133-11,37.9722782163,126.9564921467,4223.87,젖소,74,2013-09-10,경기도 파주시청,031-940-4914,2026-05-20
환길목장,4060000-033-2013-0032,경기도 파주시 운정역길 163-35,경기도 파주시 상지석동 1608,37.7311499295,126.7757336799,512,한우,14,2013-09-12,경기도 파주시청,031-940-4914,2026-05-20
굿모닝농장,4060000-033-2013-0033,경기도 파주시 법원읍 못말길 119-99,경기도 파주시 법원읍 동문리 214-1,37.8725064797,126.8603026172,625.01,육계,4000,2013-09-17,경기도 파주시청,031-940-4914,2026-05-20
승일사슴목장,4060000-033-2013-0039,경기도 파주시 광탄면 혜음로 429-17,경기도 파주시 광탄면 용미리 산 85,37.7319623922,126.8870032354,264,사슴,22,2013-12-19,경기도 파주시청,031-940-4914,2026-05-20
정우 흑염소 농장,4060000-033-2014-0001,경기도 파주시 적성면 장뜰안길 199-1,경기도 파주시 적성면 장현리 166,37.975684144,126.9799986239,186.33,염소,200,2014-01-22,경기도 파주시청,031-940-4914,2026-05-20
여송목장,4060000-033-2014-0003,경기도 파주시 적성면 양연로845번길 98,경기도 파주시 적성면 적암리 115-3,37.9817399822,127.0072029538,3665.32,젖소,232,2014-02-07,경기도 파주시청,031-940-4914,2026-05-20
장산농장Ⅰ,4060000-033-2014-0007,경기도 파주시 문산읍 장산로 254-40,경기도 파주시 문산읍 장산리 149-12,37.8975477594,126.7804318031,988.65,육계,16000,2014-06-11,경기도 파주시청,031-940-4914,2026-05-20
장산농장Ⅱ,4060000-033-2014-0008,,경기도 파주시 문산읍 장산리 157,37.8988404664,126.7807293903,556.01,육계,10000,2014-06-11,경기도 파주시청,031-940-4914,2026-05-20
덕은 사슴목장,4060000-033-2014-0009,경기도 파주시 월롱면 통일로642번길 127,경기도 파주시 월롱면 영태리 400-2,37.7673794485,126.7972412086,567,사슴,9,2014-06-25,경기도 파주시청,031-940-4914,2026-05-20
명기목장,4060000-033-2014-0010,경기도 파주시 적성면 배우니안길 152,경기도 파주시 적성면 객현리 132,37.9737180877,126.9577258211,1918.89,젖소,70,2014-06-30,경기도 파주시청,031-940-4914,2026-05-20
수영농장,4060000-033-2014-0012,경기도 파주시 법원읍 만월로 729,경기도 파주시 법원읍 직천리 850,37.9068795744,126.9084982866,2310.8,육계,35000,2014-07-16,경기도 파주시청,031-940-4914,2026-05-20
천현목장,4060000-033-2014-0015,경기도 파주시 법원읍 보광로 1999-34,경기도 파주시 법원읍 가야리 319,37.8491433362,126.8562891986,454.26,젖소,20,2014-12-09,경기도 파주시청,031-940-4914,2026-05-20
지원목장,4060000-033-2015-0001,경기도 파주시 파평면 장마루1길 283-6,경기도 파주시 파평면 덕천리 581-1,37.940009078,126.8483489749,2680,젖소,70,2015-01-17,경기도 파주시청,031-940-4914,2026-05-20
건국목장,4060000-033-2015-0003,경기도 파주시 파평면 자장로 61-13,경기도 파주시 파평면 장파리 563,37.9521844783,126.8406812873,1924.55,젖소,75,2015-07-31,경기도 파주시청,031-940-4914,2026-05-20
우농타조농장,4060000-033-2015-0004,경기도 파주시 교하로 595-39,경기도 파주시 동패동 614-2,37.7056316305,126.7147996972,175.5,타조,50,2015-08-08,경기도 파주시청,031-940-4914,2026-05-20
삼성농장,4060000-033-2015-0006,,경기도 파주시 탄현면 낙하리 197-2,37.840338948,126.7344168064,267.14,한우,26,2015-08-21,경기도 파주시청,031-940-4914,2026-05-20
희망농장,4060000-033-2015-0008,경기도 파주시 광탄면 만장산로 316,경기도 파주시 광탄면 창만리 248-5,37.7956179725,126.870659647,1168,한우,,2015-09-25,경기도 파주시청,031-940-4914,2026-05-20
웰빙농장,4060000-033-2015-0009,경기도 파주시 파평면 듸링거리길 87-15,경기도 파주시 파평면 덕천리 329-2,37.94479578,126.8750397604,2942.28,돼지,2200,2015-10-27,경기도 파주시청,031-940-4914,2026-05-20
영광타조농장,4060000-033-2015-0010,경기도 파주시 청석로 9,경기도 파주시 동패동 1344,37.7055659823,126.7286328161,121,타조,11,2015-11-02,경기도 파주시청,031-940-4914,2026-05-20
환희농장,4060000-033-2015-0011,,경기도 파주시 문산읍 장산리 107-9,37.8899598102,126.7741683417,1280.5,육계,27000,2015-11-03,경기도 파주시청,031-940-4914,2026-05-20
아람농장,4060000-033-2015-0012,경기도 파주시 문산읍 장산로76번길 14-179,경기도 파주시 문산읍 장산리 104,37.8891225601,126.7742820282,1204.94,육계,25000,2015-11-03,경기도 파주시청,031-940-4914,2026-05-20
에덴농장,4060000-033-2016-0001,경기도 파주시 법원읍 못말길 392-93,경기도 파주시 법원읍 동문리 383,37.8741578936,126.8511014093,972,돼지,20,2016-02-03,경기도 파주시청,031-940-4914,2026-05-20
해피농장,4060000-033-2016-0003,,경기도 파주시 하지석동 447-2,37.7551015917,126.7356160794,716.8,육계,4000,2016-05-11,경기도 파주시청,031-940-4914,2026-05-20
서울농장,4060000-033-2016-0004,경기도 파주시 적성면 장뜰길 384-120,경기도 파주시 적성면 장현리 184-1,37.9670482419,126.9775023254,2396.09,한우,10,2016-05-27,경기도 파주시청,031-940-4914,2026-05-20
정우성목장,4060000-033-2016-0005,경기도 파주시 적성면 윗배우니길 101-42,경기도 파주시 적성면 객현리 177,37.9725377347,126.9519873665,3981.15,젖소,108,2016-06-01,경기도 파주시청,031-940-4914,2026-05-20
청마농장,4060000-033-2016-0006,경기도 파주시 적성면 배우니안길 101,경기도 파주시 적성면 객현리 130-1,37.9714880815,126.95818723,780,돼지,750,2016-06-09,경기도 파주시청,031-940-4914,2026-05-20
인규목장,4060000-033-2016-0008,경기도 파주시 탄현면 월롱산로 464-1,경기도 파주시 탄현면 금승리 240-4,37.8141724619,126.7487694527,1681.92,한우,122,2016-06-13,경기도 파주시청,031-940-4914,2026-05-20
은행목장,4060000-033-2016-0009,경기도 파주시 적성면 듸링거리길 272-17,경기도 파주시 적성면 답곡리 747,37.9498536833,126.8683859011,2026.09,젖소,60,2016-06-22,경기도 파주시청,031-940-4914,2026-05-20
원일목장,4060000-033-2016-0012,경기도 파주시 조리읍 봉천로 125-74,경기도 파주시 조리읍 능안리 300-4,37.7466176124,126.7954737096,3979.5,젖소,90,2016-12-08,경기도 파주시청,031-940-4914,2026-05-20
성현목장,4060000-033-2017-0001,,경기도 파주시 법원읍 웅담리 154-1,37.9157050237,126.8983935652,1557.44,젖소,27,2017-02-03,경기도 파주시청,031-940-4914,2026-05-20
청원농장,4060000-033-2017-0003,경기도 파주시 적성면 장마루16길 343,경기도 파주시 적성면 답곡리 261,37.9517286359,126.8551322531,2413.66,육계,40000,2017-02-24,경기도 파주시청,031-940-4914,2026-05-20
호야목장,4060000-033-2017-0005,경기도 파주시 적성면 율곡로 1608,경기도 파주시 적성면 자장리 156-2,37.9617626021,126.8651160588,1435.78,젖소,10,2017-04-06,경기도 파주시청,031-940-4914,2026-05-20
가나안농장,4060000-033-2017-0006,,경기도 파주시 하지석동 459-4,37.7573258392,126.7367777257,180,염소,53,2017-04-12,경기도 파주시청,031-940-4914,2026-05-20
시티즌랜드,4060000-033-2017-0007,,경기도 파주시 법원읍 직천리 721,37.902426916,126.9101523085,,염소,4,2017-05-04,경기도 파주시청,031-940-4914,2026-05-20
흑석목장,4060000-033-2017-0010,경기도 파주시 광탄면 보광로 1475,경기도 파주시 광탄면 방축리 562,37.8089502893,126.8642636874,1291,육우,66,2017-06-29,경기도 파주시청,031-940-4914,2026-05-20
보막목장,4060000-033-2017-0011,경기도 파주시 적성면 배우니안길 64,경기도 파주시 적성면 객현리 125,37.9698850033,126.9601295659,2767,젖소,63,2017-08-24,경기도 파주시청,031-940-4914,2026-05-20
영창목장,4060000-033-2017-0012,경기도 파주시 적성면 아랫배우니길 132-23,경기도 파주시 적성면 객현리 103-3,37.965199762,126.9603312483,3149.7,젖소,104,2017-10-13,경기도 파주시청,031-940-4914,2026-05-20
영민농장,4060000-033-2017-0013,경기도 파주시 파평면 자장로17번길 84,경기도 파주시 파평면 장파리 551,37.9525751348,126.839958966,4304.16,한우,20,2017-10-25,경기도 파주시청,031-940-4914,2026-05-20
명산사슴농장,4060000-033-2017-0014,경기도 파주시 광탄면 호주골길 171,경기도 파주시 광탄면 용미리 545-47,37.733998941,126.8746135872,239.54,사슴,6,2017-10-30,경기도 파주시청,031-940-4914,2026-05-20
