번호,사업장명,주사육업종,소재지전체주소,사육두수,최종수정시점
487,잠언축산,한우,충청남도 천안시 서북구 성환읍 양령리 ***번지 *호  ,35 ,2025-11-28
488,새한목장,젖소,충청남도 천안시 서북구 입장면 가산리 ***번지 *호  ,45 ,2025-11-28
489,성원농산3농장,한우,충청남도 천안시 동남구 성남면 석곡리 **번지 *호  ,217 ,2025-11-28
490,초하원목장2,한우,충청남도 천안시 서북구 성환읍 어룡리 ***번지 *호  ,115 ,2025-11-28
491,사계절 흑염소 농장,염소,충청남도 천안시 서북구 직산읍 상덕리 ***번지 *호  ,180 ,2025-11-28
492,주식회사 농업회사법인 정원팜스(1),돼지,충청남도 천안시 동남구 성남면 대흥리 ***번지  ,220 ,2025-11-28
493,호재목장,육우,충청남도 천안시 서북구 성환읍 양령리 ***번지 **호  ,50 ,2025-11-28
494,성보목장,젖소,충청남도 천안시 동남구 성남면 봉양리 ***번지  ,62 ,2025-11-28
495,은정목장2,젖소,충청남도 천안시 서북구 성환읍 양령리 ***번지 *호  ,0 ,2025-11-28
496,진세 제2농장,한우,충청남도 천안시 서북구 입장면 용정리 ***번지 *호  ,19 ,2025-11-28
497,형제농장,한우,충청남도 천안시 동남구 풍세면 가송리 *번지 *호  ,45 ,2025-11-28
498,하늘가득한우농장,한우,충청남도 천안시 동남구 풍세면 용정리 ***번지 *호 외 *필지(***-*) ,353 ,2025-11-28
499,기린농장,한우,충청남도 천안시 동남구 병천면 봉항리 **번지  ,58 ,2025-11-28
500,조은목장,한우,"충청남도 천안시 동남구 광덕면 매당리 ***번지 *호 외 *필지(***-*, ***-*) ",96 ,2025-11-28
501,신전한우농장,한우,충청남도 천안시 서북구 입장면 신두리 ***번지 *호  ,0 ,2025-11-28
502,희원농장,한우,충청남도 천안시 동남구 목천읍 운전리 **번지 *호  ,0 ,2025-11-28
503,성원목장,한우,충청남도 천안시 동남구 동면 광덕리 ***번지 *호  ,9 ,2025-11-28
504,선인농장,한우,충청남도 천안시 서북구 성환읍 도하리 ***번지 *호  ,0 ,2025-11-28
505,성산농장,한우,충청남도 천안시 동남구 동면 화덕리 ***번지 *호  ,100 ,2025-11-28
506,도솔사슴농장,사슴,충청남도 천안시 동남구 성남면 용원리 ***번지  ,50 ,2025-11-28
507,농업회사법인미소한우주식회사,한우,충청남도 천안시 서북구 성환읍 양령리 ***번지 *호  ,420 ,2025-11-28
508,일진농장,한우,충청남도 천안시 서북구 성환읍 양령리 ***번지 *호  ,500 ,2025-11-28
509,희석목장,한우,충청남도 천안시 동남구 풍세면 보성리 **번지 *호  ,28 ,2025-11-28
510,다원농장,한우,충청남도 천안시 서북구 성환읍 양령리 ***번지 *호  ,134 ,2025-11-28
511,늘보목장,염소,충청남도 천안시 동남구 동면 장송리 ***번지 *호 외 *필지(***) ,790 ,2025-11-28
512,연하늘,젖소,충청남도 천안시 서북구 성환읍 복모리 ***번지 *호 외 *필지(***-* ,116 ,2025-11-28
513,자연목장,젖소,충청남도 천안시 서북구 성환읍 양령리 ***번지 *호  ,30 ,2025-11-28
514,현대농장,한우,충청남도 천안시 서북구 성환읍 양령리 ***번지 *호  ,217 ,2025-11-28
515,구성농장,한우,충청남도 천안시 동남구 북면 은지리 ***번지 *호  ,102 ,2025-11-28
516,유림농장,육우,"충청남도 천안시 서북구 성환읍 양령리 ***번지 *호 ,***-* ",330 ,2025-11-28
517,수덕목장,젖소,충청남도 천안시 동남구 풍세면 남관리 ***번지 *호 외 *필지(***) ,128 ,2025-11-28
518,덕현 제3농장,육우,충청남도 천안시 서북구 성환읍 양령리 ***번지 *호  ,300 ,2025-11-28
519,풍산농장,한우,충청남도 천안시 동남구 목천읍 소사리 **번지 *호  ,0 ,2025-11-28
520,태성목장 2,한우,충청남도 천안시 서북구 성환읍 양령리 ***번지 *호  ,60 ,2025-11-28
521,황금목장,한우,충청남도 천안시 서북구 성환읍 양령리 ***번지 *호 외 *필지(***-*) ,138 ,2025-11-28
522,충청농장,한우,충청남도 천안시 동남구 풍세면 용정리 ***번지 외 *필지(***) ,44 ,2025-11-28
523,우리목장,한우,충청남도 천안시 서북구 성환읍 안궁리 ***번지 *호  ,109 ,2025-11-28
524,우림농장,한우,충청남도 천안시 서북구 성환읍 양령리 ***번지 *호  ,395 ,2025-11-28
525,황금목장,한우,충청남도 천안시 서북구 성환읍 양령리 ***번지 *호  ,200 ,2025-11-28
526,유라농장,한우,충청남도 천안시 동남구 동면 화덕리 ***번지 외 *필지(***-*) ,130 ,2025-11-28
527,서광목장,한우,충청남도 천안시 서북구 성환읍 대홍리 ***번지 *호  ,59 ,2025-11-28
528,용삼목장,한우,충청남도 천안시 동남구 풍세면 용정리 ***번지 *호 외 *필지(***-*) ,70 ,2025-11-28
529,부흥농장,한우,충청남도 천안시 서북구 성환읍 양령리 ***번지 *호  ,2 ,2025-11-28
530,필승농장,한우,충청남도 천안시 동남구 병천면 송정리 ***번지 *호  ,70 ,2025-11-28
531,용태목장,젖소,충청남도 천안시 서북구 성환읍 신가리 ***번지 *호 외 * (***-*) ,140 ,2025-11-28
532,동남농장,돼지,충청남도 천안시 동남구 병천면 관성리 ***번지 외 * (***) ,1610 ,2025-11-28
533,원천농장,한우,충청남도 천안시 동남구 풍세면 보성리 **번지 *호  ,10 ,2025-11-28
534,유정농장,한우,충청남도 천안시 동남구 북면 은지리 ***번지 *호  ,10 ,2025-11-28
535,영광농장,종계/산란계,"충청남도 천안시 동남구 성남면 신사리 **번지 *호 외 *필지(**, **, **-*, **-*) ",9963 ,2025-11-28
536,보성농장,한우,충청남도 천안시 동남구 풍세면 보성리 ***번지 외 *(***) ,80 ,2025-11-28
537,선경목장,한우,"충청남도 천안시 동남구 병천면 도원리 ***번지 *호 외 *(***-*,***-*,***-*,***-*,***-*,***-*,***-*,***) ",50 ,2025-11-28
538,진주농장2,한우,충청남도 천안시 서북구 성환읍 어룡리 **번지 *호  ,100 ,2025-11-28
539,용원목장,한우,충청남도 천안시 동남구 성남면 용원리 ***번지 *호  ,4 ,2025-11-28
540,황금농장,산란육성계,"충청남도 천안시 동남구 풍세면 보성리 ***번지 외 *필지(***, ***) ",73152 ,2025-11-28
541,황금농장2,종계/산란계,충청남도 천안시 동남구 풍세면 보성리 ***번지  ,36000 ,2025-11-28
542,태수농장,한우,충청남도 천안시 서북구 성환읍 양령리 ***번지 **호  ,0 ,2025-11-28
543,해동목장,젖소,충청남도 천안시 서북구 성환읍 양령리 ***번지 *호  ,50 ,2025-11-28
544,세성농장,육계,충청남도 천안시 동남구 성남면 화성리 ***번지  ,50000 ,2025-11-28
545,반계농장,한우,충청남도 천안시 동남구 동면 화계리 ***번지 *호  ,5 ,2025-11-28
546,보배목장,한우,충청남도 천안시 동남구 병천면 송정리 **번지  ,3 ,2025-11-28
547,일진농장,한우,충청남도 천안시 서북구 성환읍 도하리 ***번지 *호 외*(***-*) ,280 ,2025-11-28
548,나눔농장,육우,충청남도 천안시 서북구 성환읍 도하리 ***번지 *호 외 *(***-*) ,250 ,2025-11-28
549,나우농장,육우,충청남도 천안시 서북구 성환읍 양령리 ***번지 *호 외 *(***-*) ,345 ,2025-11-28
550,신진목장,젖소,충청남도 천안시 서북구 성환읍 양령리 ***번지 *호  ,81 ,2025-11-28
551,덕현목장,육우,충청남도 천안시 서북구 성환읍 양령리 ***번지 **호  ,280 ,2025-11-28
552,부길농장2,육우,충청남도 천안시 서북구 입장면 가산리 ***번지 *호 외 *(***-*) ,250 ,2025-11-28
553,태성목장2,한우,충청남도 천안시 서북구 성환읍 양령리 ***번지 *호  ,300 ,2025-11-28
554,만지원농장,돼지,충청남도 천안시 동남구 북면 상동리 **번지 *호  ,650 ,2025-11-28
555,삼성농장,산양,충청남도 천안시 동남구 병천면 봉항리 ***번지  ,150 ,2025-11-28
556,천안유옥목장,젖소,"충청남도 천안시 서북구 성환읍 양령리 ***번지 외 *필지(***-*, ***-*) ",94 ,2025-11-28
557,청송,한우,"충청남도 천안시 서북구 성환읍 양령리 ***번지 *호 외 *필지(-*,-*,-*,-*) ",400 ,2025-11-28
558,태영농장,한우,충청남도 천안시 동남구 성남면 대흥리 *번지 *호  ,130 ,2025-11-28
559,부길농장9,한우,충청남도 천안시 서북구 성환읍 양령리 ***번지 *호  ,250 ,2025-11-28
560,해솔농장,한우,충청남도 천안시 서북구 입장면 흑암리 ***번지 *호 외 *필지(***-*) ,366 ,2025-11-28
561,대한축산,한우,충청남도 천안시 동남구 병천면 관성리 ***번지 *호  ,124 ,2025-11-28
562,상열농장,한우,충청남도 천안시 동남구 목천읍 운전리 **번지 *호  ,16 ,2025-11-28
563,도윤찬목장,육우,충청남도 천안시 동남구 북면 납안리 ***번지 외 *(***) ,100 ,2025-11-28
564,에스케이농장,한우,충청남도 천안시 동남구 풍세면 풍서리 ***번지  ,50 ,2025-11-28
565,순수농장,육우,충청남도 천안시 서북구 성환읍 양령리 ***번지 *호  ,300 ,2025-11-28
566,알로큰농장,종계/산란계,충청남도 천안시 동남구 북면 연춘리 ***번지 *호  ,7128 ,2025-11-28
567,금평목장,한우,충청남도 천안시 서북구 성환읍 신가리 ***번지 *호  ,760 ,2025-11-28
568,시몬목장,젖소,충청남도 천안시 서북구 성환읍 양령리 ***번지 *호  ,0 ,2025-11-28
569,대림축산,한우,"충청남도 천안시 서북구 성환읍 양령리 ***번지 *호 ,***-* ",296 ,2025-11-28
570,영지농장,한우,충청남도 천안시 동남구 병천면 송정리 ***번지 *호  ,0 ,2025-11-28
571,대림축산,한우,충청남도 천안시 서북구 성환읍 양령리 ***번지 *호 외 *(***-*) ,0 ,2025-11-28
572,부자농장,한우,충청남도 천안시 서북구 성환읍 복모리 ***번지 *호  ,800 ,2025-11-28
573,정철농산,한우,충청남도 천안시 서북구 성환읍 와룡리 ***번지 *호  ,4 ,2025-11-28
574,행복한목장,한우,충청남도 천안시 서북구 성환읍 양령리 ***번지 *호  ,246 ,2025-11-28
575,소사랑축산,육우,"충청남도 천안시 동남구 병천면 매성리 ***번지 외*(***,***,**-*) ",176 ,2025-11-28
576,삼관목장,한우,충청남도 천안시 동남구 풍세면 보성리 ***번지 외*(***) ,342 ,2025-11-28
577,류가네농장,염소,충청남도 천안시 동남구 북면 상동리 ***번지 **호  ,1 ,2025-11-28
578,세명농장,종계/산란계,충청남도 천안시 동남구 성남면 봉양리 ***번지 *호  ,16789 ,2025-11-28
579,용준농장,한우,충청남도 천안시 동남구 풍세면 보성리 ***번지 *호  ,40 ,2025-11-28
580,성원농산2농장,돼지,충청남도 천안시 동남구 동면 장송리 ***번지 *호  ,2278 ,2025-11-28
581,천혜농장,육우,충청남도 천안시 동남구 병천면 병천리 ***번지 *호  ,0 ,2025-11-28
582,서경농축,육우,충청남도 천안시 서북구 성환읍 양령리 ***번지 *호 외*(***-*.**) ,602 ,2025-11-28
583,야지농장,한우,충청남도 천안시 동남구 병천면 송정리 ***번지 *호  ,21 ,2025-11-28
584,평화농장,육우,충청남도 천안시 서북구 성환읍 양령리 ***번지 *호 외*(***-*) ,210 ,2025-11-28
585,신원목장,육우,충청남도 천안시 서북구 성환읍 양령리 ***번지 *호  ,0 ,2025-11-28
586,구도목장,젖소,충청남도 천안시 동남구 동면 구도리 **번지 *호 외*(**-*) ,0 ,2025-11-28
587,자연알로(성남),종계/산란계,충청남도 천안시 동남구 성남면 봉양리 ***번지 *호  ,14625 ,2025-11-28
588,부길농장,육우,충청남도 천안시 서북구 입장면 연곡리 ***번지 *호  ,0 ,2025-11-28
589,정연농장,육우,충청남도 천안시 서북구 입장면 용정리 ***번지 *호  ,0 ,2025-11-28
590,민수목장,젖소,충청남도 천안시 동남구 북면 대평리 ***번지  ,94 ,2025-11-28
591,현대농장(1),한우,충청남도 천안시 서북구 성환읍 도하리 ***번지 *호  ,0 ,2025-11-28
592,대림4농장,한우,충청남도 천안시 서북구 성환읍 양령리 **번지 *호 외*(**-*) ,0 ,2025-11-28
593,농업회사법인(주)두리한우,한우,충청남도 천안시 동남구 성남면 대흥리 **번지 *호  ,0 ,2025-11-28
594,남원농장,한우,충청남도 천안시 동남구 수신면 장산리 ***번지  ,0 ,2025-11-28
595,일진5농장,육우,충청남도 천안시 서북구 성환읍 양령리 ***번지 *호  ,0 ,2025-11-28
596,구성농장,종계/산란계,"충청남도 천안시 동남구 풍세면 용정리 ***번지 *호 외 *(***-*,**) ",18624 ,2025-11-28
597,수호농장,종계/산란계,"충청남도 천안시 동남구 풍세면 가송리 ***번지 *호 외 *(***, ***-*) ",36064 ,2025-11-28
598,은정농장,육우,충청남도 천안시 서북구 성환읍 양령리 ***번지 *호  ,0 ,2025-11-28
599,용삼목장2농장,한우,충청남도 천안시 동남구 풍세면 풍서리 ***번지  ,0 ,2025-11-28
600,가나안목장,한우,충청남도 천안시 서북구 성환읍 와룡리 ***번지 *호  ,0 ,2025-11-28
601,상상한우,한우,충청남도 천안시 서북구 성환읍 양령리 ***번지 *호  ,0 ,2025-11-28
602,다미농장,종계/산란계,충청남도 천안시 동남구 성남면 대흥리 **번지 외 *(**-*) ,22377 ,2025-11-28
603,H·C성환농장,한우,충청남도 천안시 서북구 성환읍 양령리 ***번지 *호  ,0 ,2025-11-28
604,미래목장,육우,충청남도 천안시 동남구 풍세면 가송리 ***번지  ,0 ,2025-11-28
605,참좋은축산,육우,충청남도 천안시 서북구 성환읍 양령리 ***번지 *호  ,0 ,2025-11-28
606,설악농장,육우,충청남도 천안시 서북구 성환읍 안궁리 ***번지 *호  ,0 ,2025-11-28
607,성양목장2,한우,충청남도 천안시 동남구 성남면 화성리 ***번지 *호  ,0 ,2025-11-28
608,삼호한우농장,한우,충청남도 천안시 서북구 입장면 연곡리 ***번지 *호 외 * ,0 ,2025-11-28
609,꼬꼬팜농장,종계/산란계,충청남도 천안시 서북구 입장면 가산리 *번지 *호 외 * ,77760 ,2025-11-28
610,순필목장2,젖소,충청남도 천안시 서북구 성환읍 신가리 ***번지 *호  ,0 ,2025-11-28
611,조은농장,한우,충청남도 천안시 동남구 성남면 신덕리 ***번지 **호  ,0 ,2025-11-28
612,푸른농장,한우,충청남도 천안시 동남구 풍세면 가송리 ***번지  ,0 ,2025-11-28
613,동산흑염소,산양,충청남도 천안시 동남구 동면 행암리 ***번지  ,0 ,2025-11-28
614,화성목장,젖소,충청남도 천안시 동남구 동면 광덕리 **번지 *호  ,0 ,2025-11-28
615,가덕농장,육계,충청남도 천안시 동남구 풍세면 가송리 ***번지 *호  ,60192 ,2025-11-28
616,성우축사,한우,충청남도 천안시 서북구 성환읍 왕림리 *번지 *호  ,0 ,2025-11-28
617,동화농장,한우,충청남도 천안시 동남구 동면 화덕리 ***번지  ,0 ,2025-11-28
618,경륜원,한우,"충청남도 천안시 서북구 성환읍 신가리 ***번지 *호 외 *(***-*,*,*) ",0 ,2025-11-28
619,해오름목장,육우,충청남도 천안시 서북구 성환읍 양령리 ***번지 *호  ,0 ,2025-11-28
620,다온농장,한우,충청남도 천안시 동남구 성남면 석곡리 **번지 **호  ,0 ,2025-11-28
621,남영농장,육우,충청남도 천안시 동남구 성남면 대흥리 **번지 *호  ,0 ,2025-11-28
622,백두목장,한우,충청남도 천안시 동남구 광덕면 매당리 ***번지 *호  ,0 ,2025-11-28
623,한우원목장,한우,충청남도 천안시 서북구 성환읍 양령리 ***번지 *호 외 *(***-*) ,0 ,2025-11-28
624,일진농장,육우,충청남도 천안시 서북구 성환읍 양령리 **번지 *호  ,0 ,2025-11-28
625,옥돌농장,육우,충청남도 천안시 서북구 성환읍 양령리 ***번지 *호  ,0 ,2025-11-28
626,에그머니농장,종계/산란계,충청남도 천안시 동남구 성남면 신덕리 ***번지 외 *필지(***) ,9360 ,2025-11-28
627,푸른 한우농장,한우,"충청남도 천안시 동남구 병천면 관성리 ***번지 *호 외 *필지(***-*,***-*,***-*,***) ",148 ,2025-11-28
628,덕현3농장,육우,충청남도 천안시 서북구 성환읍 양령리 ***번지 *호  ,161 ,2025-11-28
629,호수목장,젖소,충청남도 천안시 서북구 성환읍 양령리 ***번지 *호  ,100 ,2025-11-28
630,별빛축산,돼지,"충청남도 천안시 동남구 병천면 매성리 **번지 외 *(**-*,**,**-*,**-*,**-*) ",3647 ,2025-11-28
631,채움목장,염소,충청남도 천안시 서북구 성환읍 송덕리 **번지  ,200 ,2025-11-28
632,진영농장,한우,충청남도 천안시 동남구 풍세면 용정리 ***번지 *호  ,0 ,2025-11-28
633,가온농장,한우,충청남도 천안시 동남구 성남면 대흥리 **번지 **호  ,0 ,2025-11-28
634,금송농장,한우,충청남도 천안시 동남구 병천면 송정리 ***번지  ,0 ,2025-11-28
635,한우림농장,한우,충청남도 천안시 동남구 목천읍 운전리 **번지 *호 외 *필지(**-*) ,0 ,2025-11-28
636,거성목장,한우,충청남도 천안시 동남구 병천면 관성리 ***번지  ,0 ,2025-11-28
637,가온농장2,한우,충청남도 천안시 동남구 병천면 매성리 ***번지 *호  ,0 ,2025-11-28
638,부대농장,돼지,충청남도 천안시 동남구 동면 송연리 **번지  ,1800 ,2025-11-28
639,진목장,육우,"충청남도 천안시 서북구 직산읍 군동리 ***번지 *호 외 *필지(***-*,-*,***-*,-*) ",0 ,2025-11-28
640,새봄농장,한우,충청남도 천안시 서북구 성환읍 양령리 ***번지 *호  ,0 ,2025-11-28
641,두성오리농장,오리,"충청남도 천안시 동남구 성남면 대흥리 **번지 *호 외 *필지(**-*,**-*,**-*) ",17577 ,2025-11-28
642,아빠사랑팜,종계/산란계,충청남도 천안시 동남구 목천읍 소사리 **번지  ,6480 ,2025-11-28
643,육일목장,젖소,충청남도 천안시 서북구 성환읍 양령리 ***번지 *호 외 *필지(***-**) ,0 ,2025-11-28
644,신진목장,한우,"충청남도 천안시 동남구 북면 대평리 ***번지 ,*** ",220 ,2025-11-28
645,지혜농장,한우,"충청남도 천안시 서북구 성환읍 양령리 ***번지 *호 외 *필지(**-*, **-*) ",0 ,2025-11-28
646,초심농장,한우,"충청남도 천안시 동남구 수신면 장산리 ***번지 외 *필지(***,***-*,***-*,***-*) ",0 ,2025-11-28
647,상규농장,한우,충청남도 천안시 동남구 성남면 대흥리 ***번지  ,0 ,2025-11-28
648,준근농장,한우,충청남도 천안시 동남구 북면 은지리 ***번지 *호  ,0 ,2025-11-28
649,농업회사법인한솔목장주식회사,한우,충청남도 천안시 서북구 성환읍 양령리 ***번지 *호  ,0 ,2025-11-28
650,이든농장,종계/산란계,충청남도 천안시 동남구 성남면 봉양리 ***번지 이든농장 ,4320 ,2025-11-28
651,한진목장,육우,충청남도 천안시 서북구 성환읍 안궁리 ***번지 *호  ,0 ,2025-11-28
652,서응농장,염소,충청남도 천안시 동남구 광덕면 광덕리 ***번지 **호  ,0 ,2025-11-28
653,서응농장,한우,충청남도 천안시 동남구 광덕면 광덕리 ***번지 **호 외 *필지(***-**) ,0 ,2025-11-28
654,나래농장,육우,충청남도 천안시 서북구 성환읍 양령리 ***번지 *호 외 *필지(***-**) ,0 ,2025-11-28
655,다감농장,한우,충청남도 천안시 서북구 성환읍 신가리 ***번지 *호 외*필지 ,0 ,2025-11-28
656,부길농장,육우,충청남도 천안시 서북구 성환읍 양령리 ***번지 *호 외 *필지 ,0 ,2025-11-28
657,준목장,한우,충청남도 천안시 동남구 북면 은지리 ***번지 *호  ,0 ,2025-11-28
658,복사골농장,한우,충청남도 천안시 동남구 성남면 대흥리 *번지 *호 외 *필지(*-*) ,0 ,2025-11-28
659,대산목장,한우,충청남도 천안시 동남구 성남면 용원리 ***번지  ,0 ,2025-11-28
660,연수농장,육계,"충청남도 천안시 서북구 성환읍 신방리 **번지 외 *필지(**-*,**-*) ",66013 ,2025-11-28
661,부흥농장,한우,충청남도 천안시 서북구 성환읍 양령리 ***번지 *호  ,0 ,2025-11-28
662,유림농장,한우,충청남도 천안시 서북구 성환읍 양령리 ***번지 *호  ,0 ,2025-11-28
663,소랭이농장,한우,충청남도 천안시 동남구 북면 은지리 ***번지 *호  ,142 ,2025-11-28
664,구신목장,한우,충청남도 천안시 동남구 병천면 도원리 ***번지 *호  ,0 ,2025-11-28
665,덕현목장 4농장,육우,충청남도 천안시 서북구 성환읍 양령리 ***번지 *호  ,0 ,2025-11-28
666,승현농장,한우,"충청남도 천안시 동남구 풍세면 보성리 **번지 *호 , **-* ",0 ,2025-11-28
667,태수농장2,한우,충청남도 천안시 서북구 성환읍 양령리 ***번지 **호  ,0 ,2025-11-28
668,행복한농장,한우,충청남도 천안시 동남구 성남면 봉양리 ***번지 *호  ,0 ,2025-11-28
669,시온1목장,젖소,충청남도 천안시 동남구 수신면 백자리 ***번지 *호 외 *필지(***-*) ,0 ,2025-11-28
670,교림2농장,육우,충청남도 천안시 서북구 입장면 연곡리 ***번지 *호 외*필지 (***-*) ,7 ,2025-11-28
671,프렌드농장,육우,충청남도 천안시 서북구 성환읍 양령리 ***번지 *호  ,0 ,2025-11-28
672,천안FVT유산양목장,염소,"충청남도 천안시 서북구 성환읍 양령리 ***번지 *호 외 *필지(***-*, ***-*, ***-*) ",0 ,2025-11-28
673,현우농장,한우,충청남도 천안시 동남구 동면 화덕리 ***번지 *호  ,0 ,2025-11-28
674,개운농장,종계/산란계,충청남도 천안시 동남구 북면 명덕리 ***번지 *호 ***번지 ,4800 ,2025-11-28
675,피그텔,돼지,"충청남도 천안시 동남구 병천면 봉항리 ***번지 *호 외 *필지(***-*, 산 ***, ***, ***-*, -*, ***-*, -*) ",4783 ,2025-11-28
676,대원농장,한우,충청남도 천안시 동남구 북면 상동리 ***-**번지  ,0 ,2025-11-28
677,산성가축,산양,충청남도 천안시 동남구 병천면 송정리 ***번지 *호  ,0 ,2025-11-28
678,서경농축3농장,한우,"충청남도 천안시 서북구 성환읍 신가리 ***번지 *호 외 *(***-*,***-*) ",0 ,2025-11-28
679,영숙농장,한우,충청남도 천안시 동남구 목천읍 소사리 ***번지 **호  ,0 ,2025-11-28
680,농업회사법인 숲이랑,젖소,충청남도 천안시 서북구 성환읍 율금리 ***번지 **호 외 *(***-*) ,0 ,2025-11-28
681,윤스팜 제3농장,한우,충청남도 천안시 서북구 성환읍 신가리 ***번지 *호  ,0 ,2025-11-28
682,윤스팜 제4농장,한우,"충청남도 천안시 서북구 성환읍 신가리 ***번지 *호 외 * (***-*, -*, -*) ",0 ,2025-11-28
683,농업회사법인양지팜(유),한우,충청남도 천안시 서북구 성환읍 신가리 ***번지 *호  ,0 ,2025-11-28
684,대흥농장,염소,충청남도 천안시 동남구 성남면 대흥리 *번지 *호  ,200 ,2025-11-28
685,부자농장,한우,충청남도 천안시 서북구 성환읍 복모리 ***번지 **호  ,0 ,2025-11-28
686,민규1목장,한우,충청남도 천안시 동남구 북면 납안리 ***번지  ,0 ,2025-11-28
687,수연농장,한우,충청남도 천안시 동남구 성남면 대흥리 *번지 *호  ,0 ,2025-11-28
688,부길농장3,한우,"충청남도 천안시 서북구 성환읍 안궁리 ***번지 *호 외 *필지(***-*, -*, -*, -*) ",0 ,2025-11-28
689,동트는농원,염소,충청남도 천안시 동남구 성남면 봉양리 ***번지 *호  ,200 ,2025-11-28
690,서광성목장,젖소,"충청남도 천안시 서북구 성환읍 양령리 ***번지 *호 외 *필지(***-*, -*) ",0 ,2025-11-28
691,푸른2목장,한우,충청남도 천안시 동남구 풍세면 삼태리 ***번지 *호  ,0 ,2025-11-28
692,남충농장,한우,충청남도 천안시 동남구 풍세면 가송리 ***번지  ,0 ,2025-11-28
693,광화농장,염소,충청남도 천안시 동남구 광덕면 원덕리 ***번지 *호  ,0 ,2025-11-28
694,힘찬염소농장,염소,"충청남도 천안시 서북구 성환읍 송덕리 ***번지 *호 외 *필지(***-*,***) ",0 ,2025-11-28
695,풍남농장,육우,충청남도 천안시 동남구 풍세면 가송리 ***번지  ,0 ,2025-11-28
696,정우목장,한우,충청남도 천안시 서북구 입장면 가산리 ***번지 *호 외 *(***-*) ,0 ,2025-11-28
697,성환염소농장,염소,충청남도 천안시 서북구 성환읍 왕림리 ***번지 외 *필지(***-**) ,0 ,2025-11-28
698,일심농장,염소,충청남도 천안시 동남구 풍세면 가송리 ***번지 *호  ,0 ,2025-11-28
699,수지목장 2농장,육우,충청남도 천안시 동남구 동면 수남리 **번지 외 *필지(**) ,0 ,2025-11-28
700,원규농장,한우,충청남도 천안시 동남구 병천면 봉항리 ***번지  ,0 ,2025-11-28
701,순길목장,육우,충청남도 천안시 서북구 성환읍 대홍리 ***번지 *호 외 * (***) ,0 ,2025-11-28
702,보성농장,한우,충청남도 천안시 동남구 병천면 관성리 ***번지 *호  ,0 ,2025-11-28
703,해성4농장,돼지,충청남도 천안시 동남구 동면 구도리 **번지 *호  ,1842 ,2025-11-28
704,매미농장,한우,충청남도 천안시 동남구 병천면 매성리 **번지 *호  ,44 ,2025-11-28
705,보성농장,염소,충청남도 천안시 동남구 구룡동 ***번지 *호  ,0 ,2025-11-28
706,산성농장,염소,충청남도 천안시 동남구 병천면 송정리 ***외*(***) ,0 ,2025-11-28
707,대경농장,육계,충청남도 천안시 동남구 풍세면 보성리 **번지 *호 외 *필지(**-*) ,46000 ,2025-11-28
708,효제농장,한우,충청남도 천안시 동남구 성남면 석곡리 **번지 **호  ,200 ,2025-11-28
709,소망농장,한우,충청남도 천안시 동남구 풍세면 용정리 ***번지 *호  ,20 ,2025-11-28
710,종민농장,한우,충청남도 천안시 동남구 북면 상동리 ***번지 **호  ,22 ,2025-11-28
711,승훈농장,한우,충청남도 천안시 동남구 풍세면 보성리 ***번지  ,64 ,2025-11-28
712,유일사슴목장,사슴,충청남도 천안시 동남구 신방동 ***번지 *호  ,66 ,2025-11-28
713,진공농장,산양,충청남도 천안시 동남구 동면 동산리 ***번지 *호  ,60 ,2025-11-28
714,상도농장,한우,충청남도 천안시 동남구 풍세면 용정리 ***번지  ,45 ,2025-11-28
715,삼포농장,한우,충청남도 천안시 동남구 풍세면 용정리 ***번지 *호  ,3 ,2025-11-28
716,경선농장,한우,충청남도 천안시 동남구 풍세면 용정리 ***번지  ,6 ,2025-11-28
717,상호농장,한우,충청남도 천안시 동남구 광덕면 매당리 **번지 외 *(**-*) ,9 ,2025-11-28
718,덕일농장,한우,충청남도 천안시 동남구 목천읍 덕전리 ***번지 *호  ,5 ,2025-11-28
719,수원농장,한우,충청남도 천안시 동남구 풍세면 남관리 ***번지  ,6 ,2025-11-28
720,상마농장,한우,충청남도 천안시 동남구 풍세면 가송리 ***번지 *호  ,5 ,2025-11-28
721,신라농장,한우,충청남도 천안시 동남구 풍세면 보성리 ***번지 *호  ,9 ,2025-11-28
722,대선농장,한우,충청남도 천안시 동남구 풍세면 용정리 ***번지  ,7 ,2025-11-28
723,풍세메추리농장,메추리,충청남도 천안시 동남구 풍세면 삼태리 **번지  ,80000 ,2025-11-28
724,마을농장,한우,충청남도 천안시 동남구 광덕면 매당리 ***번지  ,9 ,2025-11-28
725,재용농장,한우,충청남도 천안시 동남구 광덕면 매당리 **번지 *호  ,14 ,2025-11-28
726,가나농장,한우,충청남도 천안시 동남구 광덕면 매당리 **번지 *호  ,5 ,2025-11-28
727,서일농장,한우,충청남도 천안시 동남구 광덕면 매당리 ***번지  ,23 ,2025-11-28
728,오성농장,한우,충청남도 천안시 동남구 광덕면 신덕리 ***번지  ,1 ,2025-11-28
729,삼흥농장,한우,충청남도 천안시 동남구 광덕면 보산원리 ***번지  ,12 ,2025-11-28
730,종만농장,한우,충청남도 천안시 동남구 북면 양곡리 ***번지  ,2 ,2025-11-28
731,남중농장,한우,충청남도 천안시 동남구 목천읍 운전리 **번지 *호  ,59 ,2025-11-28
732,와촌농장,한우,충청남도 천안시 동남구 병천면 송정리 ***번지 *호  ,27 ,2025-11-28
