농장명,행정동명,소재지주소,축종,사육두수,관리기관명,데이터기준일자
우리한우,연무읍,충청남도 논산시 연무읍 신화리 1357-3,한우,25,충청남도 논산시 축수산과,2024-09-30
농장,연무읍,충청남도 논산시 연무읍 봉동리 1177-8,한우,52,충청남도 논산시 축수산과,2024-09-30
농장,광석면,충청남도 논산시 광석면 천동리 626-1,한우,52,충청남도 논산시 축수산과,2024-09-30
농장,연산면,충청남도 논산시 연산면 덕암리 157,한우,53,충청남도 논산시 축수산과,2024-09-30
농장,연무읍,충청남도 논산시 연무읍 황화정리 575,한우,53,충청남도 논산시 축수산과,2024-09-30
충남한우원,성동면,충청남도 논산시 성동면 화정리 462-5,한우,25,충청남도 논산시 축수산과,2024-09-30
농장,가야곡면,충청남도 논산시 가야곡면 삼전리 105,한우,55,충청남도 논산시 축수산과,2024-09-30
농장,광석면,충청남도 논산시 광석면 천동리 284-2,한우,55,충청남도 논산시 축수산과,2024-09-30
농장,연산면,충청남도 논산시 연산면 오산리 369-4,한우,55,충청남도 논산시 축수산과,2024-09-30
농장,양촌면,충청남도 논산시 양촌면 신기리 189-7,한우,56,충청남도 논산시 축수산과,2024-09-30
농장,성동면,충청남도 논산시 성동면 원남리 1130-4,한우,59,충청남도 논산시 축수산과,2024-09-30
농장,연무읍,충청남도 논산시 연무읍 고내리 239,한우,60,충청남도 논산시 축수산과,2024-09-30
농장,연무읍,충청남도 논산시 연무읍 안심리 169,한우,60,충청남도 논산시 축수산과,2024-09-30
농장,광석면,충청남도 논산시 광석면 광리 179-5,염소,60,충청남도 논산시 축수산과,2024-09-30
농장,연무읍,충청남도 논산시 연무읍 고내리 696,염소,60,충청남도 논산시 축수산과,2024-09-30
농장,연무읍,충청남도 논산시 연무읍 신화리 1386-6,한우,62,충청남도 논산시 축수산과,2024-09-30
농장,노성면,충청남도 논산시 노성면 하도리 산 16-2,한우,66,충청남도 논산시 축수산과,2024-09-30
농장,벌곡면,충청남도 논산시 벌곡면 사정리 426,한우,70,충청남도 논산시 축수산과,2024-09-30
농장,연무읍,충청남도 논산시 연무읍 소룡리 480-5,한우,70,충청남도 논산시 축수산과,2024-09-30
농장,양촌면,충청남도 논산시 양촌면 중산리 318-2,한우,70,충청남도 논산시 축수산과,2024-09-30
갈미축산,광석면,충청남도 논산시 광석면 갈산리 433-5,한우,26,충청남도 논산시 축수산과,2024-09-30
김**축사,상월면,충청남도 논산시 상월면 상도리 68-2,한우,26,충청남도 논산시 축수산과,2024-09-30
농장,가야곡면,충청남도 논산시 가야곡면 목곡리 354-1,산양,70,충청남도 논산시 축수산과,2024-09-30
농장,연산면,충청남도 논산시 연산면 신양리 65,한우,71,충청남도 논산시 축수산과,2024-09-30
농장,성동면,충청남도 논산시 성동면 우곤리 697-2,한우,78,충청남도 논산시 축수산과,2024-09-30
농장,부적면,충청남도 논산시 부적면 덕평리 386-4,한우,90,충청남도 논산시 축수산과,2024-09-30
농장,노성면,충청남도 논산시 노성면 효죽리 113,한우,96,충청남도 논산시 축수산과,2024-09-30
농장,광석면,충청남도 논산시 광석면 왕전리 479,한우,100,충청남도 논산시 축수산과,2024-09-30
농장,연무읍,충청남도 논산시 연무읍 마전리 650-1,육우,100,충청남도 논산시 축수산과,2024-09-30
김** 축사,부적면,충청남도 논산시 부적면 덕평리 349-6,한우,28,충청남도 논산시 축수산과,2024-09-30
정**축사,광석면,충청남도 논산시 광석면 득윤리 225-1,한우,29,충청남도 논산시 축수산과,2024-09-30
농장,성동면,충청남도 논산시 성동면 우곤리 1304-3,한우,100,충청남도 논산시 축수산과,2024-09-30
임**축사,부적면,충청남도 논산시 부적면 신교리 98-3,한우,29,충청남도 논산시 축수산과,2024-09-30
농장,연무읍,충청남도 논산시 연무읍 마전리 298-67,산양,100,충청남도 논산시 축수산과,2024-09-30
농장,성동면,충청남도 논산시 성동면 정지리 81-1,산양,100,충청남도 논산시 축수산과,2024-09-30
농장,가야곡면,충청남도 논산시 가야곡면 삼전리 395-7,한우,100,충청남도 논산시 축수산과,2024-09-30
농장,연산면,충청남도 논산시 연산면 고양리 186-8,염소,100,충청남도 논산시 축수산과,2024-09-30
농장,벌곡면,충청남도 논산시 벌곡면 도산리 328,염소,100,충청남도 논산시 축수산과,2024-09-30
김**축사,노성면,충청남도 논산시 노성면 효죽리 357-6,한우,29,충청남도 논산시 축수산과,2024-09-30
여**축사,성동면,충청남도 논산시 성동면 월성리 335-3,한우,29,충청남도 논산시 축수산과,2024-09-30
농장,광석면,충청남도 논산시 광석면 갈산리 712-2,한우,100,충청남도 논산시 축수산과,2024-09-30
농장,노성면,충청남도 논산시 노성면 죽림리 124-4,한우,100,충청남도 논산시 축수산과,2024-09-30
농장,연무읍,충청남도 논산시 연무읍 신화리 117,한우,110,충청남도 논산시 축수산과,2024-09-30
농장,성동면,충청남도 논산시 성동면 개척리 42,한우,110,충청남도 논산시 축수산과,2024-09-30
농장,성동면,충청남도 논산시 성동면 개척리 28-13,한우,120,충청남도 논산시 축수산과,2024-09-30
농장,연무읍,충청남도 논산시 연무읍 봉동리 1229-8,젖소,130,충청남도 논산시 축수산과,2024-09-30
농장,부적면,충청남도 논산시 부적면 신교리 710-18,한우,130,충청남도 논산시 축수산과,2024-09-30
농장,광석면,충청남도 논산시 광석면 갈산리 712-7,한우,130,충청남도 논산시 축수산과,2024-09-30
농장,광석면,충청남도 논산시 광석면 산동리 82-5,한우,150,충청남도 논산시 축수산과,2024-09-30
유정목장,광석면,충청남도 논산시 광석면 갈산리 518-14,한우,30,충청남도 논산시 축수산과,2024-09-30
농장,가야곡면,충청남도 논산시 가야곡면 목곡리 476-2,한우,193,충청남도 논산시 축수산과,2024-09-30
농장,부적면,충청남도 논산시 부적면 반송리 274-7,산양,300,충청남도 논산시 축수산과,2024-09-30
농장,상월면,충청남도 논산시 상월면 학당리 56-1,돼지,400,충청남도 논산시 축수산과,2024-09-30
농장,광석면,충청남도 논산시 광석면 율리 310-32,돼지,450,충청남도 논산시 축수산과,2024-09-30
농장,부적면,충청남도 논산시 부적면 반송리 478-1,산양,500,충청남도 논산시 축수산과,2024-09-30
농장,광석면,충청남도 논산시 광석면 율리 278,돼지,600,충청남도 논산시 축수산과,2024-09-30
농장,노성면,충청남도 논산시 노성면 하도리 505-20,돼지,900,충청남도 논산시 축수산과,2024-09-30
농장,연무읍,충청남도 논산시 연무읍 동산리 193,돼지,1600,충청남도 논산시 축수산과,2024-09-30
농장,광석면,충청남도 논산시 광석면 중리 175,돼지,1800,충청남도 논산시 축수산과,2024-09-30
농장,연산면,충청남도 논산시 연산면 덕암리 477-2,돼지,3000,충청남도 논산시 축수산과,2024-09-30
늘푸른농장,연무읍,충청남도 논산시 연무읍 신화리 1351-4,한우,400,충청남도 논산시 축수산과,2024-09-30
다복농장,가야곡면,충청남도 논산시 가야곡면 등리 40-4,돼지,850,충청남도 논산시 축수산과,2024-09-30
다솔농장,광석면,충청남도 논산시 광석면 득윤리 105-2,한우,27,충청남도 논산시 축수산과,2024-09-30
다우한우농장,성동면,충청남도 논산시 성동면 우곤리 1536-2,한우,400,충청남도 논산시 축수산과,2024-09-30
달콤농장,은진면,충청남도 논산시 은진면 시묘리 230-7,한우,58,충청남도 논산시 축수산과,2024-09-30
대경농장,광석면,충청남도 논산시 광석면 왕전리 540-2,한우,102,충청남도 논산시 축수산과,2024-09-30
대광농장,양촌면,충청남도 논산시 양촌면 반암리 60-2,한우,17,충청남도 논산시 축수산과,2024-09-30
대광농장,광석면,충청남도 논산시 광석면 중리 162-1,돼지,2000,충청남도 논산시 축수산과,2024-09-30
김** 축사,노성면,충청남도 논산시 노성면 효죽리 122,한우,31,충청남도 논산시 축수산과,2024-09-30
대광농장,광석면,충청남도 논산시 광석면 중리 522-84,돼지,4000,충청남도 논산시 축수산과,2024-09-30
대근농장,연무읍,충청남도 논산시 연무읍 양지리 16-6,돼지,2100,충청남도 논산시 축수산과,2024-09-30
대금성농장,벌곡면,충청남도 논산시 벌곡면 조령리 369-2,한우,19,충청남도 논산시 축수산과,2024-09-30
강**축사,채운면,충청남도 논산시 채운면 심암리 159-8,한우,31,충청남도 논산시 축수산과,2024-09-30
경북목장,노성면,충청남도 논산시 노성면 병사리 332,젖소,32,충청남도 논산시 축수산과,2024-09-30
대길농장,상월면,충청남도 논산시 상월면 석종리 44-1,돼지,300,충청남도 논산시 축수산과,2024-09-30
대림농장,은진면,충청남도 논산시 은진면 성덕리 340-1,한우,20,충청남도 논산시 축수산과,2024-09-30
대명농장,상월면,충청남도 논산시 상월면 대명리 14-68,한우,221,충청남도 논산시 축수산과,2024-09-30
대명한우농장,부적면,충청남도 논산시 부적면 신교리 710-19,한우,70,충청남도 논산시 축수산과,2024-09-30
대박농장,연무읍,충청남도 논산시 연무읍 동산리 323,돼지,500,충청남도 논산시 축수산과,2024-09-30
대성농장,채운면,충청남도 논산시 채운면 심암리 389-1,한우,45,충청남도 논산시 축수산과,2024-09-30
박** 축사,양촌면,충청남도 논산시 양촌면 남산리 464-4,한우,34,충청남도 논산시 축수산과,2024-09-30
대성농장,광석면,충청남도 논산시 광석면 산동리 64-12,한우,70,충청남도 논산시 축수산과,2024-09-30
대성농장,벌곡면,충청남도 논산시 벌곡면 만목리 431-1,돼지,950,충청남도 논산시 축수산과,2024-09-30
대성한우농장,은진면,충청남도 논산시 은진면 용산리 274-2,한우,120,충청남도 논산시 축수산과,2024-09-30
대우농장,상월면,충청남도 논산시 상월면 대우리 238-3,한우,5,충청남도 논산시 축수산과,2024-09-30
장**축사,가야곡면,충청남도 논산시 가야곡면 강청리 333-46,한우,35,충청남도 논산시 축수산과,2024-09-30
대인농장,광석면,충청남도 논산시 광석면 율리 310-71,돼지,350,충청남도 논산시 축수산과,2024-09-30
대인농장,채운면,충청남도 논산시 채운면 우기리 234,돼지,530,충청남도 논산시 축수산과,2024-09-30
소** 축사,광석면,충청남도 논산시 광석면 항월리 24-5,한우,35,충청남도 논산시 축수산과,2024-09-30
대인농장,광석면,충청남도 논산시 광석면 율리 310-70,돼지,828,충청남도 논산시 축수산과,2024-09-30
대풍한우농장,부적면,충청남도 논산시 부적면 신교리 27,한우,105,충청남도 논산시 축수산과,2024-09-30
대홍농장,양촌면,충청남도 논산시 양촌면 반곡리 100,한우,25,충청남도 논산시 축수산과,2024-09-30
더덕농장,광석면,충청남도 논산시 광석면 사월리 292-23,한우,100,충청남도 논산시 축수산과,2024-09-30
김**축사,부적면,충청남도 논산시 부적면 덕평리 782-1,한우,36,충청남도 논산시 축수산과,2024-09-30
덕성1농장,가야곡면,충청남도 논산시 가야곡면 강청리 611-2,한우,80,충청남도 논산시 축수산과,2024-09-30
덕성2농장,가야곡면,충청남도 논산시 가야곡면 강청리 152-4,한우,24,충청남도 논산시 축수산과,2024-09-30
덕일농장,은진면,충청남도 논산시 은진면 남산리 산 29-3,돼지,21,충청남도 논산시 축수산과,2024-09-30
덕일농장,성동면,충청남도 논산시 성동면 삼산리 372-5,젖소,39,충청남도 논산시 축수산과,2024-09-30
광석한우단지,광석면,충청남도 논산시 광석면 신당리 66-1,한우,38,충청남도 논산시 축수산과,2024-09-30
덕진 2 농장,은진면,충청남도 논산시 은진면 시묘리 57-1,돼지,3400,충청남도 논산시 축수산과,2024-09-30
덕진농장,연무읍,충청남도 논산시 연무읍 동산리 197-2,돼지,1800,충청남도 논산시 축수산과,2024-09-30
일환축사,성동면,충청남도 논산시 성동면 원남리 921,한우,39,충청남도 논산시 축수산과,2024-09-30
도담 염소농장,노성면,충청남도 논산시 노성면 죽림리 364-8,염소,70,충청남도 논산시 축수산과,2024-09-30
도**농장,성동면,충청남도 논산시 성동면 우곤리 88-4,한우,13,충청남도 논산시 축수산과,2024-09-30
동명농장,노성면,충청남도 논산시 노성면 하도리 368,돼지,2557,충청남도 논산시 축수산과,2024-09-30
동아원 시험농장,지산동,충청남도 논산시 지산동 523,육우,1250,충청남도 논산시 축수산과,2024-09-30
동옥농장,성동면,충청남도 논산시 성동면 우곤리 17-5,돼지,1200,충청남도 논산시 축수산과,2024-09-30
동원농장,광석면,충청남도 논산시 광석면 율리 310-46,한우,35,충청남도 논산시 축수산과,2024-09-30
동제농장,광석면,충청남도 논산시 광석면 신당리 10-3,한우,50,충청남도 논산시 축수산과,2024-09-30
동해농장,상월면,충청남도 논산시 상월면 대명리 132-2,한우,19,충청남도 논산시 축수산과,2024-09-30
동현농장,양촌면,충청남도 논산시 양촌면 도평리 30,돼지,700,충청남도 논산시 축수산과,2024-09-30
두레농장,연무읍,충청남도 논산시 연무읍 양지리 16-5,돼지,1374,충청남도 논산시 축수산과,2024-09-30
두월농장,가야곡면,충청남도 논산시 가야곡면 두월리 478,한우,107,충청남도 논산시 축수산과,2024-09-30
득윤농장,광석면,충청남도 논산시 광석면 득윤리 566-13,돼지,500,충청남도 논산시 축수산과,2024-09-30
마산농장,연무읍,충청남도 논산시 연무읍 마산리 524,한우,30,충청남도 논산시 축수산과,2024-09-30
만수농장,부적면,충청남도 논산시 부적면 신교리 283,한우,21,충청남도 논산시 축수산과,2024-09-30
만우농장,연무읍,충청남도 논산시 연무읍 신화리 1353-10,한우,50,충청남도 논산시 축수산과,2024-09-30
E.G.FARM,성동면,충청남도 논산시 성동면 우곤리 762,한우,40,충청남도 논산시 축수산과,2024-09-30
맘보농장,상월면,충청남도 논산시 상월면 대명리 409,한우,10,충청남도 논산시 축수산과,2024-09-30
명성농장,채운면,충청남도 논산시 채운면 심암리 174-14,한우,15,충청남도 논산시 축수산과,2024-09-30
명천농장,연무읍,충청남도 논산시 연무읍 마전리 768-46,돼지,2301,충청남도 논산시 축수산과,2024-09-30
명현농장,광석면,충청남도 논산시 광석면 갈산리 120-1,젖소,80,충청남도 논산시 축수산과,2024-09-30
종현목장,광석면,충청남도 논산시 광석면 왕전리 514-47,젖소,40,충청남도 논산시 축수산과,2024-09-30
명현농장,연무읍,충청남도 논산시 연무읍 동산리 388,돼지,2500,충청남도 논산시 축수산과,2024-09-30
문교농장,광석면,충청남도 논산시 광석면 득윤리 42-29,한우,26,충청남도 논산시 축수산과,2024-09-30
문성광석농장,광석면,충청남도 논산시 광석면 중리 161-2,돼지,70,충청남도 논산시 축수산과,2024-09-30
문성농장2,연무읍,충청남도 논산시 연무읍 고내리 628-7,돼지,2508,충청남도 논산시 축수산과,2024-09-30
홍**축사,양촌면,충청남도 논산시 양촌면 임화리 529,한우,41,충청남도 논산시 축수산과,2024-09-30
거성 그린목장,연산면,충청남도 논산시 연산면 표정리 137-4,한우,43,충청남도 논산시 축수산과,2024-09-30
명품한우,가야곡면,충청남도 논산시 가야곡면 삼전리 231-4,한우,44,충청남도 논산시 축수산과,2024-09-30
민농장,광석면,충청남도 논산시 광석면 율리 310-48,돼지,680,충청남도 논산시 축수산과,2024-09-30
민영농장,채운면,충청남도 논산시 채운면 삼거리 1010-3,한우,4,충청남도 논산시 축수산과,2024-09-30
박**농장,연무읍,충청남도 논산시 연무읍 금곡리 117-12,한우,7,충청남도 논산시 축수산과,2024-09-30
박**농장,연무읍,충청남도 논산시 연무읍 신화리 325-19,한우,33,충청남도 논산시 축수산과,2024-09-30
박**농장,양촌면,충청남도 논산시 양촌면 거사리 325-1,한우,20,충청남도 논산시 축수산과,2024-09-30
박**농장,채운면,충청남도 논산시 채운면 심암리 58-2,한우,29,충청남도 논산시 축수산과,2024-09-30
김**축사,양촌면,충청남도 논산시 양촌면 도평리 507-4,한우,46,충청남도 논산시 축수산과,2024-09-30
밤비네농장,등화동,충청남도 논산시 등화동 398-3,사슴,2,충청남도 논산시 축수산과,2024-09-30
방**농장,채운면,충청남도 논산시 채운면 용화리 56,한우,8,충청남도 논산시 축수산과,2024-09-30
방주농장,노성면,충청남도 논산시 노성면 죽림리 29-11,돼지,2000,충청남도 논산시 축수산과,2024-09-30
우리목장,상월면,충청남도 논산시 상월면 석종리 42-2,젖소,49,충청남도 논산시 축수산과,2024-09-30
백석농장,연산면,충청남도 논산시 연산면 어은리 617-3,돼지,2500,충청남도 논산시 축수산과,2024-09-30
황화목장,연무읍,충청남도 논산시 연무읍 황화정리 459-1,젖소,50,충청남도 논산시 축수산과,2024-09-30
부부농장,노성면,충청남도 논산시 노성면 송당리 252,한우,18,충청남도 논산시 축수산과,2024-09-30
부성농장,광석면,충청남도 논산시 광석면 오강리 83,한우,68,충청남도 논산시 축수산과,2024-09-30
윤** 축사,노성면,충청남도 논산시 노성면 송당리 266-1,한우,50,충청남도 논산시 축수산과,2024-09-30
부원농장,가야곡면,충청남도 논산시 가야곡면 등리 386,한우,25,충청남도 논산시 축수산과,2024-09-30
부윤농장,부적면,충청남도 논산시 부적면 왕덕리 443-1,한우,30,충청남도 논산시 축수산과,2024-09-30
비룡농장,성동면,충청남도 논산시 성동면 원남리 1061-25,한우,130,충청남도 논산시 축수산과,2024-09-30
광석 한우 단지,광석면,충청남도 논산시 광석면 신당리 66-2,한우,50,충청남도 논산시 축수산과,2024-09-30
비오농장,연무읍,충청남도 논산시 연무읍 양지리 16-5,돼지,1200,충청남도 논산시 축수산과,2024-09-30
고내목장,연무읍,충청남도 논산시 연무읍 봉동리 1294-10,젖소,50,충청남도 논산시 축수산과,2024-09-30
빛나농장,벌곡면,충청남도 논산시 벌곡면 신양리 455-3,염소,1,충청남도 논산시 축수산과,2024-09-30
형제축산,양촌면,충청남도 논산시 양촌면 반암리 268-5,한우,50,충청남도 논산시 축수산과,2024-09-30
사암농장,연산면,충청남도 논산시 연산면 사포리 583-8,한우,70,충청남도 논산시 축수산과,2024-09-30
사포농장,연산면,충청남도 논산시 연산면 사포리 194-3,돼지,7000,충청남도 논산시 축수산과,2024-09-30
승환목장,연산면,충청남도 논산시 연산면 백석리 630-4,한우,50,충청남도 논산시 축수산과,2024-09-30
산동농장,연무읍,충청남도 논산시 연무읍 양지리 27,돼지,1500,충청남도 논산시 축수산과,2024-09-30
삼구농장,부적면,충청남도 논산시 부적면 덕평리 796-2,한우,80,충청남도 논산시 축수산과,2024-09-30
삼남농장,연산면,충청남도 논산시 연산면 사포리 196-64,산양,11,충청남도 논산시 축수산과,2024-09-30
삼성2농장,연무읍,충청남도 논산시 연무읍 양지리 16-104,돼지,2800,충청남도 논산시 축수산과,2024-09-30
삼은농장,성동면,충청남도 논산시 성동면 원봉리 417-6,염소,84,충청남도 논산시 축수산과,2024-09-30
삼익농장,부적면,충청남도 논산시 부적면 아호리 680-1,한우,197,충청남도 논산시 축수산과,2024-09-30
삼일농장,채운면,충청남도 논산시 채운면 삼거리 900-1,한우,50,충청남도 논산시 축수산과,2024-09-30
삼천리농장,가야곡면,충청남도 논산시 가야곡면 목곡리 437-8,한우,4,충청남도 논산시 축수산과,2024-09-30
삼호농장,성동면,충청남도 논산시 성동면 삼호리 26,한우,29,충청남도 논산시 축수산과,2024-09-30
삼흥농장,노성면,충청남도 논산시 노성면 죽림리 242-4,한우,15,충청남도 논산시 축수산과,2024-09-30
상봉농장,연무읍,충청남도 논산시 연무읍 봉동리 1186-7,젖소,130,충청남도 논산시 축수산과,2024-09-30
상현농장,광석면,충청남도 논산시 광석면 율리 318,돼지,650,충청남도 논산시 축수산과,2024-09-30
새마을농장,부적면,충청남도 논산시 부적면 덕평리 781-1,한우,60,충청남도 논산시 축수산과,2024-09-30
새하늘농장,상월면,충청남도 논산시 상월면 석종리 525-4,한우,3,충청남도 논산시 축수산과,2024-09-30
샘터농장,연산면,충청남도 논산시 연산면 관동리 255-1,돼지,785,충청남도 논산시 축수산과,2024-09-30
생동농장,연무읍,충청남도 논산시 연무읍 봉동리 1254-2,젖소,45,충청남도 논산시 축수산과,2024-09-30
진철목장,연산면,충청남도 논산시 연산면 신암리 95,젖소,50,충청남도 논산시 축수산과,2024-09-30
서반농장,노성면,충청남도 논산시 노성면 죽림리 119-8,한우,70,충청남도 논산시 축수산과,2024-09-30
황용목장,부적면,충청남도 논산시 부적면 감곡리 2-1,젖소,51,충청남도 논산시 축수산과,2024-09-30
서반농장,광석면,충청남도 논산시 광석면 산동리 82-8,한우,229,충청남도 논산시 축수산과,2024-09-30
서**농장,양촌면,충청남도 논산시 양촌면 중산리 385-1,한우,10,충청남도 논산시 축수산과,2024-09-30
서영농장,은진면,충청남도 논산시 은진면 와야리 30-2,한우,41,충청남도 논산시 축수산과,2024-09-30
서촌농장,연무읍,충청남도 논산시 연무읍 금곡리 337-10,한우,5,충청남도 논산시 축수산과,2024-09-30
석갈농장,성동면,충청남도 논산시 성동면 원북리 149-1,돼지,800,충청남도 논산시 축수산과,2024-09-30
석암농장,광석면,충청남도 논산시 광석면 중리 7-4,한우,169,충청남도 논산시 축수산과,2024-09-30
석원농장,은진면,충청남도 논산시 은진면 토양리 515-2,돼지,3600,충청남도 논산시 축수산과,2024-09-30
선미농장,노성면,충청남도 논산시 노성면 장구리 59,한우,70,충청남도 논산시 축수산과,2024-09-30
황금물결,양촌면,충청남도 논산시 양촌면 도평리 503,한우,54,충청남도 논산시 축수산과,2024-09-30
선일2농장,광석면,충청남도 논산시 광석면 율리 308-3,돼지,772,충청남도 논산시 축수산과,2024-09-30
선일농장,채운면,충청남도 논산시 채운면 화산리 183-3,사슴,10,충청남도 논산시 축수산과,2024-09-30
이젠축산,은진면,충청남도 논산시 은진면 방축리 697,육우,55,충청남도 논산시 축수산과,2024-09-30
선일농장,광석면,충청남도 논산시 광석면 율리 310-39,돼지,436,충청남도 논산시 축수산과,2024-09-30
선진농장,성동면,충청남도 논산시 성동면 원봉리 592-23,돼지,1000,충청남도 논산시 축수산과,2024-09-30
선희네농장,양촌면,충청남도 논산시 양촌면 반암리 104-3,한우,7,충청남도 논산시 축수산과,2024-09-30
설** 축사,연무읍,충청남도 논산시 연무읍 신화리 1353-2,한우,55,충청남도 논산시 축수산과,2024-09-30
성광농장,광석면,충청남도 논산시 광석면 율리 316,한우,6,충청남도 논산시 축수산과,2024-09-30
이찬재축사,노성면,충청남도 논산시 노성면 송당리 61-2,한우,56,충청남도 논산시 축수산과,2024-09-30
성동농장,성동면,충청남도 논산시 성동면 원봉리 503,염소,40,충청남도 논산시 축수산과,2024-09-30
성동농장,성동면,충청남도 논산시 성동면 우곤리 28-5,돼지,2000,충청남도 논산시 축수산과,2024-09-30
성림농장,부적면,충청남도 논산시 부적면 반송리 454-8,한우,40,충청남도 논산시 축수산과,2024-09-30
성심농장,성동면,충청남도 논산시 성동면 우곤리 190-3,염소,15,충청남도 논산시 축수산과,2024-09-30
위농축산,가야곡면,충청남도 논산시 가야곡면 두월리 7,한우,60,충청남도 논산시 축수산과,2024-09-30
성웅농장,광석면,충청남도 논산시 광석면 득윤리 810-1,한우,100,충청남도 논산시 축수산과,2024-09-30
성원농장,노성면,충청남도 논산시 노성면 장구리 264-3,한우,40,충청남도 논산시 축수산과,2024-09-30
성** 농장,가야곡면,충청남도 논산시 가야곡면 삼전리 219-1,한우,2,충청남도 논산시 축수산과,2024-09-30
훈이목장,연무읍,충청남도 논산시 연무읍 고내리 1040-58,젖소,60,충청남도 논산시 축수산과,2024-09-30
세원농장,광석면,충청남도 논산시 광석면 율리 310-56,돼지,649,충청남도 논산시 축수산과,2024-09-30
화정목장,성동면,충청남도 논산시 성동면 삼산리 143,젖소,60,충청남도 논산시 축수산과,2024-09-30
성형목장,가야곡면,충청남도 논산시 가야곡면 등리 339-28,한우,60,충청남도 논산시 축수산과,2024-09-30
세종농장,성동면,충청남도 논산시 성동면 원봉리 560-2,한우,60,충청남도 논산시 축수산과,2024-09-30
소영농장,연무읍,충청남도 논산시 연무읍 동산리 573-3,한우,48,충청남도 논산시 축수산과,2024-09-30
솔염소농장,양촌면,충청남도 논산시 양촌면 석서리 173-1,산양,300,충청남도 논산시 축수산과,2024-09-30
송림2농장,성동면,충청남도 논산시 성동면 우곤리 434,한우,29,충청남도 논산시 축수산과,2024-09-30
송림농장,강경읍,충청남도 논산시 강경읍 채운리 192,사슴,25,충청남도 논산시 축수산과,2024-09-30
송산농장,연산면,충청남도 논산시 연산면 송산리 531-9,한우,154,충청남도 논산시 축수산과,2024-09-30
야곱목장2,성동면,충청남도 논산시 성동면 우곤리 1424-5,젖소,61,충청남도 논산시 축수산과,2024-09-30
은혜목장,노성면,충청남도 논산시 노성면 장구리 172-15,젖소,62,충청남도 논산시 축수산과,2024-09-30
송암농장,성동면,충청남도 논산시 성동면 원남리 1058,한우,190,충청남도 논산시 축수산과,2024-09-30
정**축사,연무읍,충청남도 논산시 연무읍 신화리 530-3,한우,63,충청남도 논산시 축수산과,2024-09-30
송** 농장,성동면,충청남도 논산시 성동면 우곤리 1536-1,한우,232,충청남도 논산시 축수산과,2024-09-30
형제한우영농조합법인,양촌면,충청남도 논산시 양촌면 중산리 350-1,한우,65,충청남도 논산시 축수산과,2024-09-30
수성농장,광석면,충청남도 논산시 광석면 득윤리 1053-1,한우,174,충청남도 논산시 축수산과,2024-09-30
왕전목장,광석면,충청남도 논산시 광석면 사월리 177-30,젖소,65,충청남도 논산시 축수산과,2024-09-30
수아농장,양촌면,충청남도 논산시 양촌면 석서리 95-1,한우,23,충청남도 논산시 축수산과,2024-09-30
은진목장,연무읍,충청남도 논산시 연무읍 죽본리 219,젖소,67,충청남도 논산시 축수산과,2024-09-30
수암농장,양촌면,충청남도 논산시 양촌면 명암리 127-1,젖소,109,충청남도 논산시 축수산과,2024-09-30
수청농장,연무읍,충청남도 논산시 연무읍 동산리 480,돼지,950,충청남도 논산시 축수산과,2024-09-30
순수농장,연무읍,충청남도 논산시 연무읍 마전리 985-19,젖소,150,충청남도 논산시 축수산과,2024-09-30
승승농장,양촌면,충청남도 논산시 양촌면 석서리 26-1,한우,13,충청남도 논산시 축수산과,2024-09-30
승원농장,연산면,충청남도 논산시 연산면 임리 55-5,한우,30,충청남도 논산시 축수산과,2024-09-30
시온농장,연무읍,충청남도 논산시 연무읍 황화정리 460-2,한우,30,충청남도 논산시 축수산과,2024-09-30
신광농장,연산면,충청남도 논산시 연산면 신양리 392-2,한우,18,충청남도 논산시 축수산과,2024-09-30
신교농장,부적면,충청남도 논산시 부적면 신교리 672-1,한우,78,충청남도 논산시 축수산과,2024-09-30
신흥목장,광석면,충청남도 논산시 광석면 왕전리 514-35,한우,70,충청남도 논산시 축수산과,2024-09-30
신당농장,광석면,충청남도 논산시 광석면 신당리 91-76,한우,40,충청남도 논산시 축수산과,2024-09-30
신당농장,광석면,충청남도 논산시 광석면 신당리 208-17,한우,70,충청남도 논산시 축수산과,2024-09-30
신**염소농장,채운면,충청남도 논산시 채운면 용화리 400,염소,12,충청남도 논산시 축수산과,2024-09-30
신동방농장,은진면,충청남도 논산시 은진면 시묘리 328,한우,126,충청남도 논산시 축수산과,2024-09-30
신림농장,연산면,충청남도 논산시 연산면 임리 186-1,한우,108,충청남도 논산시 축수산과,2024-09-30
신림농장,노성면,충청남도 논산시 노성면 노티리 28-3,돼지,2431,충청남도 논산시 축수산과,2024-09-30
신풍농장,부적면,충청남도 논산시 부적면 신풍리 261-2,한우,24,충청남도 논산시 축수산과,2024-09-30
(주)도드람양돈서비스,양촌면,충청남도 논산시 양촌면 석서리 397-1,돼지,70,충청남도 논산시 축수산과,2024-09-30
신풍농장,부적면,충청남도 논산시 부적면 신풍리 277-1,염소,40,충청남도 논산시 축수산과,2024-09-30
신화농장,연무읍,충청남도 논산시 연무읍 신화리 1353-1,한우,50,충청남도 논산시 축수산과,2024-09-30
신화농장,연무읍,충청남도 논산시 연무읍 양지리 16-16,돼지,2500,충청남도 논산시 축수산과,2024-09-30
심**농장,상월면,충청남도 논산시 상월면 대우리 산 1,한우,310,충청남도 논산시 축수산과,2024-09-30
심암농장,채운면,충청남도 논산시 채운면 심암리 148-1,한우,10,충청남도 논산시 축수산과,2024-09-30
