연번,농장구분,소재지,한우,젖소,육우,데이터기준일
721,개인,충청남도 청양군 대치면 시전리 379,0,0,0,2026-05-18
722,개인,충청남도 청양군 운곡면 효제리 706,9,0,0,2026-05-18
723,개인,충청남도 청양군 장평면 분향리 163-8,10,0,0,2026-05-18
724,개인,충청남도 청양군 운곡면 미량리 230,0,0,0,2026-05-18
725,개인,충청남도 청양군 청양읍 군량리 19-1,4,0,0,2026-05-18
726,개인,충청남도 청양군 장평면 은곡리 146-2,6,0,0,2026-05-18
727,개인,충청남도 청양군 청남면 지곡리 475-1,27,0,0,2026-05-18
728,개인,충청남도 청양군 화성면 매산리 110,34,0,0,2026-05-18
729,개인,충청남도 청양군 비봉면 신원리 122-2,2,0,0,2026-05-18
730,개인,충청남도 청양군 화성면 신정리 555,3,0,0,2026-05-18
731,개인,충청남도 청양군 목면 대평리 521,2,0,0,2026-05-18
732,개인,충청남도 청양군 비봉면 비봉면 ,0,0,0,2026-05-18
733,개인,충청남도 청양군 장평면 화산리 73-3,1,0,0,2026-05-18
734,개인,충청남도 청양군 정산면 대박리 446-4,31,0,0,2026-05-18
735,개인,충청남도 청양군 장평면 죽림리 219,1,0,0,2026-05-18
736,개인,충청남도 청양군 남양면 신왕리 68-9,25,0,0,2026-05-18
737,개인,충청남도 청양군 비봉면 강정리 223-5,1,0,0,2026-05-18
738,개인,충청남도 청양군 운곡면 미량리 767,36,0,0,2026-05-18
739,개인,충청남도 청양군 운곡면 추광리 600-1,6,0,0,2026-05-18
740,개인,충청남도 청양군 비봉면 장재리 120,16,0,0,2026-05-18
741,개인,충청남도 청양군 운곡면 위라리 751,89,0,0,2026-05-18
742,개인,충청남도 청양군 정산면 송학리 171-1,11,0,0,2026-05-18
743,개인,충청남도 청양군 정산면 송학리 293,30,0,0,2026-05-18
744,개인,충청남도 청양군 비봉면 양사리 908,11,0,0,2026-05-18
745,개인,충청남도 청양군 남양면 구룡리 85-1,31,0,0,2026-05-18
746,개인,충청남도 청양군 장평면 화산리 430,0,0,0,2026-05-18
747,개인,충청남도 청양군 운곡면 미량리 297,15,0,0,2026-05-18
748,개인,충청남도 청양군 청양읍 교월리 20,2,0,0,2026-05-18
749,개인,충청남도 청양군 장평면 은곡리 117,6,0,0,2026-05-18
750,개인,충청남도 청양군 목면 대평리 99,11,0,0,2026-05-18
751,개인,충청남도 청양군 청양읍 청수리 255-4,7,0,0,2026-05-18
752,개인,충청남도 청양군 남양면 용마리 463,22,0,0,2026-05-18
753,개인,충청남도 청양군 청양읍 군량리 549-2,17,0,0,2026-05-18
754,개인,충청남도 청양군 장평면 중추리 247,37,0,0,2026-05-18
755,개인,충청남도 청양군 정산면 광생리 281-2,0,0,0,2026-05-18
756,개인,충청남도 청양군 비봉면 강정리 412-3,0,0,0,2026-05-18
757,개인,충청남도 청양군 운곡면 위라리 731,0,0,0,2026-05-18
758,개인,충청남도 청양군 운곡면 미량리 689-1,0,0,0,2026-05-18
759,개인,충청남도 청양군 운곡면 추광리 248,3,0,0,2026-05-18
760,개인,충청남도 청양군 운곡면 효제리 340,0,0,0,2026-05-18
761,개인,충청남도 청양군 대치면 광금리 165,13,0,0,2026-05-18
762,개인,충청남도 청양군 정산면 내초리 270-2,5,0,0,2026-05-18
763,개인,충청남도 청양군 대치면 상갑리 526,76,0,0,2026-05-18
764,개인,충청남도 청양군 청양읍 장승리 500-2,3,0,0,2026-05-18
765,개인,충청남도 청양군 비봉면 신원리 759-1,30,0,0,2026-05-18
766,개인,충청남도 청양군 비봉면 용천리 254-8,20,0,0,2026-05-18
767,개인,충청남도 청양군 비봉면 장재리 210,113,0,0,2026-05-18
768,개인,충청남도 청양군 비봉면 장재리 213-3,11,0,0,2026-05-18
769,개인,충청남도 청양군 화성면 신정리 318-1,16,0,0,2026-05-18
770,개인,충청남도 청양군 운곡면 광암리 542-5,0,0,0,2026-05-18
771,개인,충청남도 청양군 장평면 은곡리 397,2,0,0,2026-05-18
772,개인,충청남도 청양군 운곡면 효제리 100,49,0,0,2026-05-18
773,개인,충청남도 청양군 정산면 신덕리 372-4,383,0,0,2026-05-18
774,개인,충청남도 청양군 청남면 지곡리 702-13,7,0,0,2026-05-18
775,개인,충청남도 청양군 장평면 분향리 992-6,47,0,0,2026-05-18
776,개인,충청남도 청양군 비봉면 중묵리 71,8,0,0,2026-05-18
777,개인,충청남도 청양군 남양면 용두리 482-4,75,0,0,2026-05-18
778,개인,충청남도 청양군 남양면 신왕리 721-3,46,0,0,2026-05-18
779,개인,충청남도 청양군 남양면 신왕리 39-1,0,0,0,2026-05-18
780,개인,충청남도 청양군 청남면 지곡리 291-7,71,0,0,2026-05-18
781,개인,충청남도 청양군 정산면 와촌리 89,22,0,0,2026-05-18
782,개인,충청남도 청양군 청양읍 적누리 446-1,82,0,1,2026-05-18
783,개인,충청남도 청양군 장평면 장평면 163-5,0,0,0,2026-05-18
784,개인,충청남도 청양군 정산면 신덕리 391-9,2,0,0,2026-05-18
785,개인,충청남도 청양군 운곡면 운곡면 ,4,0,0,2026-05-18
786,개인,충청남도 청양군 장평면 중추리 645-5,204,0,0,2026-05-18
787,개인,충청남도 청양군 청남면 천내리 840-1,25,0,0,2026-05-18
788,개인,충청남도 청양군 청양읍 장승리 130,18,0,0,2026-05-18
789,개인,충청남도 청양군 목면 화양리 1067-3,154,0,0,2026-05-18
790,개인,충청남도 청양군 청남면 상장리 676-7,15,0,0,2026-05-18
791,개인,충청남도 청양군 운곡면 추광리 385,31,0,0,2026-05-18
792,개인,충청남도 청양군 장평면 죽림리 8,0,0,0,2026-05-18
793,개인,충청남도 청양군 비봉면 강정리 680-62,31,0,0,2026-05-18
794,개인,충청남도 청양군 남양면 봉암리 산113-1,248,0,0,2026-05-18
795,개인,충청남도 청양군 운곡면 미량리 32,20,0,0,2026-05-18
796,개인,충청남도 청양군 정산면 해남리 267,168,0,0,2026-05-18
797,개인,충청남도 청양군 청양읍 정좌리 ,16,0,0,2026-05-18
798,개인,충청남도 청양군 남양면 온암리 278-1,2,0,0,2026-05-18
799,개인,충청남도 청양군 장평면 구룡리 58-12,47,0,0,2026-05-18
800,개인,충청남도 청양군 대치면 수석리 211,0,0,0,2026-05-18
801,개인,충청남도 청양군 장평면 락지리 64-1,0,0,0,2026-05-18
802,개인,충청남도 청양군 목면 화양리 1042-1,122,0,0,2026-05-18
803,개인,충청남도 청양군 대치면 오룡리 251,2,0,0,2026-05-18
804,개인,충청남도 청양군 정산면 남천리 332,9,0,0,2026-05-18
805,개인,충청남도 청양군 목면 화양리 1048-7,0,118,26,2026-05-18
806,개인,충청남도 청양군 남양면 대봉리 400-1,27,12,52,2026-05-18
807,개인,충청남도 청양군 청남면 왕진리 68-1,1,157,17,2026-05-18
808,개인,충청남도 청양군 운곡면 위라리 373-2,0,70,7,2026-05-18
809,개인,충청남도 청양군 청남면 왕진리 707,0,111,47,2026-05-18
810,개인,충청남도 청양군 남양면 온암리 492,1,70,14,2026-05-18
811,개인,충청남도 청양군 청양읍 학당리 189,5,0,0,2026-05-18
812,개인,충청남도 청양군 목면 화양리 1051-6,0,1,171,2026-05-18
813,개인,충청남도 청양군 운곡면 미량리 228,99,0,0,2026-05-18
814,개인,충청남도 청양군 목면 화양리 1177,0,0,223,2026-05-18
815,개인,충청남도 청양군 장평면 구룡리 69-17,5,0,33,2026-05-18
816,개인,충청남도 청양군 남양면 대봉리 573,0,0,0,2026-05-18
817,개인,충청남도 청양군 청남면 왕진리 890-9,0,111,1,2026-05-18
818,개인,충청남도 청양군 청남면 청소리 655-1,62,0,0,2026-05-18
819,개인,충청남도 청양군 청남면 청소리 658-3,58,0,0,2026-05-18
