축산업종류,사업장명칭,주사육업종,사업장소재지, 사육두수 ,데이터기준일자
가축사육업,도담농장,오리,"전북특별자치도 부안군 줄포면 신리 923번지 외 4필지(923-1, -2, -3, -4) ",24000,2025-11-14
가축사육업,원,한우,"전북특별자치도 부안군 줄포면 우포리 29번지 외 3필지(32-2,36,36-4) ",120,2025-11-14
가축사육업,고OO농장,한우,전북특별자치도 부안군 하서면 백련리 642번지  ,12,2025-11-14
가축사육업,이OO농장,한우,전북특별자치도 부안군 상서면 감교리 502번지 39호  ,16,2025-11-14
가축사육업,대수농장,한우,전북특별자치도 부안군 하서면 석상리 278번지 3호  ,80,2025-11-14
가축사육업,청보리농장,한우,전북특별자치도 부안군 동진면 본덕리 422번지  ,142,2025-11-14
가축사육업,반석농장,오리,"전북특별자치도 부안군 줄포면 우포리 8번지 10호 외 3필지(52-10, 53-3, 54) ",10093,2025-11-14
가축사육업,남포농장,한우,전북특별자치도 부안군 보안면 남포리 417번지 5호  ,13,2025-11-14
가축사육업,미소농장,한우,전북특별자치도 부안군 보안면 하입석리 1번지 28호 외 1필지 ,147,2025-11-14
가축사육업,소격리농장,한우,전북특별자치도 부안군 변산면 마포리 518번지 104호  ,3,2025-11-14
가축사육업,대동농장,한우,전북특별자치도 부안군 보안면 상림리 154번지  ,2,2025-11-14
가축사육업,광명농장,한우,전북특별자치도 부안군 보안면 유천리 202번지 5호  ,10,2025-11-14
가축사육업,강덕농장,한우,전북특별자치도 부안군 백산면 하청리 112번지  ,4,2025-11-14
가축사육업,윤씨네농장,한우,전북특별자치도 부안군 줄포면 줄포리 979번지  ,17,2025-11-14
가축사육업,성원농장,한우,"전북특별자치도 부안군 상서면 감교리 813번지 1호 외 3필지(813-27, 813-30, 813-31) ",78,2025-11-14
가축사육업,부자농장,염소,전북특별자치도 부안군 줄포면 파산리 768번지 26호  ,100,2025-11-14
가축사육업,뭉치농장,한우,전북특별자치도 부안군 보안면 부곡리 471번지  ,35,2025-11-14
가축사육업,낭만농장,한우,전북특별자치도 부안군 백산면 죽림리 1097번지 2호  ,20,2025-11-14
가축사육업,정상농장,오리,전북특별자치도 부안군 줄포면 신리  ,10000,2025-11-14
가축사육업,방일농장,한우,전북특별자치도 부안군 부안읍 행중리 470번지  ,70,2025-11-14
가축사육업,지영농장(2농장),육계,전북특별자치도 부안군 동진면 동전리 1441번지 1442 ,90000,2025-11-14
가축사육업,규유농장,한우,전북특별자치도 부안군 주산면 소주리 1157번지 4호  ,8,2025-11-14
가축사육업,반암농장,한우,전북특별자치도 부안군 하서면 석상리 187번지 5호  ,10,2025-11-14
가축사육업,만수농장,한우,전북특별자치도 부안군 동진면 안성리 1800번지 5호  ,2,2025-11-14
가축사육업,기OO농장,한우,"전북특별자치도 부안군 주산면 백석리 60번지 48호 외 2필지(60-66, -67) ",60,2025-11-14
가축사육업,대죽농장,한우,전북특별자치도 부안군 백산면 대죽리 23번지 3호  ,4,2025-11-14
가축사육업,김OO농장,한우,전북특별자치도 부안군 줄포면 대동리 662번지 7호  ,9,2025-11-14
가축사육업,아담농장,한우,전북특별자치도 부안군 부안읍 봉덕리 651번지 14호  ,3,2025-11-14
가축사육업,성재농장,한우,전북특별자치도 부안군 계화면 창북리 4511번지 13호  ,3,2025-11-14
가축사육업,동춘농장,한우,전북특별자치도 부안군 주산면 백석리 419번지 5호  ,9,2025-11-14
가축사육업,신흥농장,한우,전북특별자치도 부안군 부안읍 신흥리 65번지 1호  ,30,2025-11-14
가축사육업,금동농장,한우,전북특별자치도 부안군 변산면 마포리 809번지 3호  ,16,2025-11-14
가축사육업,오리와사람들,오리,"전북특별자치도 부안군 계화면 양산리 2459번지 1호 외 3필지 2459-2, 2458-3, -4 ",50000,2025-11-14
가축사육업,국가대표농장,한우,전북특별자치도 부안군 줄포면 대동리 1222번지 4호  ,9,2025-11-14
가축사육업,최OO농장,한우,전북특별자치도 부안군 부안읍 신운리 173번지 4호  ,51,2025-11-14
가축사육업,조OO농장,한우,전북특별자치도 부안군 주산면 돈계리 79번지 2호  ,36,2025-11-14
가축사육업,정OO농장,한우,전북특별자치도 부안군 동진면 하장리 1213번지  ,42,2025-11-14
가축사육업,마리농장,오리,전북특별자치도 부안군 계화면 의복리 1721번지 외 1필(1721-1) ,18000,2025-11-14
가축사육업,자연농장,오리,전북특별자치도 부안군 계화면 의복리 1719번지 외 1필지 (1720) ,18000,2025-11-14
가축사육업,문식농장,한우,"전북특별자치도 부안군 변산면 마포리 15번지 1호 외 2필지(13, 14-2) ",11,2025-11-14
가축사육업,산지농장,육계,전북특별자치도 부안군 보안면 월천리 993번지 11호  ,75000,2025-11-14
가축사육업,김산농장,육계,"전북특별자치도 부안군 주산면 돈계리 773번지 1호 773-2,  773-3 ",140000,2025-11-14
가축사육업,김OO농장,한우,전북특별자치도 부안군 하서면 백련리 934번지  ,4,2025-11-14
가축사육업,전일농장,한우,전북특별자치도 부안군 하서면 언독리 665번지  ,7,2025-11-14
가축사육업,아낙네오리농장,오리,전북특별자치도 부안군 주산면 사산리 1205번지 5호  ,22000,2025-11-14
가축사육업,은성농장,육계,전북특별자치도 부안군 주산면 사산리 4번지 외 5필 ,65000,2025-11-14
가축사육업,뽕OO 귀농이랑,육계,전북특별자치도 부안군 하서면 장신리 498번지 1호  ,1000,2025-11-14
가축사육업,한박농장,한우,전북특별자치도 부안군 보안면 영전리 155번지 외 4필지 ,100,2025-11-14
가축사육업,승원농장,오리,전북특별자치도 부안군 줄포면 신리 727번지 외 1필지(728) ,9200,2025-11-14
가축사육업,여OO,한우,전북특별자치도 부안군 주산면 사산리 1174번지 31호 외 1필지(1174-32) ,2,2025-11-14
가축사육업,푸른농장,오리,전북특별자치도 부안군 백산면 하청리 415번지 8호  ,8000,2025-11-14
가축사육업,종계백산,종계/산란계,전북특별자치도 부안군 백산면 하청리 483번지 6호 외 6필지 ,60000,2025-11-14
가축사육업,태양농장,오리,"전북특별자치도 부안군 줄포면 우포리 593번지 3호 외5필지(593-4,5,6,7,8) ",40000,2025-11-14
가축사육업,밀물농장,한우,"전북특별자치도 부안군 부안읍 신흥리 531번지 1호 외 2필지(산134-46, 531-2) ",75,2025-11-14
가축사육업,성환농장,한우,전북특별자치도 부안군 동진면 하장리 780번지 6호  ,3,2025-11-14
가축사육업,사랑농장,한우,전북특별자치도 부안군 줄포면 줄포리 33번지  ,6,2025-11-14
가축사육업,진호농장,한우,전북특별자치도 부안군 하서면 석상리 519번지  ,13,2025-11-14
가축사육업,태훈농장,한우,전북특별자치도 부안군 부안읍 내요리 122번지  ,3,2025-11-14
가축사육업,정숙농장,오리,전북특별자치도 부안군 줄포면 파산리 810-4번지(2.3번지) ,10000,2025-11-14
가축사육업,태복농장,오리,전북특별자치도 부안군 보안면 하입석리 475번지 1호  ,10000,2025-11-14
가축사육업,금판오리농장,오리,"전북특별자치도 부안군 백산면 금판리 817번지 1호 외 3필지(817-3, 4, 802-11) ",62000,2025-11-14
가축사육업,동산농장,돼지,전북특별자치도 부안군 백산면 덕신리 211번지 5호  ,900,2025-11-14
가축사육업,현우농장,한우,전북특별자치도 부안군 백산면 오곡리 977번지  ,55,2025-11-14
가축사육업,경호농장,한우,전북특별자치도 부안군 보안면 상입석리 73번지 1호  ,50,2025-11-14
가축사육업,진훈농장,한우,전북특별자치도 부안군 보안면 남포리 788번지 1호  ,56,2025-11-14
가축사육업,현택농장,한우,전북특별자치도 부안군 주산면 백석리 328번지 외 1필지 ,4,2025-11-14
가축사육업,송림농장,염소,전북특별자치도 부안군 하서면 장신리 산 34번지 6호  ,800,2025-11-14
가축사육업,돈계농장,한우,전북특별자치도 부안군 주산면 돈계리 211번지  ,90,2025-11-14
가축사육업,흙뿌리농장,한우,전북특별자치도 부안군 계화면 계화리 1921번지 4호  ,50,2025-11-14
가축사육업,키움농장,한우,전북특별자치도 부안군 계화면 창북리 4130번지 2호  ,100,2025-11-14
가축사육업,아주까리농장,한우,전북특별자치도 부안군 동진면 동전리 2454번지  ,4,2025-11-14
가축사육업,청호농장,오리,전북특별자치도 부안군 계화면 의복리 1732번지 외 1필지(1731-2) ,30000,2025-11-14
가축사육업,새만금청보리농장,한우,전북특별자치도 부안군 계화면 계화리 2133번지 2호  ,244,2025-11-14
가축사육업,부자축산,한우,전북특별자치도 부안군 동진면 동전리 2529번지  ,10,2025-11-14
가축사육업,대성농장,한우,전북특별자치도 부안군 보안면 남포리 332번지 11호 외1필지(332-10) ,101,2025-11-14
가축사육업,대성농장,한우,전북특별자치도 부안군 부안읍 옹중리 764번지  ,3,2025-11-14
가축사육업,유OO농장,오리,전북특별자치도 부안군 계화면 양산리 2563번지 7호 외 1필 ,17000,2025-11-14
가축사육업,SG팜,육계,전북특별자치도 부안군 동진면 동전리 1438번지  ,70000,2025-11-14
가축사육업,김OO농장,한우,전북특별자치도 부안군 주산면 사산리 472번지 48호  ,35,2025-11-14
가축사육업,교동농장,한우,전북특별자치도 부안군 보안면 상림리 300번지 51호  ,21,2025-11-14
가축사육업,여월지향농장,오리,전북특별자치도 부안군 상서면 용서리 723번지 6호 외 1필(723-5) ,20000,2025-11-14
가축사육업,인덕농장,한우,전북특별자치도 부안군 줄포면 신리 90번지  ,12,2025-11-14
가축사육업,석봉농장,한우,전북특별자치도 부안군 줄포면 장동리 566번지 1호  ,3,2025-11-14
가축사육업,광택농장,한우,전북특별자치도 부안군 줄포면 장동리 498번지 1호  ,26,2025-11-14
가축사육업,낙용농장,한우,전북특별자치도 부안군 보안면 영전리 168번지 3호  ,5,2025-11-14
가축사육업,청솔농장,한우,전북특별자치도 부안군 보안면 하입석리 401번지 5호  ,20,2025-11-14
가축사육업,미래농장,한우,전북특별자치도 부안군 백산면 덕신리 147번지 20호  ,4,2025-11-14
가축사육업,미소농장,육계,전북특별자치도 부안군 보안면 하입석리 1번지 29호  ,70000,2025-11-14
가축사육업,수월한우농장,한우,"전북특별자치도 부안군 주산면 덕림리 1467번지 1호 , 1467-2 ",300,2025-11-14
가축사육업,장등농장,오리,"전북특별자치도 부안군 동진면 동전리 2561번지 2562,2562-1 ",10000,2025-11-14
가축사육업,소망농장,오리,"전북특별자치도 부안군 주산면 사산리 1207번지 7호 1207-6,1207-5 ",20231,2025-11-14
가축사육업,김OO농장,오리,"전북특별자치도 부안군 동진면 동전리 1430번지 외 3필지(1431, 1432, 1432-1) ",33800,2025-11-14
가축사육업,창북농장,오리,전북특별자치도 부안군 계화면 창북리 4515번지 6호 4515-7 ,16000,2025-11-14
가축사육업,소망농장,오리,전북특별자치도 부안군 동진면 동전리 1734번지 1735 ,15000,2025-11-14
가축사육업,행복농장,오리,"전북특별자치도 부안군 동진면 동전리 1737번지 외 2필지(1735-1, 1736) ",28000,2025-11-14
가축사육업,승리농장,오리,전북특별자치도 부안군 줄포면 장동리 61번지 12호  ,10000,2025-11-14
가축사육업,모산목장,한우,전북특별자치도 부안군 보안면 하입석리 79번지 1호  ,67,2025-11-14
가축사육업,운호농장,한우,전북특별자치도 부안군 진서면 운호리 93번지 21호  ,7,2025-11-14
가축사육업,늘봄농장,육계,전북특별자치도 부안군 상서면 고잔리 515번지 2호  ,65000,2025-11-14
가축사육업,원농장,육계,전북특별자치도 부안군 상서면 고잔리 515번지 4호  ,65000,2025-11-14
가축사육업,성하농장,육계,전북특별자치도 부안군 줄포면 파산리 811번지  ,76000,2025-11-14
가축사육업,이OO농장,육계,전북특별자치도 부안군 행안면 대초리 1037번지 3호  ,60000,2025-11-14
가축사육업,현영농장,한우,전북특별자치도 부안군 부안읍 내요리 748번지 3호 외 1필지(749-4) ,7,2025-11-14
가축사육업,상우농장,육계,전북특별자치도 부안군 백산면 대죽리 869번지 8호 외 1필(869-13) ,80000,2025-11-14
가축사육업,진하농장,한우,전북특별자치도 부안군 계화면 양산리 2307번지 1호  ,18,2025-11-14
가축사육업,김OO농장,육계,전북특별자치도 부안군 줄포면 파산리 810번지 5호  ,100000,2025-11-14
가축사육업,다산농장,육계,"전북특별자치도 부안군 보안면 상입석리 631번지 1호 631-2, 631-3, 632-16 ",90000,2025-11-14
가축사육업,윤호농장,한우,전북특별자치도 부안군 백산면 거룡리 962번지  ,27,2025-11-14
가축사육업,상승농장,한우,전북특별자치도 부안군 주산면 돈계리 778번지 1호  ,23,2025-11-14
가축사육업,이수축산농장,돼지,전북특별자치도 부안군 백산면 금판리 785번지 7호  ,186,2025-11-14
가축사육업,산돌농원(제2농장),육계,전북특별자치도 부안군 주산면 사산리 609번지 11호 609-20 ,67000,2025-11-14
가축사육업,기정농장,한우,"전북특별자치도 부안군 동진면 당상리 960번지 1호 외2필지(958-6, 959-1) ",15,2025-11-14
가축사육업,원희농장,한우,전북특별자치도 부안군 보안면 월천리 192번지 외 1필지(193-3) ,10,2025-11-14
가축사육업,더불어참,육계,"전북특별자치도 부안군 동진면 안성리 1853번지 1호 외 4필지(1844-10, 1844-11, 1844-12, 1844-13) ",100000,2025-11-14
가축사육업,강산자연농장,육계,전북특별자치도 부안군 동진면 안성리 1855번지 5호 1855-6 ,70000,2025-11-14
가축사육업,선들농장,육계,전북특별자치도 부안군 보안면 상입석리 937번지  ,88000,2025-11-14
가축사육업,용준농장,한우,전북특별자치도 부안군 행안면 삼간리 2159번지 1호  ,27,2025-11-14
가축사육업,박OO농장,한우,전북특별자치도 부안군 계화면 궁안리 2153번지 9호  ,14,2025-11-14
가축사육업,주원농장,한우,전북특별자치도 부안군 행안면 신기리 260번지 9호  ,32,2025-11-14
가축사육업,행복농장,육계,전북특별자치도 부안군 백산면 대죽리 862번지 15호 862-16 ,80000,2025-11-14
가축사육업,신성농장,육계,전북특별자치도 부안군 줄포면 파산리 809번지 10호 외 2필 ,95000,2025-11-14
가축사육업,이OO농장,한우,"전북특별자치도 부안군 주산면 사산리 324번지 5호 외 4필지(324-6,324-9,324-13,324-16) ",230,2025-11-14
가축사육업,희암농장,한우,전북특별자치도 부안군 상서면 통정리 809번지 2호  ,303,2025-11-14
가축사육업,가온농장,육계,전북특별자치도 부안군 행안면 삼간리 2342번지 1호  ,130000,2025-11-14
가축사육업,성일농장,육계,전북특별자치도 부안군 행안면 삼간리 2342번지 9호  ,78500,2025-11-14
가축사육업,예근농장,육계,전북특별자치도 부안군 줄포면 우포리 624번지 2호 외 1필지(624-4) ,89981,2025-11-14
가축사육업,금호농장,한우,"전북특별자치도 부안군 백산면 거룡리 530번지 2호 531, 674-15 ",20,2025-11-14
가축사육업,숙현농장,한우,전북특별자치도 부안군 부안읍 연곡리 320번지 3호 320-4 ,2,2025-11-14
가축사육업,화봉목장,한우,"전북특별자치도 부안군 주산면 동정리 514번지 외 2필지(515,516-1) ",160,2025-11-14
가축사육업,용진농장,한우,전북특별자치도 부안군 상서면 감교리 818번지 10호  ,15,2025-11-14
가축사육업,한우리농산,한우,전북특별자치도 부안군 계화면 창북리 4249번지 12호  ,9,2025-11-14
가축사육업,해금농장,육계,"전북특별자치도 부안군 상서면 고잔리 510번지 1호 , 510-8 ",100000,2025-11-14
가축사육업,박OO농장,한우,전북특별자치도 부안군 줄포면 장동리 646번지  ,7,2025-11-14
가축사육업,대명농장,오리,전북특별자치도 부안군 계화면 창북리 4466번지 14호 외 1필지(4466-13) ,24222,2025-11-14
가축사육업,해드림농장,육계,전북특별자치도 부안군 계화면 양산리 2457번지 8호 외 1필지(2457-9) ,80000,2025-11-14
가축사육업,한울농장,육계,전북특별자치도 부안군 동진면 안성리 1852번지 6호 외 1필 ,98000,2025-11-14
가축사육업,유진농장,육계,"전북특별자치도 부안군 백산면 죽림리 784번지 외 2필지(783, 783-1번지) ",80000,2025-11-14
가축사육업,예솔농장,육계,전북특별자치도 부안군 부안읍 외하리 574번지 외1필지(575) ,80000,2025-11-14
가축사육업,새한농장,메추리,전북특별자치도 부안군 백산면 대죽리 364번지 6호 외1필지(364-18) ,140000,2025-11-14
가축사육업,신원농장,육계,"전북특별자치도 부안군 백산면 죽림리 785번지 외 2필지(786,786-1) ",90000,2025-11-14
가축사육업,하늘소리목장,산양,전북특별자치도 부안군 상서면 통정리 459번지  ,40,2025-11-14
가축사육업,주산꽃사슴농장,사슴,전북특별자치도 부안군 주산면 소주리 331번지 1호  ,40,2025-11-14
가축사육업,예은농장,육계,"전북특별자치도 부안군 줄포면 대동리 1209번지 2호 외3필지(1209-3, -4, -5) ",112800,2025-11-14
가축사육업,진서농장,한우,전북특별자치도 부안군 진서면 진서리 326번지  ,4,2025-11-14
가축사육업,봉석농장,한우,전북특별자치도 부안군 행안면 봉야로 418-14,10,2025-11-14
가축사육업,슈퍼염소농장,염소,전북특별자치도 부안군 주산면 돈계길 55-5,300,2025-11-14
가축사육업,이OO농장,한우,전북특별자치도 부안군 주산면 덕림리 1094번지 외1필지(1092-1) ,6,2025-11-14
가축사육업,해피마실농장,오리,전북특별자치도 부안군 동진면 동전리 2588번지 1호 외 1필지(2589) ,13000,2025-11-14
가축사육업,아리울사슴농장,사슴,전북특별자치도 부안군 보안면 유천리 223번지 8호  ,25,2025-11-14
가축사육업,성대농장,한우,전북특별자치도 부안군 하서면 등용길 11,4,2025-11-14
가축사육업,윤OO농장,한우,전북특별자치도 부안군 하서면 장신리 2121번지 3호  ,80,2025-11-14
가축사육업,방OO 농장,한우,전북특별자치도 부안군 하서면 장신리 65번지 3호  ,14,2025-11-14
가축사육업,천호목장,한우,전북특별자치도 부안군 보안면 남포리 785번지 1호  ,36,2025-11-14
가축사육업,정OO농장,한우,전북특별자치도 부안군 하서면 백련리 342번지 2호  ,5,2025-11-14
가축사육업,강OO농장,한우,전북특별자치도 부안군 하서면 백련리 238번지  ,8,2025-11-14
가축사육업,행안농장,육계,전북특별자치도 부안군 행안면 삼간리 2344번지 2호  ,85000,2025-11-14
가축사육업,손OO농장,사슴,전북특별자치도 부안군 변산면 마포리 87번지 1호  ,20,2025-11-14
가축사육업,푸른농장,한우,전북특별자치도 부안군 주산면 사산리 1172번지 9호 외 1필지(1172-10) ,138,2025-11-14
가축사육업,그래그래흑염소농장,염소,전북특별자치도 부안군 동진면 증산리 72번지 6호  ,350,2025-11-14
가축사육업,섶못농장,한우,"전북특별자치도 부안군 하서면 석상리 974번지 9호 외 2필지(974-11, 974-12) ",70,2025-11-14
가축사육업,하서농장,한우,전북특별자치도 부안군 하서면 석상리 974번지 8호  ,29,2025-11-14
가축사육업,정OO농장,한우,전북특별자치도 부안군 상서면 감교리 809번지 8호 외 1필지(809-32) ,66,2025-11-14
가축사육업,청호축산,육계,전북특별자치도 부안군 행안면 삼간리 2345번지 7호  ,80000,2025-11-14
가축사육업,민지농장,염소,전북특별자치도 부안군 보안면 상입석리 947번지  ,240,2025-11-14
가축사육업,장희농장,한우,전북특별자치도 부안군 상서면 장동리 1025번지 3호  ,140,2025-11-14
가축사육업,성남농장,한우,전북특별자치도 부안군 백산면 대수리 877번지 5호  ,26,2025-11-14
가축사육업,정OO농장,한우,전북특별자치도 부안군 보안면 하입석리 1092번지 1호  ,117,2025-11-14
가축사육업,석불산한우법인,한우,전북특별자치도 부안군 계화면 의복리 1413번지  ,110,2025-11-14
가축사육업,유OO농장,한우,전북특별자치도 부안군 주산면 덕림리 1465번지 3호 외 1필지(1465-4) ,100,2025-11-14
가축사육업,농업회사법인가농유한회사 계화농장,육계,전북특별자치도 부안군 계화면 창북리 산 4225번지 1호  ,504000,2025-11-14
가축사육업,정영농장,육계,전북특별자치도 부안군 상서면 부안로 2189-24,120000,2025-11-14
가축사육업,해오름농장,육계,전북특별자치도 부안군 계화면 창북리 4239번지 1호  ,108000,2025-11-14
가축사육업,금산농장,육계,전북특별자치도 부안군 계화면 창북리 4239번지 5호  ,120000,2025-11-14
가축사육업,최OO농장,사슴,전북특별자치도 부안군 하서면 백련리 250번지 1호 외 1필지(249-2) ,60,2025-11-14
가축사육업,부자농장,한우,전북특별자치도 부안군 주산면 소산리 522번지 5호 외 1필지(522-6) ,99,2025-11-14
가축사육업,변산반도영농조합법인,한우,전북특별자치도 부안군 변산면 마포리 440번지 7호  ,143,2025-11-14
가축사육업,참 더불어,육계,"전북특별자치도 부안군 동진면 안성리 1853번지 2호 외 3필지(1853-3, 1853-13, 1853-14) ",55986,2025-11-14
가축사육업,김OO농장,한우,전북특별자치도 부안군 동진면 장등리 367번지 3호  ,4,2025-11-14
가축사육업,해OO,한우,전북특별자치도 부안군 줄포면 줄포동로 48 (외2필),7,2025-11-14
가축사육업,진성농장,육용오리,전북특별자치도 부안군 주산면 백석리 51번지 8호 8-13동 ,25000,2025-11-14
가축사육업,이OO 한우농장,한우,전북특별자치도 부안군 변산면 지서리 292번지 7호  ,210,2025-11-14
가축사육업,하늘소리목장,염소,전북특별자치도 부안군 상서면 고인돌로 277-31,200,2025-11-14
가축사육업,누리농장,육계,전북특별자치도 부안군 계화면 양산리 2457번지 4호  ,50000,2025-11-14
가축사육업,누리농장,육계,전북특별자치도 부안군 계화면 양산리 2457번지 5호  ,50000,2025-11-14
가축사육업,갯벌농장,염소,전북특별자치도 부안군 계화면 간재로 921-38,500,2025-11-14
가축사육업,대승농장,한우,전북특별자치도 부안군 주산면 백석리 913번지 26호  ,22,2025-11-14
가축사육업,세종농장,육용오리,전북특별자치도 부안군 계화면 창북리 4455-13 ,10000,2025-11-14
가축사육업,장화농장,한우,"전북특별자치도 부안군 부안읍 내요리 220번지 1호 외 2필지(224, 224-2) ",55,2025-11-14
가축사육업,모리아팜,오리,전북특별자치도 부안군 줄포면 장동리 862번지 3호  ,29500,2025-11-14
가축사육업,대성농장,한우,전북특별자치도 부안군 보안면 영전리 146번지 3호 주2동 ,196,2025-11-14
가축사육업,반계농장,종계/산란계,전북특별자치도 부안군 진서면 진서리 80번지  ,80,2025-11-14
가축사육업,동선농장,한우,전북특별자치도 부안군 상서면 감교리 911번지 6호  ,3,2025-11-14
가축사육업,태양농장,한우,전북특별자치도 부안군 상서면 장동리 928번지 3호  ,50,2025-11-14
가축사육업,광산농장,한우,전북특별자치도 부안군 백산면 거룡리 963번지  ,16,2025-11-14
가축사육업,올어웨이크,돼지,"전북특별자치도 부안군 백산면 하청리 493번지 47호 외 3필지(493-34, 493-48,493-52), 대죽리 233-10 ",2000,2025-11-14
가축사육업,도담농장,육계,전북특별자치도 부안군 동진면 안성리 1852번지 3호 외 1필지(1852-2) ,135233,2025-11-14
가축사육업,대명농장2,오리,전북특별자치도 부안군 계화면 창북리 4466번지 12호  ,18468,2025-11-14
가축사육업,백OO농장,한우,전북특별자치도 부안군 동진면 당상리 1344번지 6호  ,23,2025-11-14
가축사육업,진환농장,한우,전북특별자치도 부안군 부안읍 내요리 603번지  ,12,2025-11-14
가축사육업,응봉농장,한우,전북특별자치도 부안군 백산면 대죽리 200번지 7호  ,10,2025-11-14
가축사육업,우진농장,한우,전북특별자치도 부안군 계화면 궁안리 2054번지 1호  ,26,2025-11-14
가축사육업,박OO농장,한우,전북특별자치도 부안군 동진면 하장리 1190번지  ,9,2025-11-14
가축사육업,연정농장,한우,전북특별자치도 부안군 줄포면 장동리 194번지 13호  ,30,2025-11-14
가축사육업,소담농장,육계,전북특별자치도 부안군 동진면 안성리 1852번지 7호  ,60000,2025-11-14
가축사육업,마루농장,육계,전북특별자치도 부안군 동진면 안성리 1852번지 8호  ,60000,2025-11-14
가축사육업,만철농장,한우,전북특별자치도 부안군 부안읍 내요리 1239번지 2호  ,34,2025-11-14
가축사육업,아람농장,육계,전북특별자치도 부안군 동진면 안성리 1852번지 9호  ,40000,2025-11-14
가축사육업,가족농장,한우,"전북특별자치도 부안군 행안면 대초리 1005번지 2호 외 2필지(1005-3, 1005-4) ",458,2025-11-14
가축사육업,효선농장,한우,전북특별자치도 부안군 계화면 의복리 1946번지 3호  ,20,2025-11-14
가축사육업,오르농장,한우,전북특별자치도 부안군 계화면 의복리 1731번지 외 1필지(1731-1) ,9,2025-11-14
가축사육업,우리농장,한우,전북특별자치도 부안군 계화면 의복리 1730번지 1호 외 1필지(1730-2) ,4,2025-11-14
가축사육업,양안농장,한우,전북특별자치도 부안군 줄포면 신리 914번지 1호  ,49,2025-11-14
가축사육업,부안 기러기농장,기러기,"전북특별자치도 부안군 행안면 삼간리 479번지 1호 외 2필지(479-20,483-4) ",1500,2025-11-14
가축사육업,장화농장,한우,전북특별자치도 부안군 부안읍 내요리 1140번지  ,12,2025-11-14
가축사육업,라이스 카우 팩토리,한우,전북특별자치도 부안군 백산면 대죽리 863번지 10호  ,82,2025-11-14
가축사육업,신정농장,한우,전북특별자치도 부안군 줄포면 신리 50번지 1호  ,15,2025-11-14
가축사육업,오리농장,오리,전북특별자치도 부안군 줄포면 난산리 878번지  ,20000,2025-11-14
가축사육업,부자농장,한우,전북특별자치도 부안군 주산면 동정리 800번지  ,18,2025-11-14
가축사육업,금일농장,한우,전북특별자치도 부안군 보안면 남포리 273번지 1호  ,2,2025-11-14
가축사육업,감교농장,한우,전북특별자치도 부안군 주산면 사산리 1228번지 4호 외 1필 ,100,2025-11-14
가축사육업,승우농장,한우,전북특별자치도 부안군 계화면 의복리 1836번지 2호  ,19,2025-11-14
가축사육업,이OO농장,한우,전북특별자치도 부안군 보안면 하입석리 3번지 1호  ,40,2025-11-14
가축사육업,대영농장,한우,전북특별자치도 부안군 상서면 고잔리 512번지 4호  ,137,2025-11-14
가축사육업,조은한우농장,한우,전북특별자치도 부안군 부안읍 행중리 471번지 외 1필지(472) ,337,2025-11-14
가축사육업,부안농장,육계,전북특별자치도 부안군 보안면 상입석리 574번지 1호  ,65000,2025-11-14
가축사육업,안성농장,한우,전북특별자치도 부안군 동진면 안성리 1738번지 4호  ,6,2025-11-14
가축사육업,핸섬파머,한우,전북특별자치도 부안군 상서면 장동리 913번지 1호 외 1필지 ,40,2025-11-14
가축사육업,대벌농장,한우,전북특별자치도 부안군 계화면 궁안리 2054번지 4호  ,21,2025-11-14
가축사육업,꼬마농축산,한우,전북특별자치도 부안군 계화면 계화리 1936번지 19호  ,80,2025-11-14
가축사육업,이삭농장,육계,전북특별자치도 부안군 부안읍 외하리 565번지  ,50000,2025-11-14
가축사육업,신정농장,한우,전북특별자치도 부안군 줄포면 신리 82번지 5호  ,50,2025-11-14
가축사육업,홍OO농장,한우,전북특별자치도 부안군 보안면 신복리 649번지 7호  ,56,2025-11-14
가축사육업,창북농장,육계,전북특별자치도 부안군 계화면 창북리 4007번지 2호  ,62671,2025-11-14
가축사육업,창북농장,육계,전북특별자치도 부안군 계화면 창북리 4007번지 1호  ,62863,2025-11-14
가축사육업,현덕농장,육계,전북특별자치도 부안군 계화면 궁안리 2409번지 4호  ,20000,2025-11-14
가축사육업,품속농장,한우,전북특별자치도 부안군 백산면 대수리 959번지 14호  ,150,2025-11-14
가축사육업,탑OO,육계,전북특별자치도 부안군 계화면 궁안리 2403번지 15호 외 1필지(2403-16) ,80000,2025-11-14
가축사육업,석제농장2,한우,전북특별자치도 부안군 부안읍 내요리 789번지 3호  ,20,2025-11-14
가축사육업,신성목장,한우,전북특별자치도 부안군 진서면 석포리 882번지 10호  ,20,2025-11-14
가축사육업,유정농장,한우,전북특별자치도 부안군 주산면 갈촌리 1099번지  ,19,2025-11-14
가축사육업,덕림농장,한우,전북특별자치도 부안군 주산면 덕림리 872번지 2호  ,10,2025-11-14
가축사육업,스타농장,한우,전북특별자치도 부안군 계화면 궁안리 2332번지 8호  ,202,2025-11-14
가축사육업,창민농장,한우,전북특별자치도 부안군 부안읍 신운리 173번지 1호  ,10,2025-11-14
가축사육업,병두농장,한우,전북특별자치도 부안군 동진면 하장리 1596번지 4호  ,45,2025-11-14
가축사육업,다온농장,한우,전북특별자치도 부안군 계화면 궁안리 2374번지 5호  ,80,2025-11-14
가축사육업,주산농장,한우,전북특별자치도 부안군 백산면 대수리 892번지  ,23,2025-11-14
