사업장명칭,사업장소재지(지번),주사육업종,사육두수,데이터기준일자
선룡축산,전라남도 영암군 서호면 엄길리 ,한우,20,2025-05-01
안기농장,전라남도 영암군 금정면 용흥리 ,한우,56,2025-05-01
성진농장,전라남도 영암군 신북면 행정리 ,한우,35,2025-05-01
청수축산,전라남도 영암군 미암면 채지리 ,한우,2,2025-05-01
푸른축산,전라남도 영암군 신북면 금수리 ,한우,4,2025-05-01
워낭축산,전라남도 영암군 서호면 엄길리 ,한우,65,2025-05-01
길손농장,전라남도 영암군 미암면 채지리 ,한우,20,2025-05-01
괴음축산,전라남도 영암군 서호면 장천리 ,한우,16,2025-05-01
부성축산,전라남도 영암군 덕진면 노송리 ,한우,9,2025-05-01
다올농장,전라남도 영암군 서호면 장천리 ,한우,72,2025-05-01
목동농장,전라남도 영암군 도포면 수산리 ,한우,39,2025-05-01
현수농장,전라남도 영암군 도포면 영호리 ,한우,100,2025-05-01
복음제2농장,전라남도 영암군 덕진면 백계리 ,한우,40,2025-05-01
믿음농장,전라남도 영암군 덕진면 백계리 ,한우,100,2025-05-01
성희농장,전라남도 영암군 서호면 몽해리 ,한우,16,2025-05-01
남규농장,전라남도 영암군 도포면 성산리 ,한우,350,2025-05-01
용민축사,전라남도 영암군 미암면 신한리 ,한우,19,2025-05-01
청우농장,전라남도 영암군 덕진면 백계리 ,한우,70,2025-05-01
금호축산,전라남도 영암군 영암읍 용흥리 ,한우,3,2025-05-01
하늘농장,전라남도 영암군 서호면 화송리 ,한우,22,2025-05-01
해성농원,전라남도 영암군 덕진면 금강리 ,한우,80,2025-05-01
영범농장,전라남도 영암군 덕진면 노송리 ,한우,3,2025-05-01
은우농장,전라남도 영암군 서호면 엄길리 ,한우,1,2025-05-01
기찬한우영농조합법인,전라남도 영암군 덕진면 영등리 ,한우,200,2025-05-01
안적동농장,전라남도 영암군 금정면 용흥리 ,한우,9,2025-05-01
해오름농장,전라남도 영암군 서호면 성재리 ,한우,34,2025-05-01
동현농장,전라남도 영암군 도포면 수산리 ,한우,8,2025-05-01
금옥농장,전라남도 영암군 삼호읍 서호리 ,한우,6,2025-05-01
형하농장,전라남도 영암군 덕진면 장선리 ,한우,5,2025-05-01
매월축산,전라남도 영암군 학산면 매월리 ,한우,7,2025-05-01
재우네목장,전라남도 영암군 삼호읍 망산리 ,한우,20,2025-05-01
사랑농장,전라남도 영암군 삼호읍 서창리 ,한우,18,2025-05-01
감치농장,전라남도 영암군 삼호읍 동호리 ,한우,3,2025-05-01
유영농장,전라남도 영암군 신북면 학동리 ,한우,14,2025-05-01
우리농장,전라남도 영암군 삼호읍 동호리 ,한우,5,2025-05-01
천하농장,전라남도 영암군 미암면 춘동리 ,한우,19,2025-05-01
연원목장,전라남도 영암군 신북면 행정리 ,한우,6,2025-05-01
인수농장,전라남도 영암군 시종면 신연리 ,한우,5,2025-05-01
충현농장,전라남도 영암군 시종면 신연리 ,한우,12,2025-05-01
일광농장,전라남도 영암군 신북면 월지리 ,한우,6042,2025-05-01
광주농장,전라남도 영암군 시종면 옥야리,한우,88,2025-05-01
신연농장,전라남도 영암군 시종면 신연리 ,한우,62,2025-05-01
성훈농장,전라남도 영암군 군서면 서구림리 ,한우,152,2025-05-01
서호아라리축산영농조합법인,전라남도 영암군 서호면 엄길리 ,한우,40,2025-05-01
신흥축산,전라남도 영암군 시종면 신흥리 ,한우,22,2025-05-01
광주농장,전라남도 영암군 삼호읍 서창리 ,한우,4,2025-05-01
와우축산,전라남도 영암군 시종면 와우리 ,한우,8,2025-05-01
신덕축산,전라남도 영암군 학산면 신덕리 ,한우,234,2025-05-01
광산농장,전라남도 영암군 학산면 독천리 ,한우,4,2025-05-01
광인농장,전라남도 영암군 학산면 용소리 ,한우,1,2025-05-01
선정목장,전라남도 영암군 서호면 화송리 ,한우,22,2025-05-01
메밀목장,전라남도 영암군 학산면 용산리 ,한우,3,2025-05-01
혜자농장,전라남도 영암군 학산면 상월리 ,한우,3,2025-05-01
임대길농장,전라남도 영암군 미암면 신포리 ,한우,4,2025-05-01
대진축산,전라남도 영암군 도포면 성산리 ,한우,4,2025-05-01
태정목장,전라남도 영암군 시종면 신연리 ,한우,30,2025-05-01
전일농장,전라남도 영암군 미암면 채지리 ,한우,8,2025-05-01
김철농장,전라남도 영암군 학산면 매월리 ,한우,9,2025-05-01
현우축산,전라남도 영암군 학산면 독천리 ,한우,4,2025-05-01
솔청농장,전라남도 영암군 학산면 독천리 ,한우,29,2025-05-01
건태농장,전라남도 영암군 학산면 신덕리 ,한우,30,2025-05-01
연진농장,전라남도 영암군 군서면 동호리 ,한우,7,2025-05-01
학파축산,전라남도 영암군 서호면 쌍풍리 ,한우,3,2025-05-01
믿음농장,전라남도 영암군 서호면 소산리 ,한우,9,2025-05-01
신포농장,전라남도 영암군 미암면 신한리 ,한우,12,2025-05-01
희망농장,전라남도 영암군 삼호읍 서창리 ,한우,42,2025-05-01
황도축산,전라남도 영암군 삼호읍 삼포리 ,한우,18,2025-05-01
상배농장,전라남도 영암군 신북면 행정리 ,한우,4,2025-05-01
수연농장,전라남도 영암군 미암면 두억리 ,한우,6,2025-05-01
소알목장,전라남도 영암군 학산면 상월리 ,한우,4,2025-05-01
용산축산,전라남도 영암군 학산면 용산리 ,한우,2,2025-05-01
용산미래농장,전라남도 영암군 학산면 용산리 ,한우,12,2025-05-01
백송농장,전라남도 영암군 미암면 채지리 ,한우,5,2025-05-01
민희농장,전라남도 영암군 덕진면 영등리 ,한우,64,2025-05-01
태호농장,전라남도 영암군 덕진면 노송리 ,한우,229,2025-05-01
충우농장,전라남도 영암군 서호면 금강리 ,한우,21,2025-05-01
문성축사,전라남도 영암군 서호면 금강리 ,한우,5,2025-05-01
성인축산,전라남도 영암군 서호면 성재리 ,한우,10,2025-05-01
월평농장,전라남도 영암군 서호면 쌍풍리 ,한우,19,2025-05-01
쌍흥농장,전라남도 영암군 서호면 쌍풍리 ,한우,4,2025-05-01
신풍농장,전라남도 영암군 서호면 쌍풍리 ,한우,18,2025-05-01
양동축산,전라남도 영암군 서호면 화송리 ,한우,2,2025-05-01
주홍농장,전라남도 영암군 서호면 화송리 ,한우,10,2025-05-01
향화농장,전라남도 영암군 서호면 화송리 ,한우,3,2025-05-01
용산농장,전라남도 영암군 덕진면 용산리 ,한우,16,2025-05-01
용흥농축산,전라남도 영암군 금정면 용흥리 ,한우,10,2025-05-01
배바우농장,전라남도 영암군 금정면 안노리 ,한우,10,2025-05-01
경용농장,전라남도 영암군 시종면 옥야리 ,한우,8,2025-05-01
산업농장,전라남도 영암군 군서면 해창리 ,한우,22,2025-05-01
주이농장,전라남도 영암군 군서면 모정리 ,한우,9,2025-05-01
민구농장,전라남도 영암군 군서면 모정리 ,한우,11,2025-05-01
토탈축산,전라남도 영암군 덕진면 금강리 ,한우,2,2025-05-01
주안농장,전라남도 영암군 도포면 영호리 ,한우,16,2025-05-01
경식농장,전라남도 영암군 시종면 월악리 ,한우,21,2025-05-01
유천농장,전라남도 영암군 학산면 상월리 ,한우,21,2025-05-01
성자농장,전라남도 영암군 도포면 원항리 ,한우,13,2025-05-01
전연익농장,전라남도 영암군 서호면 화송리 ,한우,2,2025-05-01
주원농장,전라남도 영암군 미암면 신한리 ,한우,2,2025-05-01
내호축산,전라남도 영암군 미암면 춘동리 ,한우,11,2025-05-01
지민농장,전라남도 영암군 미암면 선황리 ,한우,6,2025-05-01
화수농장,전라남도 영암군 시종면 신흥리 ,한우,3,2025-05-01
원우농장,전라남도 영암군 덕진면 장선리 ,한우,30,2025-05-01
민경축산,전라남도 영암군 서호면 청용리 ,한우,80,2025-05-01
월악농장,전라남도 영암군 시종면 월악리 ,한우,83,2025-05-01
사랑농장,전라남도 영암군 도포면 수산리 ,한우,3,2025-05-01
땅골농장,전라남도 영암군 서호면 금강리 ,한우,11,2025-05-01
승규농장,전라남도 영암군 도포면 구학리 ,한우,110,2025-05-01
카리스농장,전라남도 영암군 도포면 영호리 ,한우,70,2025-05-01
어진농장,전라남도 영암군 신북면 이천리 ,한우,20,2025-05-01
신등농장,전라남도 영암군 군서면 도갑리 ,한우,14,2025-05-01
봉삼약초농장,전라남도 영암군 학산면 은곡리 ,한우,6,2025-05-01
미암농장,전라남도 영암군 미암면 두억리 ,한우,3,2025-05-01
예은농장,전라남도 영암군 서호면 청용리 ,한우,129,2025-05-01
숙이농장,전라남도 영암군 미암면 채지리 ,한우,2,2025-05-01
천우농장,전라남도 영암군 덕진면 영등리 ,한우,60,2025-05-01
성촌축산,전라남도 영암군 영암읍 학송리 ,한우,23,2025-05-01
담쟁이농장,전라남도 영암군 도포면 수산리 ,한우,53,2025-05-01
행운축산,전라남도 영암군 신북면 행정리 ,한우,90,2025-05-01
우림,전라남도 영암군 서호면 장천리 ,한우,200,2025-05-01
구름다리농장,전라남도 영암군 덕진면 노송리 ,한우,20,2025-05-01
산호정농장,전라남도 영암군 도포면 수산리 ,한우,21,2025-05-01
두희2농장,전라남도 영암군 덕진면 영등리 ,한우,14,2025-05-01
선축산,전라남도 영암군 금정면 남송리 ,한우,20,2025-05-01
영섭농장,전라남도 영암군 미암면 두억리 ,한우,7,2025-05-01
경희농장,전라남도 영암군 미암면 채지리 ,한우,2,2025-05-01
원중농장,전라남도 영암군 영암읍 한대리,한우,2,2025-05-01
원철농장,전라남도 영암군 서호면 성재리 ,한우,1,2025-05-01
이정농장,전라남도 영암군 도포면 원항리,한우,4,2025-05-01
선암농장,전라남도 영암군 덕진면 운암리,한우,18,2025-05-01
영국농장,전라남도 영암군 도포면 수산리 ,한우,7,2025-05-01
효진농장,전라남도 영암군 신북면 행정리 ,한우,28,2025-05-01
재관농장,전라남도 영암군 도포면 수산리 ,한우,60,2025-05-01
근영농장,전라남도 영암군 군서면 양장리 ,한우,110,2025-05-01
별밤농장,전라남도 영암군 덕진면 장선리 ,한우,41,2025-05-01
백야축산,전라남도 영암군 삼호읍 동호리 ,한우,37,2025-05-01
성일농장,전라남도 영암군 미암면 호포리,한우,13,2025-05-01
화산축산,전라남도 영암군 신북면 학동리 ,한우,25,2025-05-01
일식농장,전라남도 영암군 군서면 서구림리 ,한우,16,2025-05-01
윤자농장,전라남도 영암군 덕진면 노송리 ,한우,7,2025-05-01
성인농장,전라남도 영암군 서호면 금강리,한우,20,2025-05-01
신기농장,전라남도 영암군 도포면 수산리 ,한우,63,2025-05-01
창우농장,전라남도 영암군 서호면 성재리,한우,36,2025-05-01
연서목장,전라남도 영암군 서호면 몽해리 ,한우,22,2025-05-01
자연농원,전라남도 영암군 서호면 쌍풍리 ,한우,58,2025-05-01
영창농장,전라남도 영암군 군서면 모정리 ,한우,20,2025-05-01
강인농장,전라남도 영암군 시종면 신흥리 ,한우,110,2025-05-01
산들농장,전라남도 영암군 시종면 월롱리 ,한우,43,2025-05-01
해성농장,전라남도 영암군 시종면 신흥리 ,한우,120,2025-05-01
희용농장,전라남도 영암군 도포면 수산리 ,한우,40,2025-05-01
이레농장,전라남도 영암군 미암면 신포리 ,한우,27,2025-05-01
대원농장,전라남도 영암군 군서면 성양리 ,한우,60,2025-05-01
대성농장,전라남도 영암군 서호면 소산리 ,한우,70,2025-05-01
성술농장,전라남도 영암군 서호면 화송리 ,한우,35,2025-05-01
시윤농장,전라남도 영암군 덕진면 노송리 ,한우,14,2025-05-01
서호농장,전라남도 영암군 서호면 성재리 ,한우,9,2025-05-01
와우목장,전라남도 영암군 시종면 구산리 ,한우,17,2025-05-01
취정축산,전라남도 영암군 덕진면 덕진리 ,한우,17,2025-05-01
수농장,전라남도 영암군 도포면 봉호리 ,한우,40,2025-05-01
데일리팜,전라남도 영암군 시종면 구산리 ,한우,230,2025-05-01
하누리농장,전라남도 영암군 시종면 만수리 ,한우,8,2025-05-01
유애축원,전라남도 영암군 영암읍 장암리 ,한우,50,2025-05-01
윤민농장,전라남도 영암군 신북면 월지리 ,한우,30,2025-05-01
장암농장,전라남도 영암군 덕진면 영등리 ,한우,6,2025-05-01
시종축산,전라남도 영암군 시종면 구산리 ,한우,150,2025-05-01
행복농장,전라남도 영암군 군서면 동호리 ,한우,10,2025-05-01
서진목장,전라남도 영암군 도포면 수산리 ,한우,19,2025-05-01
석천영농조합법인,전라남도 영암군 미암면 선황리 ,한우,23,2025-05-01
혁이네농장,전라남도 영암군 도포면 영호리 ,한우,16,2025-05-01
전일목장,전라남도 영암군 도포면 수산리 ,한우,17,2025-05-01
경태농장,전라남도 영암군 영암읍 대신리 ,한우,13,2025-05-01
선우축산,전라남도 영암군 서호면 엄길리 ,한우,45,2025-05-01
방죽골농장,전라남도 영암군 미암면 선황리 ,한우,32,2025-05-01
성술농장,전라남도 영암군 서호면 화송리 ,한우,20,2025-05-01
돈호농장,전라남도 영암군 미암면 선황리 ,한우,40,2025-05-01
양동축산,전라남도 영암군 서호면 화송리 ,한우,54,2025-05-01
형제목장,전라남도 영암군 시종면 구산리 ,한우,38,2025-05-01
다물목장,전라남도 영암군 서호면 소산리 ,한우,145,2025-05-01
학산농장,전라남도 영암군 학산면 용산리 ,한우,13,2025-05-01
안산농장,전라남도 영암군 시종면 월악리 ,한우,85,2025-05-01
학동농장,전라남도 영암군 신북면 학동리 ,한우,60,2025-05-01
어찬농장,전라남도 영암군 신북면 이천리 ,한우,62,2025-05-01
전진축산,전라남도 영암군 군서면 도장리 ,한우,70,2025-05-01
풍성농장,전라남도 영암군 신북면 유곡리 ,한우,42,2025-05-01
감산축산,전라남도 영암군 금정면 안노리 ,한우,62,2025-05-01
부러나축산,전라남도 영암군 도포면 봉호리 ,한우,14,2025-05-01
정희목장,전라남도 영암군 신북면 용산리 ,한우,20,2025-05-01
정학축산,전라남도 영암군 서호면 소산리 ,한우,4,2025-05-01
영암햇살농장,전라남도 영암군 서호면 태백리 ,한우,18,2025-05-01
용기농장,전라남도 영암군 시종면 구산리 ,한우,47,2025-05-01
일성농장,전라남도 영암군 미암면 춘동리 ,한우,1,2025-05-01
천만농장2,전라남도 영암군 덕진면 금강리 ,한우,4,2025-05-01
라온농장,전라남도 영암군 서호면 금강리 ,한우,29,2025-05-01
하랑농장,전라남도 영암군 서호면 소산리 ,한우,75,2025-05-01
낭만농장,전라남도 영암군 삼호읍 망산리 ,한우,6,2025-05-01
볏짚농장,전라남도 영암군 미암면 호포리 ,한우,20,2025-05-01
산소농장,전라남도 영암군 서호면 몽해리 ,한우,19,2025-05-01
신영축산,전라남도 영암군 학산면 매월리 ,한우,3,2025-05-01
진우농장,전라남도 영암군 시종면 구산리 ,한우,31,2025-05-01
초안목장,전라남도 영암군 학산면 금계리 ,한우,31,2025-05-01
샤론목장,전라남도 영암군 학산면 신덕리 ,한우,53,2025-05-01
산소농장,전라남도 영암군 신북면 월지리 ,한우,40,2025-05-01
오가네 농장,전라남도 영암군 군서면 양장리 ,한우,60,2025-05-01
군서농장,전라남도 영암군 군서면 도장리 ,한우,17,2025-05-01
백야농장,전라남도 영암군 삼호읍 동호리 ,한우,10,2025-05-01
초원농장,전라남도 영암군 미암면 신포리 ,한우,50,2025-05-01
민영농장,전라남도 영암군 신북면 행정리 ,한우,50,2025-05-01
순수하누농장,전라남도 영암군 군서면 서구림리 ,한우,98,2025-05-01
153농장,전라남도 영암군 서호면 화송리 ,한우,22,2025-05-01
산호농장,전라남도 영암군 도포면 수산리 ,한우,7,2025-05-01
대성(垈晟)축산,전라남도 영암군 영암읍 춘양리 ,한우,50,2025-05-01
영보제일축산,전라남도 영암군 덕진면 영등리 ,한우,9,2025-05-01
용진축산,전라남도 영암군 신북면 행정리 ,한우,4,2025-05-01
화성농장,전라남도 영암군 금정면 월평리 ,한우,17,2025-05-01
대길농장,전라남도 영암군 도포면 영호리 ,한우,7,2025-05-01
단아농장,전라남도 영암군 시종면 금지리 ,한우,130,2025-05-01
건운축산,전라남도 영암군 영암읍 송평리 ,한우,60,2025-05-01
하농농장,전라남도 영암군 도포면 원항리 ,한우,47,2025-05-01
송원농장,전라남도 영암군 시종면 구산리 ,한우,40,2025-05-01
이레목장,전라남도 영암군 시종면 신연리 ,한우,50,2025-05-01
정희목장2,전라남도 영암군 신북면 용산리 ,한우,13,2025-05-01
관호축산,전라남도 영암군 신북면 행정리 ,한우,50,2025-05-01
황금농장,전라남도 영암군 도포면 성산리 ,한우,14,2025-05-01
민아농장,전라남도 영암군 학산면 금계리 ,한우,25,2025-05-01
이삭농장,전라남도 영암군 시종면 신학리 ,한우,80,2025-05-01
그린축산,전라남도 영암군 시종면 월롱리 ,한우,20,2025-05-01
청하농장,전라남도 영암군 시종면 옥야리 ,한우,130,2025-05-01
웅진축산,전라남도 영암군 군서면 마산리 ,한우,30,2025-05-01
증산한우농장,전라남도 영암군 영암읍 장암리 ,한우,19,2025-05-01
진덕농장,전라남도 영암군 서호면 성재리 ,한우,21,2025-05-01
성산목장,전라남도 영암군 영암읍 농덕리 ,한우,72,2025-05-01
종호축산,전라남도 영암군 덕진면 금강리 ,한우,10,2025-05-01
영암모타농장,전라남도 영암군 군서면 도장리 ,한우,6,2025-05-01
한길농장,전라남도 영암군 서호면 쌍풍리 ,한우,100,2025-05-01
장원축산,전라남도 영암군 금정면 용흥리 ,한우,30,2025-05-01
신토불이축산,전라남도 영암군 덕진면 용산리 ,한우,15,2025-05-01
대양농장,전라남도 영암군 덕진면 금강리 ,한우,2,2025-05-01
세준농장,전라남도 영암군 덕진면 금강리 ,한우,6,2025-05-01
봉이네농장,전라남도 영암군 학산면 용소리 ,한우,3,2025-05-01
진관농장,전라남도 영암군 신북면 행정리 ,한우,73,2025-05-01
은서농장,전라남도 영암군 미암면 선황리 ,한우,32,2025-05-01
대신축산,전라남도 영암군 덕진면 노송리 ,한우,180,2025-05-01
은주농장,전라남도 영암군 군서면 모정리 ,한우,18,2025-05-01
하늘농장,전라남도 영암군 군서면 모정리 ,한우,300,2025-05-01
경인축산,전라남도 영암군 도포면 수산리 ,한우,18,2025-05-01
선달농장,전라남도 영암군 시종면 금지리 ,한우,42,2025-05-01
백암축산,전라남도 영암군 군서면 서구림리 ,한우,13,2025-05-01
안성축산,전라남도 영암군 시종면 와우리 ,한우,5,2025-05-01
용흥농장,전라남도 영암군 덕진면 백계리 ,한우,70,2025-05-01
단비농장,전라남도 영암군 시종면 신연리 ,한우,83,2025-05-01
해성농장,전라남도 영암군 미암면 미암리 ,한우,17,2025-05-01
신성농장,전라남도 영암군 도포면 성산리 ,한우,5,2025-05-01
사부자 농장,전라남도 영암군 덕진면 영보리 ,한우,86,2025-05-01
학송농장,전라남도 영암군 삼호읍 서창리 ,한우,17,2025-05-01
승기농장,전라남도 영암군 군서면 해창리 ,한우,39,2025-05-01
팜스정,전라남도 영암군 영암읍 한대리 ,한우,3,2025-05-01
선아농장,전라남도 영암군 덕진면 운암리 ,한우,60,2025-05-01
고찬농장,전라남도 영암군 시종면 만수리 ,한우,165,2025-05-01
고찬농장,전라남도 영암군 도포면 구학리 ,한우,60,2025-05-01
선경농장,전라남도 영암군 영암읍 장암리 ,한우,2,2025-05-01
지성농장,전라남도 영암군 도포면 수산리 ,한우,7,2025-05-01
재님농장,전라남도 영암군 군서면 해창리 ,한우,9,2025-05-01
은평농장,전라남도 영암군 서호면 금강리 ,한우,110,2025-05-01
몽해축산,전라남도 영암군 서호면 몽해리 ,한우,65,2025-05-01
성우농장,전라남도 영암군 학산면 은곡리 ,한우,67,2025-05-01
기찬정가,전라남도 영암군 영암읍 학송리 ,한우,20,2025-05-01
꽃소야놀자 농장,전라남도 영암군 학산면 상월리 ,한우,4,2025-05-01
희망농장,전라남도 영암군 덕진면 용산리 ,한우,11,2025-05-01
연소자연농장,전라남도 영암군 시종면 신연리 ,한우,70,2025-05-01
화목농장,전라남도 영암군 학산면 학계리 ,한우,14,2025-05-01
한우리축산,전라남도 영암군 도포면 봉호리 ,한우,10,2025-05-01
민경농장,전라남도 영암군 서호면 몽해리 ,한우,50,2025-05-01
재환축사,전라남도 영암군 도포면 봉호리 ,한우,3,2025-05-01
실로암목장,전라남도 영암군 영암읍 춘양리 ,한우,130,2025-05-01
지성농장,전라남도 영암군 군서면 도갑리 ,한우,130,2025-05-01
내동목장,전라남도 영암군 시종면 내동리 ,한우,5,2025-05-01
형제농장,전라남도 영암군 서호면 소산리 ,한우,18,2025-05-01
우정목장,전라남도 영암군 미암면 남산리 ,한우,1,2025-05-01
정찬국농장,전라남도 영암군 시종면 옥야리 ,한우,30,2025-05-01
송정농장,전라남도 영암군 서호면 쌍풍리 ,한우,1,2025-05-01
양장농장,전라남도 영암군 군서면 양장리 ,한우,190,2025-05-01
충남농장,전라남도 영암군 시종면 옥야리 ,한우,4,2025-05-01
덕진농장,전라남도 영암군 덕진면 백계리 ,한우,1,2025-05-01
경현농장,전라남도 영암군 영암읍 대신리 ,한우,50,2025-05-01
친한농장,전라남도 영암군 신북면 장산리 ,한우,1,2025-05-01
다움농장,전라남도 영암군 덕진면 노송리 ,한우,8,2025-05-01
예준농원,전라남도 영암군 영암읍 송평리 ,한우,9,2025-05-01
천섭농장,전라남도 영암군 학산면 학계리 ,한우,9,2025-05-01
성심농장,전라남도 영암군 덕진면 장선리 ,한우,1,2025-05-01
반갑소1농장,전라남도 영암군 덕진면 장선리 ,한우,142,2025-05-01
연우목장,전라남도 영암군 도포면 봉호리 ,한우,20,2025-05-01
성일농장,전라남도 영암군 미암면 호포리 ,한우,160,2025-05-01
휴거리농장,전라남도 영암군 미암면 두억리 ,한우,2,2025-05-01
미정농장,전라남도 영암군 서호면 엄길리 ,한우,12,2025-05-01
찬영농장,전라남도 영암군 시종면 와우리 ,한우,22,2025-05-01
광주농장,전라남도 영암군 신북면 이천리 ,한우,26,2025-05-01
미암농장,전라남도 영암군 미암면 미암리 ,한우,121,2025-05-01
푸른농원,전라남도 영암군 군서면 마산리 ,한우,27,2025-05-01
후암농장,전라남도 영암군 도포면 덕화리 ,한우,20,2025-05-01
하나농장,전라남도 영암군 시종면 와우리 ,한우,2,2025-05-01
성호농장,전라남도 영암군 영암읍 송평리 ,한우,7,2025-05-01
소영농장,전라남도 영암군 도포면 성산리 ,한우,10,2025-05-01
인수농장,전라남도 영암군 군서면 동호리 ,한우,80,2025-05-01
세연농장,전라남도 영암군 군서면 서구림리 ,한우,29,2025-05-01
솔개농장,전라남도 영암군 영암읍 장암리 ,한우,3,2025-05-01
송화농장,전라남도 영암군 도포면 수산리 ,한우,36,2025-05-01
주암농장,전라남도 영암군 신북면 장산리 ,한우,5,2025-05-01
늘푸른태승농장,전라남도 영암군 삼호읍 동호리 ,한우,75,2025-05-01
향월농장,전라남도 영암군 덕진면 장선리 ,한우,10,2025-05-01
행복한 한우농장,전라남도 영암군 군서면 성양리 ,한우,20,2025-05-01
JM농장,전라남도 영암군 시종면 신연리 ,한우,2,2025-05-01
삼순농장,전라남도 영암군 서호면 화송리 ,한우,3,2025-05-01
혜영농장,전라남도 영암군 군서면 해창리 ,한우,4,2025-05-01
신원농장,전라남도 영암군 신북면 학동리 ,한우,30,2025-05-01
영승농장,전라남도 영암군 영암읍 송평리 ,한우,40,2025-05-01
장군목장,전라남도 영암군 학산면 용산리 ,한우,55,2025-05-01
장군농장,전라남도 영암군 학산면 용산리 ,한우,64,2025-05-01
달빛농장,전라남도 영암군 서호면 쌍풍리 ,한우,16,2025-05-01
동주농장,전라남도 영암군 영암읍 회문리 ,한우,5,2025-05-01
신영축산2농장,전라남도 영암군 학산면 매월리 ,한우,4,2025-05-01
원영농장,전라남도 영암군 덕진면 노송리 ,한우,1,2025-05-01
준희농장,전라남도 영암군 덕진면 용산리 ,한우,2,2025-05-01
영민농장2,전라남도 영암군 영암읍 송평리 ,한우,2,2025-05-01
정보농장,전라남도 영암군 도포면 영호리 ,한우,8,2025-05-01
하누농장,전라남도 영암군 서호면 화송리 ,한우,2,2025-05-01
선원농장,전라남도 영암군 서호면 금강리 ,한우,34,2025-05-01
고래골농장,전라남도 영암군 영암읍 송평리 ,한우,10,2025-05-01
선황농장,전라남도 영암군 미암면 채지리 ,한우,8,2025-05-01
청산농장,전라남도 영암군 미암면 선황리 ,한우,20,2025-05-01
산소농장,전라남도 영암군 신북면 월지리 ,한우,16,2025-05-01
명가,전라남도 영암군 도포면 영호리 ,한우,2,2025-05-01
경원농장,전라남도 영암군 영암읍 송평리 ,한우,13,2025-05-01
창춘농장,전라남도 영암군 미암면 선황리 ,한우,25,2025-05-01
성우농장,전라남도 영암군 도포면 성산리 ,한우,4,2025-05-01
경인농장,전라남도 영암군 군서면 해창리 ,한우,80,2025-05-01
상진농장,전라남도 영암군 군서면 양장리 ,한우,42,2025-05-01
우현농장,전라남도 영암군 서호면 쌍풍리 ,한우,10,2025-05-01
민들레농장,전라남도 영암군 학산면 신덕리 ,한우,14,2025-05-01
지호농장,전라남도 영암군 군서면 양장리 ,한우,220,2025-05-01
믿음농장,전라남도 영암군 덕진면 백계리 ,한우,105,2025-05-01
단지농장,전라남도 영암군 삼호읍 서창리 ,한우,1,2025-05-01
남도농장,전라남도 영암군 신북면 갈곡리 ,한우,2,2025-05-01
노적봉농장,전라남도 영암군 시종면 신연리 ,한우,53,2025-05-01
오복한우,전라남도 영암군 삼호읍 망산리 ,한우,30,2025-05-01
현철농장,전라남도 영암군 도포면 영호리 ,한우,19,2025-05-01
학림농장,전라남도 영암군 학산면 상월리 ,한우,2,2025-05-01
용산2농장,전라남도 영암군 덕진면 용산리 ,한우,18,2025-05-01
우영농장,전라남도 영암군 군서면 해창리 ,한우,5,2025-05-01
호산농장,전라남도 영암군 미암면 신포리 ,한우,18,2025-05-01
조은정원농장,전라남도 영암군 덕진면 운암리 ,한우,10,2025-05-01
금강패밀리농장,전라남도 영암군 덕진면 금강리 ,한우,9,2025-05-01
용천목장,전라남도 영암군 금정면 용흥리 ,한우,72,2025-05-01
지호농장,전라남도 영암군 시종면 신흥리 ,한우,10,2025-05-01
미화농장,전라남도 영암군 금정면 안노리 ,한우,10,2025-05-01
서호금강농장,전라남도 영암군 서호면 금강리 ,한우,2,2025-05-01
햇살농장,전라남도 영암군 군서면 동호리 ,한우,320,2025-05-01
다원농장,전라남도 영암군 시종면 신흥리 ,한우,90,2025-05-01
청정축산,전라남도 영암군 시종면 신연리 ,한우,2,2025-05-01
양지농장1,전라남도 영암군 군서면 성양리 ,한우,39,2025-05-01
안수농장,전라남도 영암군 서호면 엄길리 ,한우,13,2025-05-01
광암축산2,전라남도 영암군 신북면 행정리 ,한우,200,2025-05-01
여지축산,전라남도 영암군 군서면 동호리 ,한우,14,2025-05-01
복골농장,전라남도 영암군 서호면 성재리 ,한우,60,2025-05-01
도담농장,전라남도 영암군 서호면 엄길리 ,한우,2,2025-05-01
경인농장2,전라남도 영암군 군서면 해창리 ,한우,2,2025-05-01
사랑농장,전라남도 영암군 군서면 성양리 ,한우,61,2025-05-01
금강축산,전라남도 영암군 서호면 금강리 ,한우,27,2025-05-01
소야농장,전라남도 영암군 도포면 구학리 ,한우,8,2025-05-01
광주농장2,전라남도 영암군 시종면 신연리 ,한우,119,2025-05-01
정희축산,전라남도 영암군 덕진면 백계리 ,한우,3,2025-05-01
규행농장,전라남도 영암군 덕진면 노송리 ,한우,2,2025-05-01
윤원농장,전라남도 영암군 시종면 봉소리 ,한우,20,2025-05-01
달빛농장,전라남도 영암군 서호면 엄길리 ,한우,47,2025-05-01
옥순농장,전라남도 영암군 시종면 와우리 ,한우,4,2025-05-01
수성농장,전라남도 영암군 영암읍 망호리 ,한우,80,2025-05-01
베스트농장,전라남도 영암군 신북면 모산리 ,한우,2,2025-05-01
철우농장,전라남도 영암군 군서면 마산리 ,한우,20,2025-05-01
현준목장,전라남도 영암군 미암면 선황리 ,한우,60,2025-05-01
